"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G68A	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
850	0.0063199	0.7691763	0.0427710	0.8305442	0.3313417	0.4374917	0.0250260	0.4965373	0.9980681	0.0468466	0.3783484	0.7873038	0.0179912	0.9999867	0.0240437	0.6129066	0.9397678	0.1923367	0.1249191	0.5277218	0.0021055	0.0434054	0.0941585	0.5233374	1.0000000	0.2838613	0.6670114	0.5395209	0.9547965	0.6763430	0.6350957	0.2397504	0.9999984	0.0775736	0.6546190	0.1761060	0.9505181	0.4723617	0.1510593	0.8903396	0.2548233	0.6001122	0.9895173	0.2970874	0.6363362	0.4381009	0.6018134	1.0000000	0.5738616	0.1846947	0.5416587	0.0423403	0.7562411	0.9976652	0.4852523	0.1439515	0.0595689	0.4805759	0.4747811	0.2488285	0.3039860	0.4452762	0.1111763	0.1643850	0.1594797	0.5289389	0.9999786	0.8636471	0.9942491	0.5931220	0.7150371	0.1435685	0.3187539	0.3149307	0.6385948	0.4800110	0.5063581	0.5319270	0.8211098	0.8738201	0.5444173	0.4706320	0.3566625	0.5674831	0.3492369	0.2725035	0.5684043	0.9085328	0.6381463	0.4240225	0.6576976	0.3284642	0.2843814	0.9547250	0.8190139	0.5846797	0.6234673	0.0030579	0.5490955	0.3534881
900	0.0061851	0.7663759	0.0427627	0.8312083	0.3319778	0.4411731	0.0249626	0.4965318	0.9980887	0.0468031	0.3782135	0.7873173	0.0179787	0.9999941	0.0238824	0.6141314	0.9399023	0.1921098	0.1265861	0.5275558	0.0020450	0.0436267	0.0959905	0.5184347	1.0000000	0.2835457	0.6669396	0.5394391	0.9548468	0.6772112	0.6374786	0.2434521	0.9999983	0.0777355	0.6581371	0.1756367	0.9509648	0.4722722	0.1510922	0.8900483	0.2566378	0.6011403	0.9897600	0.2966068	0.6363499	0.4378237	0.6014439	1.0000000	0.5751900	0.1850711	0.5416382	0.0419011	0.7533046	0.9977565	0.4821141	0.1419258	0.0590533	0.4787477	0.4759854	0.2475353	0.2995790	0.4446319	0.1045342	0.1636820	0.1607290	0.5298904	0.9999791	0.8420157	0.9945900	0.5927798	0.7150820	0.1427398	0.3079289	0.3212982	0.6380104	0.4806867	0.5091376	0.5320678	0.8178340	0.8725877	0.5469504	0.4706673	0.3610014	0.5674422	0.3492888	0.2662383	0.5666740	0.9070940	0.6386900	0.4239357	0.6623161	0.3340433	0.2856800	0.9536862	0.8174560	0.5864345	0.6205345	0.0031287	0.5481496	0.3541920
950	0.0061459	0.7655067	0.0427581	0.8316119	0.3320751	0.4445636	0.0249325	0.4965226	0.9980993	0.0468006	0.3780169	0.7873247	0.0179745	0.9999959	0.0238252	0.6151166	0.9401548	0.1919026	0.1275085	0.5274950	0.0020375	0.0439236	0.0976033	0.5153138	1.0000000	0.2834809	0.6668983	0.5394023	0.9549340	0.6781312	0.6392911	0.2449607	0.9999983	0.0777637	0.6603098	0.1754271	0.9511653	0.4721785	0.1510966	0.8899407	0.2579156	0.6016697	0.9898245	0.2963763	0.6363575	0.4369781	0.6012929	1.0000000	0.5758847	0.1855899	0.5416431	0.0418126	0.7526464	0.9978212	0.4813388	0.1409019	0.0589128	0.4777494	0.4762777	0.2496335	0.2978227	0.4434776	0.0974580	0.1632192	0.1610478	0.5303197	0.9999793	0.8289385	0.9947031	0.5925651	0.7151954	0.1420254	0.3029535	0.3205957	0.6380062	0.4808867	0.5088855	0.5324025	0.8164892	0.8718628	0.5480080	0.4706937	0.3631128	0.5675102	0.3492953	0.2607263	0.5659306	0.9064645	0.6388630	0.4236268	0.6642543	0.3364866	0.2865247	0.9530234	0.8173612	0.5879400	0.6199066	0.0031683	0.5500834	0.3538824
1000	0.0061343	0.7656925	0.0427559	0.8318232	0.3320643	0.4472398	0.0249213	0.4965153	0.9981038	0.0468091	0.3778780	0.7873284	0.0179731	0.9999964	0.0238049	0.6157088	0.9403762	0.1917468	0.1279504	0.5274724	0.0020500	0.0441511	0.0987489	0.5136137	1.0000000	0.2834697	0.6668761	0.5393896	0.9550408	0.6789432	0.6404818	0.2454801	0.9999983	0.0777482	0.6615756	0.1753332	0.9512655	0.4720797	0.1510936	0.8900659	0.2587202	0.6019083	0.9898263	0.2962533	0.6363615	0.4358880	0.6012355	1.0000000	0.5762353	0.1861051	0.5416555	0.0418613	0.7529978	0.9978580	0.4815129	0.1403534	0.0590197	0.4770639	0.4763016	0.2518244	0.2972119	0.4423084	0.0907219	0.1629818	0.1610181	0.5304435	0.9999794	0.8220759	0.9947500	0.5924618	0.7152883	0.1416988	0.3012376	0.3181499	0.6381383	0.4808920	0.5078483	0.5328041	0.8159218	0.8714706	0.5484157	0.4707081	0.3640445	0.5675777	0.3492870	0.2567508	0.5657021	0.9062730	0.6388521	0.4233218	0.6648433	0.3372317	0.2868860	0.9526932	0.8177421	0.5888562	0.6201106	0.0031835	0.5528928	0.3534301

0	0.0061295	0.7682351	0.0427543	0.8320039	0.3324775	0.4516876	0.0249243	0.4965074	0.9981040	0.0468338	0.3776475	0.7873310	0.0179724	0.9999966	0.0237937	0.6152287	0.9404790	0.1915302	0.1283802	0.5274590	0.0020946	0.0444500	0.1001574	0.5120849	1.0000000	0.2834709	0.6668613	0.5393958	0.9554426	0.6805682	0.6418546	0.2454549	0.9999983	0.0776776	0.6632242	0.1752227	0.9514754	0.4718086	0.1511399	0.8911504	0.2596032	0.6020238	0.9897952	0.2959667	0.6363665	0.4345637	0.6012117	1.0000000	0.5767513	0.1872656	0.5416855	0.0422032	0.7548302	0.9978814	0.4829796	0.1398839	0.0599160	0.4756996	0.4761707	0.2562156	0.2970122	0.4398531	0.0750523	0.1628324	0.1606579	0.5300038	0.9999794	0.8172283	0.9948240	0.5924793	0.7154151	0.1412642	0.3039241	0.3119469	0.6384286	0.4807047	0.5048908	0.5341175	0.8155039	0.8712016	0.5484110	0.4707217	0.3645471	0.5676626	0.3492484	0.2515956	0.5659200	0.9065529	0.6386190	0.4230175	0.6643654	0.3354845	0.2875147	0.9524991	0.8191098	0.5898140	0.6215432	0.0031709	0.5602593	0.3526765
50	0.0063430	0.4897939	0.4270464	0.8320039	0.3326438	0.4515973	0.0249243	0.4964897	0.9985803	0.0468340	0.3776334	0.7873378	0.0179725	0.9999505	0.1573500	0.6332587	0.7645897	0.1915306	0.1365122	0.7053892	0.6961239	0.0440190	0.1065965	0.4389662	0.7687855	0.2836030	0.6386735	0.1557138	0.9744471	0.6597134	0.3646372	0.2612368	0.9986123	0.5478675	0.1390896	0.1752263	0.9511552	0.4876170	0.3652313	0.8911904	0.2590523	0.5920110	0.9286391	0.2964105	0.6364388	0.4261348	0.6246717	0.7195200	0.1232535	0.1865689	0.5410431	0.0916660	0.8224281	0.9992600	0.3819579	0.5320875	0.0569145	0.3354439	0.4768306	0.2738134	0.3027516	0.4936383	0.0740158	0.1575916	0.1791732	0.4082092	0.9999788	0.6566690	0.9946876	0.7778776	0.7270604	0.1409294	0.3389452	0.1866394	0.7965090	0.4805738	0.6018608	0.5318132	0.7380246	0.8657272	0.5408083	0.6382999	0.3627250	0.5641057	0.3513458	0.4132562	0.2722021	0.7261757	0.6387860	0.1605532	0.9347066	0.3353937	0.3426835	0.8023378	0.7683403	0.5971222	0.5558310	0.3577082	0.5687569	0.3527350
100	0.0377695	0.2395691	0.5457444	0.8319970	0.3349353	0.4491300	0.0249244	0.4963324	0.9993718	0.0468373	0.3774318	0.7873921	0.0179920	0.9933665	0.5476084	0.7240666	0.7435651	0.1915541	0.1496284	0.8061009	0.8493063	0.0440298	0.1352509	0.3761163	0.5512100	0.2852552	0.5590912	0.0730748	0.9793700	0.6120575	0.3078746	0.3150215	0.9653853	0.6307048	0.0401072	0.1754086	0.9464495	0.5399448	0.4674874	0.8917715	0.2527101	0.5650512	0.9058579	0.3026337	0.6420852	0.3991245	0.6160384	0.6332841	0.0370348	0.1849305	0.5385530	0.1742131	0.8370062	0.9997415	0.3046842	0.5696425	0.0522121	0.3045906	0.4829510	0.3381674	0.3287891	0.5741007	0.0607248	0.1363215	0.2364057	0.3591821	0.9999723	0.5804915	0.9939915	0.8160625	0.7340098	0.1404517	0.3992243	0.1608663	0.8359031	0.4803300	0.7972922	0.5265066	0.6557321	0.8391170	0.5177659	0.6784539	0.3595023	0.4820863	0.3665023	0.4856385	0.1797491	0.5252639	0.6410168	0.0952571	0.9829067	0.3321088	0.4108409	0.6539509	0.5931661	0.6150850	0.4411611	0.4782173	0.5978050	0.3524544
150	0.3332019	0.1649291	0.5824102	0.8314115	0.3405205	0.4376344	0.0249255	0.4960690	0.9997672	0.0468558	0.3768058	0.7874609	0.0188367	0.8951345	0.7813061	0.8236398	0.7507289	0.1953015	0.1580796	0.8109055	0.8831184	0.0458371	0.1774277	0.3438698	0.3789831	0.3077782	0.4867696	0.0552763	0.9792634	0.5786575	0.3042830	0.3596604	0.8742874	0.7971167	0.0214378	0.1765655	0.9318798	0.5981558	0.5360554	0.8954980	0.2383312	0.5403591	0.8966546	0.3199353	0.6914939	0.3756532	0.5939522	0.6067701	0.0204598	0.1838172	0.5376411	0.2103620	0.8385405	0.9999096	0.2755153	0.5514717	0.0525472	0.3006152	0.4876239	0.4045040	0.4088371	0.5789004	0.0356645	0.0831468	0.2885169	0.3195941	0.9999510	0.4975834	0.9935242	0.8277706	0.7323397	0.1401756	0.4576462	0.1548809	0.8320194	0.4801055	0.8580540	0.5237046	0.6259938	0.7867398	0.4993768	0.6881412	0.3566599	0.2760258	0.4319668	0.5460179	0.1512441	0.4434176	0.6505822	0.0754787	0.9913930	0.3213165	0.5991970	0.6050469	0.4333244	0.6310173	0.3718493	0.5198440	0.6214235	0.3193898
200	0.6122545	0.1491702	0.5937855	0.8220491	0.3466224	0.4137338	0.0249301	0.4958408	0.9999080	0.0468962	0.3762021	0.7873269	0.0257356	0.7084118	0.8545956	0.8848550	0.7571513	0.2389418	0.1613462	0.8042152	0.8905934	0.0490615	0.2159577	0.3268445	0.3072916	0.5781899	0.4431169	0.0514267	0.9776241	0.5631288	0.3097875	0.3751153	0.6701534	0.9292892	0.0158782	0.1797043	0.9075368	0.6431741	0.5675579	0.9030275	0.2214277	0.5242782	0.8920159	0.3453599	0.7643648	0.3653073	0.5653293	0.5986182	0.0168924	0.1843920	0.5379536	0.2311703	0.8359021	0.9999684	0.2636328	0.5369537	0.0573130	0.2947893	0.4894979	0.4475868	0.4975146	0.5500171	0.0171801	0.0473832	0.2730977	0.2811382	0.9999240	0.4325156	0.9940334	0.8315076	0.7295056	0.1375935	0.5187639	0.1539704	0.8041314	0.4797923	0.8660296	0.5210739	0.6468416	0.7241002	0.4887451	0.6905471	0.3530597	0.1532946	0.5188026	0.6483592	0.1322202	0.4134932	0.6658710	0.0750178	0.9925464	0.3049789	0.7635810	0.5869824	0.3621237	0.6439397	0.3364356	0.5441126	0.6221143	0.1471533
250	0.7082233	0.1481606	0.5976381	0.7723563	0.3512972	0.3820929	0.0249380	0.4956971	0.9999528	0.0468971	0.3788280	0.7847538	0.0503983	0.5823785	0.8505364	0.9153891	0.7521451	0.3249942	0.1568269	0.8066785	0.8922669	0.0532922	0.2417360	0.3235565	0.3503228	0.8235843	0.3819153	0.0504405	0.9760278	0.5575999	0.3142356	0.3573689	0.4902184	0.8902685	0.0085249	0.1851491	0.8792478	0.6676047	0.5565581	0.9112789	0.2070986	0.5149159	0.8887215	0.3701704	0.8130599	0.3660269	0.5092304	0.5961118	0.0156662	0.1852147	0.5383181	0.2408186	0.8270514	0.9999889	0.2662662	0.5301989	0.0630725	0.2966757	0.4901124	0.4713628	0.5452327	0.5268603	0.0077879	0.0913835	0.2228258	0.2560761	0.9998947	0.4021424	0.9950592	0.8327241	0.7250251	0.1269166	0.5597170	0.1546220	0.7708452	0.4796415	0.8668680	0.5137828	0.7655731	0.6654511	0.4569790	0.6912058	0.3470182	0.1079893	0.5650897	0.7604612	0.1281594	0.4023381	0.6902063	0.0994681	0.9918078	0.2891602	0.8135911	0.5824499	0.3422958	0.6534991	0.3238599	0.6242740	0.5996322	0.0691171
300	0.7020422	0.1474953	0.6002715	0.6672968	0.3579776	0.3506777	0.0249313	0.4956212	0.9999666	0.0465870	0.3937866	0.7441981	0.0944625	0.5399700	0.7778629	0.9294197	0.7283935	0.4003741	0.1476240	0.8213731	0.8926778	0.0612812	0.2504886	0.3265674	0.4401514	0.9151878	0.2890710	0.0497540	0.9749739	0.5562153	0.3157856	0.3336459	0.4583858	0.7988972	0.0040488	0.1920966	0.8554017	0.6698193	0.5143380	0.9173120	0.1968706	0.5091315	0.8843402	0.3876858	0.8347474	0.3790791	0.3981875	0.5953412	0.0149312	0.1835293	0.5386375	0.2350032	0.8033811	0.9999961	0.2766192	0.5297542	0.0683153	0.3183000	0.4902788	0.4816204	0.5597091	0.5260657	0.0035807	0.2099540	0.1952074	0.2501826	0.9998520	0.4028329	0.9958402	0.8331430	0.7133415	0.1109565	0.5510443	0.1556388	0.7429273	0.4813163	0.8715273	0.4972199	0.8664342	0.6360370	0.3908419	0.6919896	0.3375467	0.0798223	0.5882867	0.8274533	0.1293251	0.3985087	0.7306752	0.1452338	0.9914419	0.2797953	0.7831482	0.5895349	0.3415912	0.6582256	0.3297736	0.7897411	0.5494602	0.0448370
350	0.6417021	0.1413926	0.6044232	0.5696059	0.3757828	0.3245432	0.0248508	0.4955852	0.9999714	0.0456384	0.4248003	0.5670030	0.1247116	0.5769829	0.6140973	0.9361038	0.6915682	0.4504102	0.1398480	0.8411279	0.8928857	0.0818591	0.2508372	0.3246830	0.5061428	0.9422518	0.2391484	0.0487083	0.9744187	0.5560485	0.3156904	0.3187061	0.5272489	0.7502781	0.0025101	0.1987449	0.8426337	0.6563236	0.4843740	0.9209132	0.1899586	0.5035780	0.8736775	0.3967732	0.8364455	0.4085556	0.2920745	0.5951042	0.0144423	0.1791470	0.5389611	0.2118616	0.7801097	0.9999985	0.2822523	0.5471898	0.0717143	0.3597434	0.4902946	0.4863220	0.5477075	0.5472531	0.0017982	0.3090033	0.1729022	0.2580476	0.9997833	0.4206282	0.9960415	0.8333328	0.6925062	0.1010287	0.4850388	0.1570729	0.7202506	0.4886541	0.8875269	0.4621510	0.9096898	0.6429958	0.3239923	0.6991873	0.3254624	0.0564640	0.6074554	0.8571966	0.1319701	0.3977165	0.7705175	0.1751834	0.9914195	0.2796289	0.7144732	0.6030346	0.3471461	0.6605220	0.3460304	0.8959865	0.4884205	0.0373756
400	0.5350171	0.1283767	0.6085742	0.5152824	0.4028967	0.3042485	0.0246524	0.4955691	0.9999741	0.0445953	0.4425771	0.4286590	0.1086534	0.6946198	0.4506486	0.9397892	0.6567016	0.4765797	0.1362436	0.8584601	0.8934121	0.1231802	0.2548713	0.3171583	0.5426419	0.9437132	0.2489578	0.0474855	0.9741691	0.5560682	0.3158710	0.3109770	0.5993826	0.7524321	0.0018614	0.2031688	0.8413991	0.6412247	0.4826606	0.9229555	0.1844899	0.4950467	0.8638829	0.3998948	0.8182935	0.4523664	0.2320037	0.5950314	0.0141600	0.1733811	0.5392436	0.1818623	0.7872569	0.9999993	0.2793131	0.6600475	0.0708192	0.4144772	0.4902405	0.4955939	0.5190653	0.5774119	0.0010642	0.3454542	0.1581152	0.2727691	0.9997146	0.4411753	0.9954445	0.8334691	0.6703099	0.0999271	0.3921337	0.1600446	0.7050899	0.5021207	0.9089726	0.3910640	0.9263503	0.6635890	0.2778333	0.7294488	0.3136044	0.0437443	0.6104337	0.8719731	0.1341737	0.3974135	0.7972663	0.1687626	0.9916079	0.2893272	0.6520745	0.6150978	0.3532766	0.6669572	0.3605992	0.9377596	0.4581663	0.0350837
450	0.4104178	0.1119027	0.6088798	0.4995449	0.4136390	0.2878583	0.0244255	0.4955620	0.9999762	0.0442135	0.4336549	0.4363441	0.0704887	0.8249183	0.3810146	0.9423355	0.6347101	0.4773441	0.1346265	0.8699929	0.8953682	0.1764594	0.2653681	0.3088474	0.5600538	0.9251053	0.3054543	0.0465080	0.9740692	0.5561502	0.3169562	0.3074397	0.6232288	0.7850478	0.0015712	0.2046759	0.8462108	0.6338976	0.4982097	0.9238740	0.1788220	0.4872149	0.8674770	0.3998353	0.7842188	0.4979147	0.2197699	0.5950090	0.0140307	0.1677197	0.5394482	0.1583885	0.8173911	0.9999996	0.2739901	0.8170610	0.0635433	0.4598759	0.4901682	0.5106097	0.4877762	0.6049365	0.0007407	0.3249666	0.1554841	0.2920871	0.9996952	0.4561266	0.9940504	0.8335768	0.6548055	0.1090023	0.3008553	0.1648234	0.6963099	0.5120073	0.9188700	0.2916202	0.9325486	0.6743424	0.2543425	0.7794785	0.3054850	0.0382904	0.5920096	0.8823870	0.1345516	0.3968252	0.8053434	0.1484236	0.9920574	0.3051922	0.6182733	0.6216724	0.3559320	0.6775619	0.3665428	0.9525075	0.4686758	0.0343797
500	0.3290620	0.0977648	0.6059719	0.5180391	0.3995512	0.2736080	0.0242894	0.4955586	0.9999776	0.0442901	0.4331572	0.5761585	0.0435523	0.8961466	0.4241986	0.9442299	0.6305829	0.4549058	0.1314971	0.8746017	0.9000446	0.2120330	0.2782195	0.3029363	0.5657254	0.8783786	0.3633695	0.0461153	0.9740363	0.5563672	0.3184691	0.3062516	0.5947207	0.8419703	0.0014230	0.2041734	0.8508828	0.6342243	0.5128680	0.9238860	0.1737288	0.4860677	0.8758009	0.3982019	0.7545138	0.5208276	0.2526464	0.5950021	0.0139968	0.1633844	0.5395704	0.1474962	0.8472430	0.9999997	0.2743520	0.8918769	0.0513965	0.4777705	0.4901453	0.5203896	0.4646197	0.6226773	0.0005580	0.2868418	0.1611825	0.3132924	0.9997166	0.4599689	0.9926409	0.8336362	0.6489959	0.1297217	0.2297490	0.1681537	0.6899529	0.5134263	0.9175442	0.2142059	0.9333528	0.6755796	0.2515317	0.8001669	0.3028706	0.0361211	0.5746735	0.8868070	0.1331452	0.3965767	0.7998435	0.1356586	0.9927703	0.3196229	0.6147825	0.6259983	0.3520585	0.6808331	0.3647208	0.9576271	0.4974717	0.0341634
550	0.3342439	0.1021140	0.2212035	0.5692133	0.3877809	0.2621864	0.0242398	0.4955609	0.9998331	0.0441401	0.4536444	0.7096064	0.0306752	0.9077454	0.4907312	0.9433815	0.8180843	0.4209026	0.1325381	0.8297796	0.3012336	0.2150177	0.2691379	0.3396730	0.7728562	0.8150491	0.4491928	0.4292008	0.9457089	0.5746322	0.6114840	0.3095574	0.6459245	0.5962419	0.2825689	0.2031063	0.8542696	0.6124139	0.3038466	0.9035055	0.1717133	0.5016181	0.9429344	0.3955122	0.7051228	0.5176535	0.2777329	0.8754800	0.4022494	0.1616125	0.5434507	0.1434629	0.8649861	0.9994373	0.2746305	0.6355806	0.0410279	0.6389919	0.4902103	0.5193660	0.4342137	0.6097144	0.0004392	0.2587313	0.1905499	0.4545382	0.9997500	0.6056490	0.9915323	0.2881152	0.6561542	0.1042063	0.1897818	0.3654058	0.4581653	0.5156126	0.9200609	0.1806790	0.9364753	0.6874461	0.2678939	0.6399427	0.3067663	0.2531665	0.5152931	0.6873647	0.1793748	0.4022282	0.7946860	0.3769304	0.7290715	0.3283361	0.5637172	0.6461651	0.3567010	0.6718777	0.3817715	0.4282716	0.5215568	0.0603181
600	0.4044933	0.1561061	0.0999114	0.6370707	0.3932783	0.2578106	0.0241886	0.4956238	0.9992981	0.0437928	0.4598251	0.7641710	0.0262104	0.8810437	0.4848607	0.9385897	0.8658520	0.3908630	0.1390989	0.8485544	0.1755451	0.1937197	0.2329137	0.3721294	0.8987127	0.7860261	0.5564350	0.5125750	0.9401271	0.6233190	0.6752847	0.2997970	0.7955159	0.4230811	0.3449805	0.2016275	0.8670068	0.5539515	0.2099352	0.8636133	0.1781029	0.5357066	0.9688738	0.3843816	0.6645398	0.5088484	0.3379264	0.9617153	0.4782454	0.1628522	0.5548899	0.1424735	0.9014209	0.9996709	0.2772732	0.4678874	0.0346273	0.6688656	0.4903368	0.5275023	0.3919661	0.5541927	0.0004396	0.2422599	0.2504196	0.5144897	0.9997867	0.6429220	0.9905073	0.1133486	0.6692243	0.0984453	0.1795771	0.4262023	0.4401932	0.5237780	0.9191551	0.1799156	0.9445999	0.7214788	0.2983927	0.5492245	0.3141864	0.4718607	0.4252476	0.3706183	0.2071886	0.4195847	0.7952201	0.4141289	0.6872094	0.3338357	0.3878642	0.7370041	0.3886857	0.6653904	0.4409548	0.1489775	0.5368961	0.4211311
650	0.3701127	0.2758318	0.0615379	0.6939554	0.3989414	0.2682554	0.0241255	0.4957913	0.9988071	0.0437580	0.4424886	0.7799608	0.0257184	0.8979884	0.2442034	0.9273731	0.8891254	0.3720999	0.1448180	0.7371832	0.1226391	0.1591508	0.1950947	0.4038608	0.9609759	0.8015708	0.6121615	0.5310433	0.9436020	0.6626553	0.6827654	0.2860029	0.9265974	0.1820588	0.3776995	0.1980747	0.8910324	0.5073609	0.1688367	0.8417838	0.1940465	0.5643049	0.9790157	0.3623559	0.6478282	0.5020003	0.3854459	0.9882290	0.4996904	0.1648755	0.5576843	0.1340333	0.9066858	0.9997831	0.2891041	0.3375598	0.0314169	0.6678397	0.4903732	0.5352100	0.3689857	0.4979651	0.0006878	0.2301313	0.2404706	0.5420216	0.9998340	0.6733305	0.9897050	0.0991118	0.6786068	0.0909558	0.1840798	0.4443766	0.4890388	0.5286320	0.8939561	0.1966907	0.9487191	0.7636004	0.3289118	0.5047245	0.3202363	0.5294093	0.3839902	0.2217594	0.2406145	0.4552213	0.7909525	0.3917464	0.6731001	0.3405859	0.2838207	0.8043146	0.4433147	0.6703138	0.5017518	0.0534365	0.5532304	0.5370033
700	0.1899999	0.4337172	0.0493855	0.7285877	0.3913041	0.2961396	0.0241077	0.4959952	0.9985347	0.0440997	0.4218872	0.7841008	0.0239508	0.9593353	0.1061841	0.8987552	0.9039245	0.3446251	0.1473902	0.6206372	0.0775842	0.1275814	0.1652094	0.4302569	0.9856511	0.7673573	0.6413300	0.5355882	0.9488234	0.6828484	0.6770085	0.2745404	0.9801463	0.1050377	0.4046657	0.1923502	0.9151972	0.4826347	0.1537627	0.8359598	0.2132459	0.5816382	0.9831737	0.3382867	0.6392815	0.5006180	0.4446592	0.9963809	0.5162592	0.1667298	0.5542771	0.0906391	0.8986484	0.9997343	0.3012370	0.2334465	0.0338804	0.6464230	0.4893724	0.5175399	0.3635602	0.4628835	0.0014469	0.2106180	0.2213528	0.5525507	0.9998887	0.7080698	0.9894783	0.2116590	0.6862424	0.0819305	0.1827733	0.4481564	0.5361353	0.5239243	0.8528246	0.2340541	0.9510315	0.8057935	0.3545597	0.4854004	0.3273741	0.5452330	0.3622668	0.1780641	0.3245239	0.5578701	0.7691698	0.3675297	0.6613399	0.3497329	0.2585081	0.8451027	0.5353213	0.6784444	0.5419100	0.0210406	0.5724198	0.5354738
750	0.0698044	0.5619341	0.0453948	0.7538769	0.3739789	0.3339405	0.0241622	0.4961628	0.9984011	0.0446219	0.4080139	0.7856004	0.0211837	0.9890628	0.0535058	0.8462442	0.9196248	0.2976895	0.1438891	0.5645363	0.0438392	0.0997824	0.1443177	0.4519775	0.9948413	0.5986821	0.6575590	0.5370869	0.9527729	0.6902201	0.6692845	0.2666979	0.9948208	0.0900455	0.4377246	0.1863590	0.9326155	0.4722290	0.1494422	0.8403838	0.2297548	0.5907682	0.9853032	0.3191598	0.6351752	0.5019930	0.5221481	0.9988873	0.5339250	0.1689998	0.5500566	0.0506791	0.8846565	0.9995022	0.3183724	0.1533784	0.0379956	0.6131204	0.4845760	0.4701319	0.3639014	0.4451867	0.0032610	0.1928475	0.2040948	0.5546939	0.9999307	0.7376533	0.9899439	0.3716852	0.6923986	0.0791093	0.1770831	0.4440377	0.5660938	0.5140841	0.8083059	0.2963158	0.9476056	0.8395804	0.3875311	0.4773850	0.3376059	0.5510989	0.3550586	0.1757281	0.4341245	0.7107755	0.7353918	0.3626075	0.6536511	0.3600894	0.2685692	0.8903832	0.6212422	0.6782856	0.5617579	0.0101614	0.5917439	0.5051771
800	0.0254272	0.6365022	0.0439169	0.7781377	0.3561126	0.3705159	0.0242691	0.4962755	0.9983262	0.0451267	0.3989958	0.7864616	0.0193654	0.9974337	0.0344389	0.7821190	0.9360895	0.2544666	0.1367219	0.5418013	0.0226348	0.0767330	0.1296659	0.4719934	0.9981693	0.4064068	0.6634875	0.5377406	0.9550513	0.6913377	0.6622068	0.2617220	0.9986520	0.0857971	0.4867305	0.1816211	0.9430019	0.4688524	0.1487821	0.8495985	0.2414125	0.5954334	0.9868840	0.3066600	0.6343518	0.4940141	0.5703374	0.9996579	0.5500567	0.1722277	0.5466376	0.0332162	0.8661152	0.9991785	0.3406500	0.1088869	0.0398652	0.5761137	0.4771024	0.4055222	0.3617070	0.4384083	0.0068900	0.1832000	0.1914860	0.5530612	0.9999553	0.7592047	0.9907777	0.4859579	0.6977848	0.0861977	0.1754112	0.4340267	0.5862615	0.5046083	0.7615331	0.3687386	0.9293946	0.8584955	0.4342403	0.4739760	0.3492863	0.5545915	0.3529811	0.1870599	0.5015410	0.8097405	0.7025536	0.3736554	0.6501982	0.3698040	0.2891340	0.9221075	0.6776008	0.6657985	0.5695769	0.0064777	0.6058015	0.4716127
850	0.0117674	0.6779631	0.0432865	0.7990423	0.3436529	0.3991545	0.0243930	0.4963459	0.9982747	0.0455544	0.3921345	0.7869404	0.0185090	0.9994194	0.0276038	0.7258198	0.9461830	0.2269439	0.1312943	0.5329682	0.0112362	0.0613324	0.1185636	0.4901661	0.9993561	0.3182646	0.6654671	0.5381734	0.9561092	0.6899768	0.6559489	0.2582918	0.9996478	0.0831384	0.5439127	0.1784940	0.9484367	0.4684019	0.1490884	0.8600473	0.2487497	0.5980236	0.9881803	0.2996931	0.6350386	0.4765021	0.5894750	0.9998948	0.5623100	0.1759864	0.5443137	0.0287865	0.8420438	0.9988738	0.3672937	0.0958760	0.0412546	0.5420603	0.4728772	0.3438230	0.3529588	0.4378520	0.0130196	0.1777069	0.1827971	0.5496035	0.9999680	0.7738690	0.9917344	0.5459153	0.7028900	0.1003184	0.1835804	0.4202921	0.6020944	0.4973074	0.7074274	0.4303148	0.8920878	0.8659674	0.4801499	0.4723916	0.3586872	0.5577927	0.3519664	0.2029232	0.5311438	0.8557485	0.6782278	0.3876058	0.6512544	0.3748448	0.2991216	0.9370315	0.7158020	0.6460241	0.5739699	0.0050713	0.6080035	0.4389782
