"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G56A	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
350	0.5631392	0.9135320	0.1271112	0.9695896	0.6509309	0.2056700	0.2249911	1.0396943	0.0218912	0.8780349	0.9594811	0.3742946	0.0885216	0.3395311	0.7102622	0.9818012	0.3150490	0.4478672	0.7178957	0.0378758	0.0979195	0.3795058	0.9937448	0.6057402	0.6154767	0.8498759	0.4122099	0.4088043	0.9564980	0.8994919	0.4935701	0.1751177	0.5517444	0.8532113	0.0033863	1.0256176	0.2216749	0.3390495	0.6419414	0.0004720	0.2847022	0.8871963	0.7049507	0.4868703	0.3300860	0.6928591	1.0094122	1.0295304	0.5949679	0.6119022	0.9573681	0.7172482	0.0049820	0.8816607	0.0047200	0.0009673	0.0038246	0.8306676	0.4805575	0.4295431	0.6745525	0.4829594	0.6111027	0.0000033	0.9171694	0.3823631	0.9743749	0.2054093	0.9913826	0.2512545	0.1406972	0.5160385	0.7851839	1.0024728	0.5448081	0.1966512	0.7757985	0.0024557	0.1378930	0.9937703	0.8818245	0.7691612	0.2888051	0.0876913	0.0366023	1.0050684	0.5556409	0.6130079	0.7603434	0.4281995	0.3080007	0.0211316	0.4042089	0.7052777	0.9777019	0.4496100	0.7652326	0.7595387	0.0454644	0.0603709
400	0.6019647	0.9672119	0.1091705	1.0042190	0.6473597	0.2001421	0.2366154	1.0574161	0.0119006	0.8624372	0.9551796	0.4064472	0.0755059	0.3316158	0.7556731	1.0215215	0.3467308	0.4105453	0.7748623	0.0267037	0.1423572	0.3456175	0.8563680	0.5438801	0.6775826	0.8983944	0.5086583	0.4348285	0.9719266	0.9573498	0.4901457	0.1513860	0.5651446	0.7260257	0.0017570	1.0316300	0.1768878	0.2897131	0.5821226	0.0000506	0.2816000	0.8688934	0.7431804	0.4978287	0.3336713	0.6852020	1.0450451	1.0054935	0.6052822	0.5721582	0.8677732	0.6653801	0.0005445	0.8959355	0.0027158	0.0022059	0.0046956	0.7384750	0.4807385	0.3598860	0.6178641	0.4908746	0.5986568	0.0008174	0.9912148	0.4136775	0.9914287	0.2483523	0.9589556	0.1811290	0.1643654	0.5802983	0.7385261	0.9804547	0.5215153	0.1650109	0.7581859	0.0020974	0.1296682	0.8852460	0.8832809	0.7541233	0.3194833	0.1024385	0.0466001	0.9799839	0.5869934	0.6329941	0.7979087	0.3809266	0.2797257	0.0186582	0.5206180	0.7292163	1.0079806	0.4699756	0.6802376	0.8535267	0.0423438	0.0593470
450	0.5393138	1.0137524	0.1376794	0.9230849	0.6255179	0.1701600	0.2957588	0.9684252	0.0163294	0.7937197	0.8935633	0.4671432	0.0810817	0.3348187	0.7828440	1.0234166	0.3443573	0.4564747	0.8291913	0.0349427	0.1605333	0.3541679	0.9147706	0.6512954	0.5786879	0.9149681	0.4279516	0.4807823	0.9854642	0.9961056	0.5055319	0.1212335	0.5597256	0.6942019	0.0013878	1.0549016	0.1885787	0.2739816	0.6012004	0.0003263	0.2518541	0.9545045	0.8074918	0.4694816	0.3135155	0.6785876	1.0254511	0.9821128	0.6037450	0.5305398	1.0069663	0.6308322	0.0005413	0.9341940	0.0030452	0.0017346	0.0069788	0.8571470	0.3714032	0.4106487	0.6589544	0.5654472	0.5755842	0.0022192	1.0193983	0.3822391	1.0356993	0.2805918	1.0359144	0.2332077	0.1326520	0.5646177	0.7587307	0.8825557	0.5037984	0.1928200	0.8335985	0.0032273	0.1065753	1.0754012	0.9787290	0.7896706	0.2857054	0.0975701	0.0300636	0.9507184	0.6039376	0.6273210	0.7975856	0.4036992	0.2371943	0.0280254	0.5456405	0.6537914	0.9773408	0.5706420	0.7972160	0.7764616	0.0771839	0.0602570
500	0.5599907	1.0153464	0.1468944	1.0008791	0.5607317	0.1894405	0.2903377	1.0195600	0.0123711	0.7700656	0.8922405	0.4449272	0.0873237	0.3135613	0.7418087	0.9444409	0.3312477	0.4644895	0.7957713	0.0359491	0.1199818	0.3069757	0.9128161	0.5859565	0.6095139	0.9715048	0.4767090	0.4529246	0.9123889	0.9079603	0.5237196	0.1821373	0.5536754	0.6972101	0.0033336	0.9586600	0.1965663	0.2425719	0.6772502	0.0013291	0.2475407	0.9414851	0.6728208	0.5351624	0.3248546	0.6563735	1.0056930	1.0158878	0.6231573	0.6108212	0.8692175	0.6725778	0.0072947	0.9553698	0.0048336	0.0004003	0.0043369	0.8739193	0.3635526	0.4711429	0.7138253	0.5175221	0.6566034	0.0011237	0.9735947	0.4489015	0.9318198	0.3002526	0.9583183	0.2168674	0.1587069	0.4936214	0.7615052	0.9455424	0.4909937	0.1582388	0.7414108	0.0009620	0.1133204	0.9921957	0.9032582	0.8250483	0.2782051	0.0803080	0.0187621	0.9245049	0.5525268	0.6803464	0.7551349	0.4046507	0.2238455	0.0200595	0.5053244	0.7058979	0.9890370	0.5540118	0.7703467	0.8832708	0.0795279	0.0955390
550	0.5419559	0.9609099	0.1720311	0.9476597	0.6152219	0.2438653	0.3002511	0.9440239	0.1886387	0.7947362	0.9351315	0.6690771	0.8039250	0.3046664	0.7687391	0.9982974	0.3518520	0.4537472	0.4992332	0.0338611	0.0905161	0.3268901	0.8982411	0.6429638	0.6137248	0.5600140	0.4414746	0.4466838	1.0254355	0.4041296	0.8197014	0.2435276	0.4772178	0.6723624	0.4881649	0.9766822	0.1868433	0.3270511	0.6969434	0.2580781	0.2631062	1.0148369	0.6894084	0.8341593	0.2847245	0.6612516	1.0632069	0.9839878	0.6621915	0.6164980	0.9482781	0.5447684	0.0015431	0.6562279	0.0040506	0.0062553	0.0209058	0.8738844	0.3228887	0.4923835	0.7482171	0.5241062	0.6065904	0.0030094	0.9120181	0.4438181	0.8788783	0.2949431	0.9504997	0.0943087	0.1334780	0.4856772	0.6903133	0.9485125	0.4887713	0.3395787	0.8381045	0.0037288	0.2249695	1.0082834	0.9562826	0.8358428	0.2757488	0.3422442	0.4306844	0.9892543	0.7011405	0.6134350	0.4072674	0.3463095	0.2875344	0.0128387	0.4791001	0.5754514	0.9800031	0.4857869	0.7307952	0.8187328	0.0576920	0.1255360
600	0.5812636	0.9323808	0.2104865	0.9057321	0.5796554	0.2341585	0.3653390	0.8395925	0.2802124	0.7077139	0.9721356	0.8572499	0.9816270	0.3518403	0.7522378	0.9856941	0.3347646	0.4763781	0.4121599	0.0410641	0.0505666	0.3251396	0.9609279	0.5758086	0.6128526	0.4853960	0.4258610	0.4588988	1.1135220	0.3573446	0.8256616	0.2050108	0.5004157	0.6603681	0.7083881	0.9490471	0.1680507	0.4629321	0.4854155	0.2668911	0.2334649	0.9524900	0.6706736	0.9368548	0.2951320	0.6639082	0.9691676	1.0344569	0.6531814	0.5798339	0.8538272	0.5178744	0.0033639	0.5646995	0.0120059	0.0025255	0.0404217	0.8753321	0.2938491	0.3694324	0.7656707	0.5239516	0.6181654	0.0016744	0.9153847	0.4483700	0.8828080	0.3084528	0.9714320	0.0451866	0.1565361	0.3737923	0.6804240	0.9943470	0.5466878	0.3608029	0.8560319	0.0042093	0.2125359	0.9804689	0.9020732	0.7785483	0.2495461	0.3602305	0.6582670	0.9917346	0.7960549	0.6348839	0.1757471	0.3443366	0.3746203	0.0311199	0.5727008	0.4911798	0.9391266	0.2724862	0.6691223	0.8499052	0.1045080	0.1772776
650	0.5131274	0.8583428	0.2428946	0.8554515	0.6213534	0.3535682	0.2861700	0.8682191	0.3335306	0.7675594	0.9698619	0.9210868	0.9097758	0.3301194	0.7674883	0.9593328	0.3151786	0.5507145	0.4085084	0.0215151	0.0465453	0.3062001	0.9645992	0.6937962	0.4977048	0.4757916	0.4459422	0.3970098	0.9732880	0.3114795	0.9061276	0.1457073	0.4855094	0.7137055	0.8342618	0.9427208	0.1720419	0.5326581	0.6159138	0.3282569	0.2765934	0.9183900	0.8664982	0.9338079	0.2938914	0.6682853	1.0432685	1.0205077	0.6605237	0.6266347	0.7882101	0.4867634	0.0012402	0.5901422	0.0031266	0.0100793	0.0527749	0.9381693	0.3440779	0.3115357	0.7546127	0.5425745	0.5864792	0.0003979	0.9493206	0.3993547	0.9238012	0.3057263	1.0005560	0.0191995	0.2477827	0.3914311	0.7248528	1.0195713	0.5910069	0.4806149	0.8671084	0.0031050	0.2484626	0.9968240	0.9405633	0.8216527	0.2683583	0.4437223	0.7043688	0.9786706	0.8242113	0.6575016	0.1954189	0.3271421	0.3202767	0.0358142	0.6218363	0.4792836	0.9056559	0.2243408	0.7197518	0.8525059	0.0959288	0.2254122
700	0.5124128	0.8988845	0.2234259	0.8709255	0.7659516	0.4189716	0.2425392	0.7315200	0.3921075	0.8219706	1.0232544	0.8592040	1.0561999	0.2892226	0.7883254	1.0305806	0.4522145	0.6593540	0.4360973	0.0316513	0.0315108	0.3728012	0.9985653	0.8105827	0.4879826	0.4225137	0.3838642	0.3979275	1.0588327	0.4836119	1.0408724	0.1648626	0.5013912	0.7647778	0.9092401	0.9334766	0.2695533	0.6964891	0.6111879	0.3328480	0.2699142	0.9814068	0.8458620	0.9671502	0.2562200	0.6915609	1.0554638	0.9959862	0.6279056	0.6021157	0.6939853	0.5288116	0.0006743	0.4811992	0.0259155	0.0146007	0.0376897	1.0031233	0.3654862	0.3242034	0.7999649	0.5561539	0.6113607	0.0023516	0.9588062	0.4049865	0.9292425	0.2710110	0.9615829	0.0399515	0.3274480	0.3521209	0.5412293	0.9486788	0.5257835	0.5298657	0.9084316	0.0001942	0.1942065	1.0205403	0.9972303	0.7545266	0.2872281	0.3399323	0.6818945	1.0211733	0.5780080	0.6006208	0.3456282	0.3305845	0.3969762	0.0123167	0.5658359	0.5436710	0.9829785	0.1342790	0.6841478	0.8146362	0.0742883	0.2312121
750	0.5276010	0.8890312	0.1936564	0.9073373	0.7843606	0.3511781	0.3642898	0.7010690	0.3946926	0.8890151	0.9293089	0.8932028	1.0355424	0.3099225	0.7518207	1.0003340	0.3925307	0.6563205	0.4225339	0.0375343	0.0595634	0.5064572	0.9931062	0.8354017	0.4022232	0.4164168	0.3458997	0.4064434	1.0488284	0.5349255	0.9843397	0.1602124	0.4617350	0.7459226	0.8788394	0.8494493	0.2959954	0.7500644	0.4967867	0.3493806	0.1983567	0.9743638	0.8240725	0.9513784	0.3126993	0.7107606	1.0160769	0.9919090	0.7017492	0.5884975	0.7423989	0.6090600	0.0002132	0.4721845	0.0327073	0.0145845	0.0344568	0.9689930	0.3745417	0.2427544	0.7077743	0.5580862	0.6556109	0.0000784	0.9358338	0.4760422	0.9818818	0.2555085	0.9203975	0.0391608	0.2496124	0.3249088	0.5442871	0.9580852	0.4606418	0.4184917	0.8896936	0.0003890	0.1190895	0.9896520	0.9463175	0.7144844	0.2174337	0.2618288	0.6654813	0.9616902	0.5269523	0.5200680	0.3548855	0.3812795	0.5342982	0.0295576	0.7146632	0.5104446	0.9607422	0.1687102	0.7277361	0.7965118	0.0763916	0.1775678
800	0.4689301	0.9513645	0.2204839	0.8116786	0.6688951	0.4538216	0.3369467	0.7196025	0.4156922	0.7659101	0.8718633	0.9928413	1.0153927	0.3502730	0.7620576	1.0356837	0.3899902	0.6342469	0.4612638	0.0501629	0.0776012	0.4344388	0.9109044	0.7992642	0.4007683	0.4468301	0.3033241	0.4255228	1.0589166	0.5511543	1.0003222	0.1269556	0.4565308	0.6502001	0.8658137	0.8086547	0.3493567	0.7591517	0.4752101	0.3622717	0.2259135	0.9317238	0.8103658	1.0024255	0.3430924	0.7127077	1.0199588	0.9935675	0.8171515	0.5932409	0.7088022	0.5585888	0.0003565	0.3946253	0.0610507	0.0252289	0.0559746	0.9420642	0.4075495	0.2407463	0.7314925	0.5429056	0.7165215	0.0019909	0.9239124	0.6246845	1.0187260	0.2535381	0.9089425	0.0233174	0.2470914	0.3030827	0.5564484	0.9450762	0.4447766	0.5060782	0.8637378	0.0030367	0.1618574	0.9880471	0.9854692	0.7116812	0.2642393	0.2666565	0.6773167	0.9794196	0.4235623	0.6315713	0.2986327	0.3702241	0.5411059	0.0251231	0.6200620	0.5141213	1.0155173	0.1664410	0.7899780	0.8031230	0.0600497	0.1745571
850	0.5106037	0.8562107	0.2393196	0.7773591	0.6591572	0.4950022	0.2763250	0.7033397	0.4473810	0.7758773	0.9833767	1.0642999	1.0501932	0.3108169	0.7151587	1.0813085	0.4586319	0.6711054	0.4360257	0.0418068	0.1171512	0.4638246	0.9651940	0.7639561	0.4793235	0.4999572	0.3786092	0.4542495	0.9740180	0.6013422	0.9454014	0.1581021	0.4400209	0.6064511	0.8817876	0.8257643	0.3961771	0.8192026	0.4818422	0.2960834	0.2165508	0.8577594	0.8248076	1.0432037	0.3109703	0.6712211	1.0575593	1.0020035	0.7906522	0.6079810	0.6228206	0.6166076	0.0034772	0.3470315	0.0782235	0.0104765	0.0505036	1.0166133	0.3628739	0.2148639	0.7174534	0.5353442	0.6599124	0.0034068	0.9430625	0.5410402	0.9347445	0.2850856	0.9749381	0.0242988	0.2584230	0.2663257	0.5438276	1.0601667	0.3429717	0.5012591	0.7662327	0.0062261	0.2257695	0.9324816	0.9026020	0.7691841	0.2709637	0.2668763	0.6812746	0.9831756	0.3723037	0.7346243	0.3028958	0.3385815	0.5358867	0.0400946	0.7220715	0.5131722	0.9836938	0.2110586	0.8188648	0.8044952	0.0371355	0.1606996
900	0.5364319	0.9045230	0.2512651	0.7505218	0.7316664	0.5301446	0.2824144	0.6830765	0.4407517	0.7822315	0.9921068	0.9157375	1.0989906	0.3195235	0.7429235	1.0275240	0.5149588	0.6579964	0.4696594	0.0583995	0.0641735	0.5125960	0.9968711	0.7373682	0.4908268	0.5333182	0.3406103	0.5226079	0.9138122	0.6256183	1.0447990	0.1566043	0.4239327	0.6409642	0.9699659	0.7481564	0.3804209	0.8410586	0.5731081	0.3298120	0.2481992	0.7981484	0.9072866	1.0473410	0.3361847	0.7347051	1.0112342	0.9383099	0.7398921	0.5392625	0.6000117	0.5576211	0.0020190	0.2835200	0.1271698	0.0229993	0.0560837	1.0600747	0.4009747	0.2182717	0.7594515	0.5610990	0.6444090	0.0001635	0.9256140	0.5536998	1.0300552	0.2519358	0.9904655	0.0404597	0.2540374	0.3210443	0.5152055	0.9689579	0.3472423	0.5136627	0.8475684	0.0090168	0.1769988	0.8372087	0.9447145	0.7679586	0.2403607	0.2882415	0.6601771	1.1095729	0.3892881	0.8136596	0.3950289	0.3481244	0.5805005	0.0185407	0.7001501	0.5494792	0.9807503	0.1855927	0.8209568	0.7946666	0.0298333	0.1892947
950	0.5797752	0.9011950	0.2454056	0.7832297	0.8127655	0.5046565	0.2087198	0.7707158	0.4509468	0.6933741	0.9594637	0.9542065	0.9234004	0.3769996	0.7026405	1.0643290	0.4951257	0.6432659	0.4847928	0.0484233	0.0872973	0.5659485	1.0270346	0.8118092	0.5198572	0.4741930	0.3245144	0.5208642	0.9478731	0.5683339	0.9499613	0.1722571	0.3751852	0.6419331	0.8957597	0.8284341	0.3918459	0.7664813	0.5089416	0.3025097	0.2624340	0.8693752	0.9335710	1.0783772	0.3202896	0.6795912	0.9646399	0.9168694	0.7345754	0.6311712	0.7195572	0.6229042	0.0014335	0.3345152	0.0798523	0.0321786	0.0459814	1.0106239	0.3841877	0.1787342	0.7733311	0.5121769	0.6682014	0.0002330	0.8664484	0.4533280	1.1102726	0.2252548	0.9343805	0.0321381	0.2567647	0.3206473	0.5052771	1.0133010	0.3448201	0.5275975	0.8417412	0.0176453	0.1921192	0.9179934	0.8788342	0.7897582	0.2958565	0.2339707	0.6823802	1.0626348	0.3430534	0.7621937	0.4286303	0.3394368	0.6559413	0.0165138	0.6798485	0.4908302	0.9700978	0.1544370	0.8180071	0.7711084	0.0353892	0.1847149
1000	0.4947719	0.9425647	0.1966378	0.7840357	0.7560213	0.3865295	0.2492237	0.7289340	0.4719153	0.7871999	0.9404859	0.9134848	0.9747810	0.3093730	0.7324316	0.9506838	0.5053410	0.6793376	0.5063052	0.0389743	0.1175072	0.5686830	0.9796884	0.8189589	0.5255324	0.4298774	0.3242381	0.5287623	0.9189788	0.6122823	0.9538360	0.1419184	0.3579621	0.5708490	0.9232117	0.7293100	0.3953132	0.7575917	0.5955356	0.3523555	0.2740560	0.9319879	0.8893591	0.9881535	0.2953541	0.7109422	1.0531579	0.9954329	0.7866474	0.6211984	0.7804499	0.5908370	0.0012551	0.3789987	0.0734889	0.0282079	0.0354376	0.9388777	0.3315509	0.1605162	0.7469222	0.4979150	0.6578495	0.0028997	0.8477166	0.4760749	1.0019099	0.2164591	1.0297760	0.0573779	0.2594129	0.2898896	0.5487473	0.9845348	0.3383363	0.4901871	0.8194815	0.0118054	0.1957290	0.9903958	0.9805930	0.7942698	0.3042870	0.2568458	0.7286701	1.0438980	0.3629094	0.7020707	0.3870972	0.3975424	0.6340166	0.0104693	0.7339570	0.5639214	0.9088028	0.1906019	0.9365303	0.8240356	0.0265447	0.1691467

0	0.5090295	1.0243043	0.1785784	0.8008087	0.8734992	0.4580162	0.2677243	0.7053205	0.4614875	0.7168706	0.9117748	0.8779719	1.0096715	0.3344047	0.7372331	1.1159502	0.5743655	0.6242135	0.5506215	0.0269947	0.0915523	0.4962933	1.0069149	0.8011003	0.5115248	0.5013606	0.3344071	0.4865935	0.9529574	0.5909902	1.0221126	0.1752719	0.4063037	0.7399797	0.8048344	0.8649164	0.3773813	0.6680964	0.6981775	0.2807362	0.2763287	0.8695922	0.7662055	0.9605394	0.2478111	0.6415918	1.0101391	1.0106366	0.7463090	0.6498035	0.9103359	0.6309563	0.0004025	0.3225246	0.0483002	0.0189979	0.0511088	1.0034967	0.3635698	0.2279677	0.7269912	0.5816536	0.7311222	0.0001186	0.8515538	0.5099174	1.0170843	0.1796885	1.0550105	0.0424962	0.2223851	0.2516363	0.5219003	0.9878830	0.3839366	0.4911192	0.9612849	0.0077803	0.1563508	1.0705296	0.9863035	0.7264120	0.3170840	0.2138578	0.7519955	1.0117246	0.4260345	0.7783477	0.4278119	0.3737210	0.5569916	0.0150366	0.6874385	0.5100799	1.0085583	0.2508721	0.7956305	0.7990436	0.0606868	0.1775642
50	0.4774104	0.9991220	0.1907657	0.8169505	0.8207125	0.3996850	0.3409109	0.6630078	0.4051861	0.7693063	0.9913054	0.8743757	1.0773691	0.2993136	0.7752710	0.9243010	0.4987645	0.5763549	0.5204016	0.0366697	0.0937505	0.4666756	0.9557975	0.6785382	0.5933573	0.4788407	0.7186477	0.5021094	0.9399986	0.5937453	0.8538118	0.1369762	0.3975582	0.7853906	0.9561537	0.3311411	0.4226995	0.8663181	0.4525235	0.2709051	0.2271333	0.9523245	0.9347643	0.9759332	0.2538274	0.6845866	0.8529939	1.0772569	0.8004485	0.6063266	0.8785075	0.6114208	0.0015545	0.4223882	0.1032355	0.0128777	0.0585615	0.9122382	0.3789726	0.1547018	0.7862528	0.5979049	0.6883997	0.0000000	0.7427585	0.5345477	0.9255324	0.4851250	0.9756482	0.0244476	0.1495117	0.3545252	0.3786326	0.9748180	0.2009290	0.3490878	0.8619585	0.2872782	0.1527892	0.9383603	0.9240796	0.7339985	0.2993853	0.1028715	0.8894810	0.9760498	0.2834086	0.6933929	0.2581037	0.1749177	0.5103119	0.0364189	0.9057086	0.6017525	0.7450101	0.2706858	0.7930316	0.7421111	0.0738055	0.1624362
100	0.5011846	0.9898858	0.2156472	0.7660029	0.7256414	0.3616971	0.3739472	0.6939636	0.4873737	0.9342052	0.9649232	0.7833804	1.0290547	0.2992091	0.7080288	1.0062250	0.5223600	0.6280902	0.5288083	0.0356310	0.1202137	0.5453780	0.9347052	0.6795456	0.4889902	0.4757686	0.7532041	0.4991590	0.9515987	0.5347104	0.8535094	0.1226736	0.4063264	0.7484094	0.9904752	0.1871361	0.4046863	0.8335166	0.3270078	0.2769216	0.1985922	0.8610195	0.8760122	0.9913852	0.2366254	0.6533746	0.8931649	1.0448693	0.8088979	0.5672684	0.9777063	0.6574196	0.0002161	0.5195171	0.1459743	0.0156645	0.0646123	0.9417119	0.4014249	0.2044681	0.6893887	0.6085372	0.6698696	0.0003489	0.6051325	0.5616879	1.0725099	0.5651080	0.9850017	0.0217311	0.1153505	0.3715512	0.3116451	1.0753182	0.0808435	0.2451910	0.8261007	0.4110587	0.0954733	0.8980198	1.0266287	0.6744367	0.2283852	0.0646444	0.7412732	0.9953210	0.2139424	0.3762028	0.1734362	0.0915167	0.5179772	0.0489401	0.8305629	0.5559315	0.6563668	0.2573850	0.8101220	0.8234384	0.1805719	0.1614278
150	0.4749643	0.9728303	0.2003959	0.8128088	0.6862509	0.3780312	0.3253751	0.6190583	0.5098211	0.9331904	0.9941739	0.7665502	0.9898567	0.2826355	0.7405204	0.9896400	0.4662100	0.5934821	0.5568336	0.0398729	0.1368207	0.5210950	0.9414182	0.6250927	0.4627983	0.4513981	0.7664772	0.5206574	0.9478020	0.5320497	0.8769749	0.1094763	0.4132176	0.6715640	0.9823315	0.1740985	0.4249393	0.8070276	0.3741443	0.3016158	0.2602009	0.8938865	0.9009030	0.9902010	0.2751916	0.5881902	0.7821941	0.9883633	0.8431798	0.5422668	0.9817029	0.7130347	0.0000163	0.5961297	0.1321074	0.0311604	0.0508298	0.8397962	0.3415168	0.1282549	0.7332598	0.5578416	0.6933119	0.0000873	0.5969108	0.5989045	0.9712201	0.6011507	0.9752322	0.0233217	0.1307157	0.3840262	0.2769752	1.0814967	0.0744331	0.2639803	0.8279441	0.4148010	0.0858766	1.0060856	0.9035602	0.6577464	0.2443465	0.0407566	0.7027435	0.9115316	0.1900881	0.2684902	0.1105003	0.0750732	0.5706295	0.0776287	0.8414541	0.4907120	0.5454252	0.2841068	0.7792057	0.7299549	0.2429256	0.1697367
200	0.5559380	1.0712958	0.1750633	0.9109605	0.6713609	0.4239572	0.3087466	0.5574050	0.5691675	0.8834771	1.0290014	0.7826083	1.0270749	0.2626868	0.7887421	1.0031506	0.5062806	0.6047601	0.4904613	0.0356830	0.0918674	0.4954487	0.9538326	0.6427109	0.4202960	0.4672072	0.8074940	0.4558863	1.0173763	0.5369927	0.8284946	0.1358147	0.4701803	0.6442380	1.0258761	0.1864452	0.3750274	0.7849696	0.3468278	0.2980231	0.2332431	0.9299020	0.8663032	1.0546420	0.2532638	0.6648420	0.8124554	1.0046329	0.8096757	0.6263566	0.9297190	0.6552342	0.0002123	0.5315504	0.1131469	0.0224125	0.0365041	0.8020324	0.3581104	0.1586459	0.8279317	0.5536002	0.7446904	0.0000287	0.6382687	0.5876877	1.0207432	0.6520073	0.9508074	0.0252661	0.1404226	0.3953462	0.2840033	1.0239498	0.0778072	0.2907980	0.8773728	0.4243736	0.0757676	1.0719523	0.9022740	0.7457860	0.2432768	0.0429544	0.6067115	0.9612816	0.1762926	0.2936740	0.1192802	0.0853544	0.5050721	0.0585367	0.8572810	0.5379159	0.4984041	0.2443172	0.7955753	0.7526215	0.2081810	0.1783587
250	0.5450040	0.9565372	0.1592094	0.8987140	0.7531849	0.4558484	0.3318157	0.6406195	0.6032161	0.9150204	0.9342444	0.8719256	1.0569744	0.2963420	0.8222490	0.9907864	0.4787553	0.5850325	0.5098993	0.0279943	0.1150693	0.4863442	0.9704164	0.6719070	0.4699568	0.4485769	0.7363478	0.4256118	0.8986630	0.5522025	0.9647919	0.1422312	0.4897993	0.7238885	0.9937943	0.1705309	0.4295501	0.7960320	0.3334287	0.3666594	0.2374214	0.9016410	0.8060656	0.9749181	0.2549077	0.6489731	0.9156643	0.9812686	0.7978462	0.6009044	0.8937377	0.7196977	0.0000000	0.4478034	0.1296904	0.0238957	0.0462086	0.8453629	0.3523259	0.1450780	0.8125143	0.5023364	0.6771744	0.0000000	0.6301847	0.5690564	0.9904095	0.6611784	0.8975178	0.0333247	0.1606717	0.3147981	0.2209516	0.9979673	0.0650526	0.3031099	0.9011808	0.4828099	0.0776438	1.1085739	0.8696089	0.7733682	0.2550998	0.0402358	0.5691804	0.9360216	0.1677417	0.2725752	0.0835713	0.0809111	0.6355240	0.0614437	0.8868238	0.5185685	0.5102263	0.3313750	0.7889389	0.7820261	0.2350369	0.1921838
300	0.5080986	0.9612971	0.1836377	0.8670427	0.7594814	0.3840322	0.3483371	0.5677623	0.5688270	0.8340796	0.9930961	0.9310106	1.0146823	0.3342561	0.7508595	1.0642792	0.4415391	0.6055282	0.4606774	0.0271692	0.0975878	0.5182936	1.0060873	0.6633600	0.4755643	0.4667290	0.7349912	0.4774174	0.8978165	0.5253235	0.8795519	0.1381148	0.4430654	0.6248650	1.0055411	0.1722452	0.4087096	0.7632615	0.1918738	0.3199157	0.2261149	0.8484236	0.8131752	0.9644437	0.3017076	0.6854668	0.9230934	1.0040314	0.7830290	0.5358734	0.9025894	0.7659950	0.0019906	0.5227431	0.1119496	0.0317540	0.0455346	0.8977919	0.3422227	0.1327504	0.6679914	0.5208903	0.6777606	0.0000000	0.6352565	0.5026348	1.0674400	0.7224613	0.9962733	0.0204058	0.1564878	0.3146190	0.1931976	1.0075058	0.0685202	0.2523311	0.8147910	0.4391349	0.0875765	1.0140511	0.8049396	0.7473751	0.2746994	0.0391742	0.6466428	0.9734301	0.1571417	0.3136483	0.0993604	0.0916895	0.5077603	0.0510895	0.9089564	0.4726938	0.5210591	0.2808614	0.7836981	0.7513116	0.2267982	0.2071936
350	0.5640616	1.0124471	0.2464380	0.8130067	0.7402477	0.4433221	0.2912028	0.5606664	0.6197241	0.8916238	0.9486507	0.8782632	1.0868903	0.3425195	0.6983088	1.0234011	0.4440300	0.6983952	0.4534828	0.0309467	0.0960692	0.5324418	0.9533212	0.5915090	0.4658481	0.5512710	0.7428886	0.5386642	0.9609784	0.5291326	0.9468508	0.1417706	0.4806355	0.6212086	0.9294331	0.1690907	0.3163116	0.8539382	0.2139848	0.3190015	0.2318931	0.9429073	0.8914250	0.9581905	0.3125555	0.6427336	0.9061012	0.9886210	0.7604161	0.6148424	0.8609493	0.6980758	0.0000000	0.5461388	0.1431806	0.0531223	0.0406379	0.8837420	0.3679803	0.1230897	0.7493049	0.5433309	0.6751693	0.0005960	0.6203590	0.5238515	0.9095151	0.7399520	1.0159962	0.0321363	0.1735837	0.3289227	0.1726912	1.0299495	0.0382262	0.3125193	0.8076974	0.4375572	0.0985493	1.0225567	0.8545340	0.7270278	0.2843245	0.0531239	0.6778775	1.0025688	0.1471722	0.2767740	0.1040997	0.0583595	0.5724487	0.0480366	0.8190741	0.5335817	0.5003514	0.1897832	0.7015648	0.7751858	0.2015526	0.2235505
