Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G68A	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
300	0.2421400	0.2250040	0.2184030	0.0924268	0.5405558	0.7395543	0.8545594	0.2684125	0.9644963	0.0465050	0.5308570	0.3160341	0.4526830	0.3423694	0.4088833	0.8385932	0.8269818	0.6220572	0.5380509	0.5267317	0.1540014	0.1932192	0.1167399	0.4628243	0.9494680	0.2442539	0.6102486	0.5550224	0.8997545	0.7581826	0.6202618	0.1783787	1.0570328	0.0440769	0.8659854	0.2228899	0.7187584	0.7823530	0.1479428	0.8335551	0.6541311	0.1967726	0.3819179	0.8238431	0.8679966	0.6193473	0.5070924	0.9800678	0.0644400	0.2274251	0.5924231	0.0297568	1.0017426	1.0011623	0.4642223	0.3009770	0.0929983	0.9030028	0.4682530	0.7525719	0.3253674	0.5734030	0.0382739	0.6408947	0.1157232	0.5331200	0.9667656	0.8762287	0.9349655	0.6197781	0.5988511	0.0129523	0.0133546	0.0535308	0.6092736	0.6103701	0.4682892	0.2820533	0.5374041	0.8806218	0.0460885	0.7752750	0.8030435	0.5702927	0.4467227	0.1555009	0.4760070	0.6487532	0.2592082	0.2037816	0.8368129	0.4868294	0.0850464	0.9350369	0.8614483	0.7886604	0.8345142	0.0128018	1.1467435	0.6488787
350	0.3067719	0.1669512	0.2594058	0.0769623	0.6469721	0.7465638	0.7578357	0.2702553	0.9826965	0.0536759	0.4083125	0.2470711	0.3760033	0.3056214	0.5739724	0.9234262	0.8734372	0.5661326	0.5785711	0.7050959	0.1140015	0.1495554	0.0886873	0.4670187	0.9446595	0.2968297	0.6826250	0.4866832	0.9466655	0.7532911	0.6676736	0.1776888	1.0037317	0.0284489	0.8488570	0.2472205	0.6041102	0.7908593	0.1133767	0.8362764	0.5781420	0.1078465	0.3916877	0.8666768	0.8669589	0.5704650	0.3927222	0.9581192	0.0535710	0.2679333	0.5882087	0.0153808	0.9864619	0.9887370	0.5255895	0.3096443	0.1416832	0.8930008	0.5719170	0.7164472	0.3067681	0.6391234	0.0383878	0.5749304	0.1430548	0.5073237	0.9971055	0.9454226	0.9261655	0.5848061	0.5113477	0.0012057	0.0085454	0.0419778	0.5653028	0.5494693	0.5559871	0.2924863	0.5167171	0.8774987	0.0361416	0.7902395	0.8353451	0.5004118	0.3937234	0.1601708	0.4144034	0.6224236	0.3203894	0.1455161	0.8329428	0.4524203	0.0853956	0.9785808	0.9153550	0.7549150	0.7997997	0.0110783	1.1225044	0.6389046
400	0.3105683	0.1336853	0.2727198	0.0614710	0.5952030	0.6531106	0.7750347	0.2217367	0.9430022	0.0508406	0.3578585	0.2627129	0.4261842	0.2903222	0.6274044	1.0292634	0.8272870	0.6791171	0.5884572	0.8131543	0.0851577	0.2375782	0.0996453	0.4470346	1.0231097	0.3066566	0.7283466	0.5176362	0.9576879	0.7149435	0.7162076	0.1651534	1.0353551	0.0196329	0.9492420	0.2597462	0.6348503	0.8065244	0.1421117	0.9469999	0.7138530	0.0797296	0.4589957	0.8197252	0.9155998	0.6322607	0.4375084	0.9913660	0.0355778	0.2834744	0.5529386	0.0172252	0.9290639	0.9214514	0.6694103	0.3308098	0.1434329	0.9749475	0.6104641	0.7567906	0.3147206	0.6566818	0.0830928	0.6113721	0.1005311	0.4930076	0.9153750	0.9723947	0.8860875	0.5757906	0.4675708	0.0252057	0.0071521	0.1132139	0.5867351	0.5022685	0.4536868	0.2627079	0.5950942	0.8987409	0.0347148	0.8670140	0.7881781	0.5642019	0.3541590	0.1554066	0.3797818	0.6476574	0.2537954	0.1336301	0.8092069	0.4814989	0.0641086	1.0748749	0.8739576	0.6966477	0.8813525	0.0062715	0.9799931	0.6726959
450	0.4109964	0.1652355	0.3289180	0.0705594	0.5146087	0.6692485	0.7637496	0.2344911	0.9528542	0.0446394	0.3825232	0.3108350	0.4875857	0.2136467	0.8116713	0.9497720	0.7212900	0.6753790	0.5681427	0.8647093	0.1407584	0.2441946	0.1021357	0.4377227	1.0088110	0.3370458	0.7255999	0.5771021	0.9999127	0.7356906	0.6990923	0.1425367	1.0447804	0.0201977	0.8704668	0.3298431	0.6386662	0.8082301	0.1123129	0.9739275	0.6724342	0.1114184	0.3977761	0.8050367	0.9194000	0.5880315	0.3628166	0.9242877	0.0541815	0.3035633	0.4936795	0.0282279	0.8794249	0.8680521	0.6652519	0.3800747	0.0898439	1.0055512	0.6081808	0.7392271	0.3810701	0.7716830	0.0809824	0.5869465	0.1336466	0.4134295	0.8237300	0.9481571	0.8196804	0.5468346	0.4737486	0.0080835	0.0021295	0.1258672	0.5012364	0.5041522	0.3732219	0.1902793	0.5252353	0.8326146	0.0218022	0.9106110	0.6665153	0.5756801	0.3674359	0.1582532	0.3773962	0.6767038	0.2456330	0.1133109	0.8478239	0.4853256	0.0611050	0.9474568	0.7989556	0.6848112	0.8299164	0.0197267	0.9842924	0.5968161
500	0.3724013	0.1370864	0.3455437	0.0898264	0.5225908	0.6770624	0.6747914	0.2422862	0.9750923	0.0402107	0.4294502	0.2328117	0.5556681	0.1685124	0.8574521	0.9491987	0.6826280	0.7271127	0.5780128	0.8850277	0.1634433	0.2525457	0.1642430	0.4079854	0.9661338	0.3384600	0.6551230	0.5798905	0.9600397	0.7060590	0.7326869	0.1619016	1.0406626	0.0239233	0.8604493	0.3267285	0.6661419	0.8536433	0.1515108	0.9219520	0.6528292	0.0814206	0.3857157	0.8342205	0.9968536	0.5932839	0.3151138	1.0131065	0.0551305	0.3312231	0.5595618	0.0192619	0.9910950	0.8643232	0.6487774	0.4777554	0.1028133	1.0088797	0.7019570	0.6766472	0.3705798	0.7356609	0.0798351	0.6137245	0.1356579	0.4085162	0.9059938	0.8543336	0.8726338	0.4735916	0.4006843	0.0143632	0.0182798	0.1517176	0.5355453	0.4987720	0.4557146	0.1618514	0.5562010	0.8512255	0.0102454	0.9467766	0.6110944	0.5326104	0.4576629	0.1399392	0.4413147	0.6851006	0.2148903	0.1606074	0.8619557	0.4058031	0.0446799	0.9969832	0.8729214	0.7017654	0.8332742	0.0073895	1.0874076	0.5491961
550	0.3653086	0.1104142	0.3903641	0.2290727	0.4458358	0.6661092	0.3932412	0.2736955	0.9970578	0.0277883	0.3952862	0.2782983	0.6341905	0.3904551	0.8751505	0.9756506	0.5702494	0.7433899	0.2317073	0.9525120	0.1564225	0.2824900	0.1493874	0.3268897	1.0086912	0.5108010	0.7544071	0.5385584	0.9706583	0.7414271	0.8201018	0.1668100	1.0795055	0.0330973	0.8580547	0.2787014	0.7377143	0.7492531	0.1663118	0.9481441	0.4305973	0.0842854	0.3901228	0.6538081	0.9142437	0.5494437	0.2529545	0.9605912	0.2665240	0.3252050	0.5796676	0.0114536	1.0132019	0.8450810	0.6953885	0.5021036	0.0894205	0.8627101	0.6530470	0.8267293	0.3160039	0.7755695	0.0463124	0.7086242	0.1362108	0.3796384	0.9085310	0.8355420	1.0211068	0.3677026	0.4383443	0.0372520	0.0249608	0.2114331	0.5241280	0.5443176	0.4572158	0.1466958	0.5534665	0.9014684	0.0442638	0.9114602	0.4512465	0.5328106	0.4460018	0.1534341	0.4285898	0.6447065	0.3787398	0.2160922	0.8017317	0.3652517	0.0327956	1.0272699	0.9081989	0.6821268	0.7732139	0.0054072	0.9978476	0.6150097
600	0.4524014	0.1336012	0.3971754	0.3580181	0.3769087	0.5892665	0.1467280	0.3660961	0.9008962	0.0176872	0.4293319	0.2250101	0.5592443	0.4285096	0.8216395	1.0422884	0.7802206	0.6724220	0.0961739	0.8848929	0.1971675	0.2105267	0.2621254	0.2823788	1.0036352	0.6395493	0.7151829	0.5673318	0.9257078	0.7581097	0.6606180	0.1300611	0.9826577	0.0200872	0.7225210	0.2295090	0.7316914	0.6013085	0.1846949	0.9391799	0.1942699	0.0611578	0.5338139	0.4236763	0.7300397	0.4393832	0.2113331	1.0101115	0.3297587	0.2919760	0.6426384	0.0270231	0.9707431	0.8398825	0.7111150	0.6607967	0.1007434	0.9178340	0.6787239	0.7842551	0.3055997	0.6754564	0.0438070	0.6091802	0.1317138	0.4841011	0.9868561	0.9157466	1.0010308	0.1594510	0.5099735	0.0937080	0.1084711	0.2547141	0.4904230	0.4986500	0.3950215	0.1483155	0.7022346	0.9466251	0.0887707	0.9102507	0.2977359	0.5517329	0.4532637	0.0938768	0.6108521	0.6552707	0.5162420	0.2456166	0.7247166	0.3558737	0.0242124	0.9862572	0.7796053	0.7290174	0.6588747	0.0000000	0.8681569	0.6724458
650	0.6220147	0.1516333	0.4275858	0.4322674	0.3715851	0.3623948	0.0550092	0.4630385	0.8443835	0.0413848	0.2952330	0.2376130	0.4304311	0.4728704	0.9043807	0.9171996	0.8240695	0.6022043	0.0996456	0.8545112	0.2199951	0.2511753	0.2877837	0.3567558	1.0471050	0.6670750	0.7484712	0.5949478	0.8674424	0.7676702	0.6511379	0.2032497	0.9904536	0.0093296	0.5346031	0.2120720	0.8989031	0.5390187	0.2293355	1.0142371	0.0693238	0.1039667	0.5906444	0.4297430	0.6098668	0.5435254	0.2456644	1.1119246	0.4765196	0.2359556	0.6105852	0.0320742	0.9552008	0.8675237	0.6207836	0.7319936	0.1312183	0.8762420	0.6191927	0.7754902	0.4415404	0.5821396	0.0157242	0.5441155	0.1081849	0.5274344	0.9412638	0.8492839	1.0042938	0.0733418	0.5668166	0.1267633	0.1780852	0.3474583	0.5316845	0.4604053	0.5170711	0.1267154	0.8300710	0.9034725	0.1340808	0.9333136	0.2811089	0.5009092	0.4736963	0.1114213	0.7500366	0.7336432	0.6642237	0.3036650	0.6739578	0.3522777	0.0476716	1.0780239	0.7110926	0.6669623	0.6260571	0.0038168	0.6727791	0.6474595
700	0.6851708	0.1715260	0.3089635	0.3618675	0.3307876	0.2314557	0.0429824	0.5510558	0.8818825	0.0521549	0.3915530	0.2188246	0.3227577	0.4895448	0.8891319	0.9031685	0.7366170	0.5312929	0.0814889	0.8995626	0.2073399	0.2539642	0.2359981	0.4100834	0.9129142	0.8576942	0.6746605	0.5738662	1.0006968	0.8294126	0.6217761	0.1925766	0.8847825	0.0008782	0.4410653	0.1692336	0.8304048	0.5231640	0.2307265	0.9099029	0.0528779	0.1792720	0.7507018	0.2716428	0.5386561	0.5524600	0.2130075	0.9786940	0.5382067	0.2226285	0.5441862	0.0287035	0.9270531	0.8838402	0.5215922	0.7294593	0.1064319	0.9025065	0.5562791	0.7395306	0.4104162	0.5630984	0.0104570	0.4960886	0.1485975	0.5385473	0.9421871	0.8622739	0.9394629	0.0603144	0.6215457	0.1835932	0.1736300	0.3723961	0.5380205	0.4536457	0.5925297	0.1218716	0.8405647	0.8699146	0.1541112	0.8820997	0.3022201	0.5403709	0.4119020	0.1087021	0.8058712	0.6996941	0.6449209	0.3414535	0.6972527	0.2459414	0.0797573	0.9713297	0.6531880	0.6684707	0.6343960	0.0165647	0.3847358	0.7411453
750	0.7033020	0.1600918	0.2792083	0.3945762	0.2855225	0.1562940	0.0356515	0.5410208	0.9877900	0.0593682	0.3644487	0.2532617	0.2892018	0.5332971	0.7775652	0.9478611	0.8535918	0.5243204	0.0956628	0.8655612	0.2361533	0.2174664	0.1710964	0.3417103	1.0146650	0.9617793	0.4824153	0.4657958	1.0366678	0.7466378	0.5948800	0.2048860	0.9708509	0.0145845	0.3405356	0.1970654	0.9262276	0.4374013	0.1926623	0.8359719	0.0513250	0.2548860	0.8700290	0.2289141	0.6270897	0.5051952	0.2657560	0.9570044	0.6123781	0.1893657	0.5515439	0.0182104	0.9167148	0.9624139	0.5179208	0.8876282	0.1040529	0.8477946	0.5556501	0.5597743	0.4289758	0.5402551	0.0037661	0.4544128	0.1656098	0.5489372	1.0080645	0.8209128	0.9886537	0.0781509	0.5532344	0.1951945	0.1517504	0.3928192	0.4619262	0.4746945	0.7101827	0.1019951	0.8310668	0.8077481	0.1867695	0.8790446	0.3342407	0.5817212	0.4058241	0.1827554	0.7260182	0.7916945	0.7140035	0.4072863	0.6545258	0.2744196	0.1033961	0.9267720	0.6127706	0.6126574	0.5903981	0.0111578	0.2923414	0.7479828
800	0.6555877	0.2145736	0.2606996	0.4132723	0.2972480	0.1383240	0.0174024	0.5597411	0.9288238	0.0558987	0.3334631	0.2693457	0.2289357	0.5522944	0.6380467	1.0038024	0.8965056	0.5210677	0.0947486	0.8889973	0.1865911	0.1950277	0.1750640	0.3297398	0.9910840	0.9091809	0.3950028	0.4796266	0.9722375	0.6188790	0.5867986	0.1597739	1.0551432	0.0433018	0.3106895	0.1647092	0.9803508	0.4193624	0.1883362	0.9107392	0.0702940	0.3961788	0.8444470	0.2349964	0.6172125	0.4931063	0.2174414	1.0410287	0.6516686	0.1396509	0.6192144	0.0167751	0.9310238	0.9068307	0.4405963	0.7633044	0.0929086	0.7813172	0.4558288	0.5319713	0.4359960	0.5340500	0.0043576	0.4544677	0.2190415	0.5193318	1.1080210	0.8601517	1.0322807	0.0579121	0.6089724	0.2149865	0.1929104	0.3564307	0.4249805	0.4714953	0.7997816	0.0935395	0.9793636	0.8727682	0.2038421	0.9812754	0.3121017	0.6202738	0.4159901	0.1507978	0.7838201	0.8774266	0.7045206	0.3734509	0.5831880	0.2949083	0.1080773	0.9761144	0.5934496	0.5738203	0.5844129	0.0017639	0.2049402	0.7020708
850	0.5557386	0.2086271	0.2154271	0.3733966	0.3193815	0.1118650	0.0080358	0.5367413	0.9668305	0.0574546	0.3354565	0.2651395	0.1352894	0.6615286	0.4759421	1.0629838	0.8702773	0.4722693	0.1158923	0.8610345	0.1556984	0.2577819	0.2139999	0.4500860	0.9620077	0.9366448	0.3951465	0.5007408	0.9616627	0.6816329	0.7160819	0.2277420	1.0744966	0.0730776	0.3325004	0.1607713	0.9764902	0.4608635	0.1613410	0.8126800	0.0656311	0.4181093	0.8972007	0.1932898	0.6487244	0.5050557	0.2005278	1.0707513	0.6613384	0.1427439	0.6250374	0.0082455	0.9842542	0.9874443	0.4272109	0.7566698	0.0470829	0.9000406	0.4533348	0.4913118	0.3964705	0.5457634	0.0074022	0.4958876	0.2050729	0.4936008	1.0875575	0.9419263	0.8988199	0.0748047	0.6814830	0.2429026	0.1990686	0.4325456	0.3586923	0.5197422	0.7630801	0.0964090	1.0777931	0.9626719	0.2352411	0.9296836	0.3116769	0.6027406	0.2468589	0.1798274	0.7026562	0.8591360	0.8024326	0.3685143	0.6083073	0.3296115	0.1635817	1.0442302	0.4834296	0.6105770	0.5395938	0.0043074	0.1698413	0.7027988
900	0.3978554	0.2234299	0.1310113	0.4695488	0.3065558	0.1341479	0.0182490	0.5308804	0.9377826	0.0531905	0.4038502	0.3391932	0.0852905	0.8761228	0.3205964	1.0575799	0.8499261	0.5073502	0.1435362	0.8064002	0.2437512	0.3032684	0.1752804	0.4263752	0.9338104	0.9216628	0.4520136	0.6019869	0.9851671	0.5898249	0.6772557	0.3163258	1.0950303	0.0877074	0.3926352	0.1532402	1.0313285	0.4562653	0.1564103	0.7744825	0.1445947	0.4706053	0.9650294	0.2576728	0.6436854	0.4175241	0.2063661	1.0153998	0.6382846	0.1333349	0.5983820	0.0186269	0.9910088	1.0225847	0.3920976	0.7499164	0.0930584	0.8810291	0.5274713	0.4579279	0.3281595	0.5262416	0.0035831	0.3653127	0.1785630	0.5491062	1.0269927	0.8221804	0.8517204	0.1219930	0.6784665	0.2192882	0.1790563	0.5140729	0.4064040	0.4898301	0.7420696	0.1119768	0.9476450	0.8885144	0.2277770	0.8765818	0.4119575	0.5699601	0.1980351	0.1703837	0.5932473	0.9417905	0.6987211	0.3282863	0.6634038	0.3254852	0.1528877	0.9328287	0.5460618	0.6369456	0.5659695	0.0090008	0.1650866	0.6099068
950	0.2647525	0.3945066	0.0803513	0.4966329	0.2891252	0.1920041	0.0308810	0.5267787	0.9495918	0.0405773	0.4249359	0.4471111	0.0542115	0.8916003	0.2008381	0.8597770	0.9218349	0.4428077	0.1572679	0.7243721	0.3386278	0.3676236	0.1227718	0.4638386	0.9835023	0.8868611	0.5215141	0.4859963	0.9779720	0.5739566	0.6181310	0.2730285	1.0521916	0.1169265	0.3250119	0.1945958	0.9262736	0.5318334	0.1415570	0.8099320	0.1755630	0.5649339	0.9024008	0.2594822	0.6695065	0.4529952	0.2276394	0.9948980	0.5794675	0.1303516	0.6359259	0.0176561	1.0395767	0.8336510	0.4304039	0.8818540	0.0788688	0.8407450	0.5237363	0.5327075	0.3501458	0.4831168	0.0048214	0.3312138	0.1846750	0.5617770	0.9662391	0.6459826	0.9040759	0.2044177	0.6882968	0.2087708	0.1996592	0.4993696	0.3558347	0.5019395	0.8235796	0.1146776	0.9655271	0.8799279	0.2657333	0.9012029	0.3785052	0.5905053	0.1963218	0.2386431	0.5130076	1.0680000	0.7543474	0.3766442	0.7163051	0.2677207	0.1172301	0.8350361	0.5405307	0.5730042	0.6214975	0.0110746	0.3010923	0.6681157
1000	0.1128163	0.4393023	0.0706758	0.5354777	0.3294015	0.2436963	0.0269225	0.5119039	0.9677426	0.0591477	0.4293470	0.5467810	0.0295110	1.0329407	0.0999909	0.8483776	0.7928565	0.3629675	0.1240387	0.5787749	0.4509596	0.2552018	0.1063928	0.4584001	0.9546135	0.7320513	0.6073471	0.4841778	0.8732631	0.6885590	0.5657644	0.2796588	0.9972417	0.1706379	0.3354214	0.1806676	0.8545967	0.4879335	0.1186247	0.7710864	0.1647191	0.5764931	0.9223245	0.2894677	0.6430474	0.4667864	0.3726291	1.0456642	0.6594532	0.1374916	0.6023969	0.0200028	1.0573853	0.9566498	0.3354244	0.8825295	0.0786414	0.8049334	0.4525887	0.4900200	0.3804379	0.5048317	0.0393894	0.2780359	0.1932831	0.5866781	0.9334409	0.5979964	0.9283909	0.3638279	0.6668176	0.2209299	0.2701373	0.4451283	0.3951319	0.4793423	0.8257511	0.1328515	0.9432140	0.8505385	0.2985286	0.7617338	0.3525777	0.5931416	0.2037875	0.2394338	0.4426633	0.8617612	0.7488915	0.3817548	0.6851364	0.2302814	0.1568458	0.9656171	0.6336381	0.5490448	0.6104155	0.0045958	0.4208079	0.6880684

0	0.0054912	0.7447631	0.0642527	0.8210472	0.2921471	0.5880082	0.0225722	0.4838091	0.9656195	0.0443711	0.4306447	0.6975475	0.0147112	0.9749427	0.0282003	0.6737723	0.9913921	0.1651804	0.1197632	0.5242371	0.0067494	0.0365355	0.1255950	0.4302496	1.1112670	0.2854071	0.6175497	0.6031904	0.8850846	0.6937330	0.7099076	0.2045984	0.9118438	0.0563209	0.7272756	0.2074722	0.9455934	0.5184240	0.1652896	0.9267332	0.2747902	0.6682682	1.0442520	0.2641483	0.6140724	0.4728385	0.6302928	1.0226727	0.6634131	0.2133879	0.4887097	0.0381828	0.7228903	0.9853291	0.5485595	0.1062818	0.0613356	0.5268821	0.4588654	0.2251687	0.2840861	0.4368842	0.0884648	0.1875157	0.2120565	0.5545848	0.8928975	0.9052471	0.9261154	0.5926021	0.7848168	0.1676130	0.2934991	0.2870831	0.6595986	0.5726836	0.5456937	0.5306169	0.8687033	0.9647560	0.4905623	0.4923850	0.3680029	0.5405728	0.3727826	0.2236655	0.6425572	0.9691270	0.6764887	0.4389795	0.7060530	0.3463237	0.2803171	0.9766520	0.7972715	0.5442647	0.5465106	0.0032703	0.5090797	0.4472386
50	0.0218108	0.6490958	0.0473098	0.8214705	0.2888366	0.4677445	0.3298413	0.5269058	0.9770868	0.0581442	0.4333618	0.6927969	0.0192444	0.9133407	0.0258927	0.7093968	0.8454198	0.3576111	0.1066473	0.4826133	0.0104989	0.0259281	0.1191791	0.5731771	0.9497671	0.2032454	0.7238658	0.5845005	0.9892572	0.8343598	0.6023656	0.1740358	0.9745480	0.2389947	0.7981664	0.1216357	1.0064504	0.4267926	0.0890102	0.9382931	0.2175760	0.7082058	0.7679730	0.2204012	0.7318463	0.5115175	0.5970948	0.9930857	0.6488402	0.1671962	0.5896613	0.0948490	0.6122678	1.0435435	0.4784823	0.1781274	0.1206399	0.5084083	0.3327243	0.3254806	0.3224134	0.3792295	0.0230761	0.2528575	0.1979685	0.6086334	0.8848281	0.7940371	0.9148644	0.4575244	0.8032310	0.0952740	0.3097814	0.2154263	0.7205380	0.4975217	0.4249523	0.5508718	0.8342765	0.9183216	0.5341442	0.4746546	0.3040513	0.6034387	0.5555531	0.3439734	0.6418495	0.8078597	0.6810538	0.4027073	0.8519606	0.4031709	0.2192674	0.9771512	0.9236491	0.6741768	0.7455827	0.0069615	0.5348884	0.2856689
100	0.0055012	0.6920083	0.0436832	0.8444654	0.2990304	0.4787143	0.6421815	0.5138208	0.9201002	0.0393413	0.3658896	0.7092006	0.0151392	0.9004155	0.0406703	0.7099082	0.8320847	0.4109601	0.1196812	0.5240794	0.0045460	0.0401933	0.1195855	0.5060970	1.0138990	0.2153372	0.7158895	0.5792988	0.9806801	0.9979634	0.5275906	0.1977073	0.9676516	0.3718514	0.7069175	0.0733236	1.1084034	0.4569610	0.1547029	0.9313624	0.3228350	0.8060032	0.5691483	0.2305856	0.7203754	0.4732061	0.6009922	1.0604816	0.5954760	0.1791830	0.5371805	0.1184644	0.4958722	1.0204349	0.5140593	0.1694137	0.2530128	0.5878421	0.2706182	0.2291677	0.3281289	0.4357747	0.0219426	0.3159911	0.1805446	0.5868997	0.8598343	0.7663473	0.8925059	0.5115159	0.8023451	0.0593784	0.3928514	0.2356118	0.6684695	0.4945270	0.4616503	0.5937637	0.7440404	0.9221023	0.4407518	0.5739922	0.3569714	0.6774518	0.6534644	0.2704910	0.4574065	0.7276219	0.8816552	0.4791231	0.9288180	0.3633604	0.1012328	0.9318828	0.8617435	0.8334430	0.6859740	0.0013514	0.4044626	0.2710899
150	0.0128679	0.6739325	0.0566958	0.8277066	0.2527234	0.5965356	0.6749440	0.5741141	0.8772369	0.0376687	0.4109958	0.7546783	0.0155767	0.9704023	0.0185887	0.7135647	0.7101876	0.4583061	0.1276690	0.4971529	0.0048909	0.0480485	0.1254891	0.5051750	0.9928206	0.2633374	0.6579970	0.5517622	0.9358166	0.9601669	0.5262118	0.2261672	0.9535128	0.3475984	0.7699090	0.0333436	0.9319398	0.4174799	0.1074931	0.9322275	0.3713148	0.6446262	0.4751242	0.2663692	0.6564379	0.4280349	0.6266825	0.9795713	0.6330735	0.1471390	0.5612012	0.1588623	0.4532608	1.0170873	0.4980441	0.1319243	0.2444181	0.6744428	0.2161546	0.2588950	0.3296237	0.4164738	0.0099267	0.4642700	0.1645383	0.5864522	0.8966822	0.7113614	0.8806772	0.6027086	0.7522310	0.0474040	0.4181652	0.2735962	0.6670041	0.4165529	0.4680897	0.5478318	0.7643190	0.8910798	0.3388677	0.5349426	0.4317423	0.6825888	0.8003447	0.2701072	0.4107198	0.5754657	0.8689440	0.4491177	0.9830003	0.3806213	0.0761083	0.8675557	0.8363512	1.0646377	0.7204055	0.0025750	0.5585525	0.2833792
200	0.0147542	0.6639453	0.0576253	0.9029452	0.3427101	0.6064591	0.7159280	0.5370253	0.8861698	0.0240150	0.4087825	0.8013223	0.0193589	1.0264643	0.0295725	0.5943383	0.8583639	0.4877698	0.1266149	0.5410671	0.0028310	0.0424192	0.1064998	0.3861397	0.9326829	0.2749354	0.6418706	0.5709167	0.9872676	0.9657770	0.5736524	0.2109093	0.9364299	0.3069835	0.8021579	0.0330245	1.1469973	0.4306331	0.1628502	0.9127275	0.3658722	0.6731076	0.4641143	0.2546335	0.5820934	0.4071095	0.6623670	0.9778797	0.6790141	0.1909985	0.5840449	0.1220911	0.5371121	1.0571306	0.4747624	0.1177807	0.2731365	0.7915609	0.1650206	0.2892514	0.3491810	0.4183835	0.0225500	0.4516529	0.1705714	0.5976121	0.9137943	0.7375236	0.8528049	0.5592004	0.7862138	0.0247805	0.5083014	0.2279576	0.5986339	0.4341849	0.4252928	0.5924683	0.8280167	0.9082084	0.2742452	0.5387601	0.4732422	0.6382387	0.7443368	0.2247183	0.3774536	0.3916397	0.8513290	0.4326642	0.9740570	0.3400415	0.0259288	0.7532551	0.8191541	0.9816518	0.6714272	0.0014798	0.6155642	0.2837666
250	0.0083702	0.6446583	0.0792142	0.8445133	0.2852813	0.5011283	0.6939421	0.4978430	1.0012345	0.0362543	0.3125971	0.7909291	0.0169649	1.0484965	0.0363301	0.6136248	0.8616761	0.4727234	0.1225544	0.5651812	0.0047336	0.0467028	0.1530004	0.5482832	0.9718617	0.2714823	0.6253568	0.5137020	0.9130303	1.0264739	0.6110427	0.1636087	0.9547483	0.3498299	0.9634160	0.0293881	0.9947600	0.5052530	0.1470325	0.9317768	0.3015402	0.7149639	0.4125165	0.2842184	0.5919549	0.4778104	0.5772596	0.9542730	0.6759898	0.2079654	0.5977452	0.1263672	0.4802628	1.0535166	0.5350848	0.1626226	0.3580695	0.8026365	0.1766476	0.3334903	0.3362242	0.3882173	0.0257534	0.3883596	0.2213719	0.5956877	0.9903559	0.6002391	0.8059179	0.4645463	0.7870998	0.0153065	0.4615329	0.1995327	0.5794229	0.3876023	0.4959438	0.5989108	0.9215641	0.9000972	0.2734427	0.5351549	0.4904133	0.6188247	0.8388310	0.1978104	0.3688282	0.3748618	0.8789341	0.4139620	0.9217729	0.3192544	0.0344455	0.8698573	0.8433493	0.9059988	0.7658460	0.0032558	0.5712709	0.2625932
300	0.0058499	0.6182186	0.0764785	0.8553545	0.2890230	0.5712429	0.7705449	0.5441233	0.9968862	0.0592348	0.3626104	0.7728452	0.0155866	1.0436474	0.0499501	0.7125597	0.8227333	0.4555781	0.1115093	0.5444310	0.0020009	0.0344315	0.1331643	0.5597275	0.9516778	0.2472197	0.6394167	0.5966096	0.9361457	1.0530697	0.6734016	0.1537536	0.8981794	0.3561396	0.9580994	0.0199390	0.9837199	0.5169344	0.1648043	0.8525730	0.3053960	0.7559103	0.4071395	0.2775678	0.6584380	0.4487312	0.5028596	1.0145718	0.5865326	0.2020625	0.5707399	0.1163305	0.4779424	1.1349720	0.5834318	0.1799970	0.3367694	0.8297418	0.1365991	0.2994175	0.3234851	0.3601094	0.0194231	0.3873810	0.1443107	0.6043726	0.8890439	0.6623348	0.8281060	0.3762263	0.7840087	0.0085957	0.4881253	0.1295245	0.5565619	0.4117076	0.2795827	0.5653028	0.8474086	0.7982313	0.2168561	0.4794158	0.5061796	0.6292279	0.8125952	0.2839464	0.4224795	0.3927154	0.9465518	0.4274609	0.9026080	0.3364695	0.0405290	0.8277068	0.8480640	0.9409906	0.8105136	0.0131981	0.5646836	0.3189495
