Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G73A	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
900	0.5291842	0.4934963	0.9508545	0.3612982	0.5088804	0.1981036	0.2284035	0.4258608	0.7779859	0.5319262	1.0000000	0.2420474	0.8750595	0.0600602	0.0817973	0.9999914	0.1005213	0.0441210	0.1369079	0.0218244	0.1373746	0.9999770	0.4536369	0.8822447	0.0994042	0.0922655	0.2041310	0.0168131	0.0642666	0.0725839	0.0635942	0.0126824	0.8980761	0.0617624	0.5752697	0.9384632	0.9492483	0.0662812	0.1115353	0.3460965	0.7854101	0.6241512	0.3891669	0.9499981	0.0170962	0.1129497	0.9409908	0.5906115	0.5656323	0.4187270	0.9972251	0.3997260	0.8930410	0.5477536	0.0007123	0.2732598	0.0003637	0.1076504	0.7466672	0.2601669	0.0343260	0.4054991	0.0345830	0.0155357	0.4593904	0.3530229	0.9856317	0.1562319	0.8452278	0.2582146	0.0011209	0.1131981	0.4544424	0.3207404	0.3163600	0.5169074	0.4016889	0.5725800	0.6803047	0.0039210	0.5168042	0.7576872	0.7429891	0.8522534	0.9541571	0.2608499	0.9067775	0.5595023	0.8402370	0.7612304	0.6986222	0.0542434	0.9816488	0.0091772	0.6478098	0.7893577	0.9668442	0.5234890	0.8898108	0.2118081
950	0.5141759	0.4975344	0.9621320	0.3613067	0.5076053	0.1980905	0.2368654	0.4331409	0.7676534	0.5329415	1.0000000	0.2449702	0.8728960	0.0595935	0.0810249	0.9999946	0.1005328	0.0441181	0.1369062	0.0218259	0.1373501	0.9999770	0.4537351	0.8820662	0.0994043	0.0922659	0.2041351	0.0168091	0.0642509	0.0718387	0.0635208	0.0122907	0.8979316	0.0618050	0.5764344	0.9408004	0.9510262	0.0675798	0.1114893	0.3460543	0.7859909	0.6247460	0.3893314	0.9481011	0.0172135	0.1142035	0.9410283	0.5919110	0.5661080	0.4187245	0.9971794	0.3871545	0.8937355	0.5430712	0.0006352	0.2806381	0.0003863	0.1059741	0.7469939	0.2600274	0.0335933	0.4066032	0.0371685	0.0153662	0.4593331	0.3593440	0.9846044	0.1589406	0.8511769	0.2400366	0.0011427	0.1138876	0.4542182	0.3204512	0.3137561	0.5218168	0.4028095	0.5722008	0.6803050	0.0039156	0.5168341	0.7583497	0.7430286	0.8565062	0.9538727	0.2753047	0.9088160	0.5627376	0.8403282	0.7714945	0.7013325	0.0541717	0.9831288	0.0087990	0.6476591	0.7940870	0.9666177	0.5254121	0.8893500	0.2188203
1000	0.5066552	0.4989137	0.9669317	0.3613109	0.5063751	0.1980847	0.2423393	0.4395550	0.7615931	0.5330908	1.0000000	0.2464279	0.8711376	0.0592348	0.0806454	0.9999954	0.1005383	0.0441168	0.1369070	0.0218267	0.1373418	0.9999770	0.4538314	0.8819209	0.0994045	0.0922666	0.2041395	0.0168075	0.0642466	0.0714485	0.0635113	0.0119767	0.8978751	0.0618308	0.5772649	0.9421874	0.9518370	0.0681675	0.1113110	0.3460251	0.7862795	0.6249982	0.3894369	0.9464874	0.0172853	0.1146922	0.9411597	0.5925084	0.5663140	0.4187232	0.9971601	0.3796991	0.8938530	0.5400654	0.0005923	0.2859865	0.0004009	0.1050735	0.7470437	0.2599457	0.0330949	0.4079465	0.0393199	0.0152811	0.4593958	0.3635424	0.9840435	0.1592330	0.8533973	0.2325549	0.0011579	0.1144912	0.4541475	0.3204208	0.3121720	0.5259922	0.4033728	0.5719294	0.6803042	0.0039144	0.5168261	0.7586275	0.7430390	0.8587980	0.9537339	0.2818807	0.9099623	0.5647282	0.8404238	0.7792686	0.7029535	0.0541408	0.9837394	0.0085836	0.6475027	0.7972492	0.9665153	0.5271922	0.8890113	0.2240916

0	0.5007883	0.4994787	0.9703102	0.3613178	0.5043579	0.1980820	0.2503911	0.4530656	0.7537756	0.5322157	1.0000000	0.2476343	0.8687460	0.0587336	0.0803445	0.9999958	0.1005458	0.0441160	0.1369192	0.0218283	0.1373395	0.9999770	0.4541249	0.8816107	0.0994078	0.0922711	0.2041558	0.0168066	0.0642448	0.0710690	0.0635591	0.0113394	0.8978646	0.0618717	0.5785961	0.9437504	0.9522460	0.0681245	0.1107919	0.3459695	0.7865325	0.6251987	0.3895744	0.9440577	0.0173575	0.1144997	0.9416883	0.5929837	0.5664745	0.4187239	0.9971518	0.3722258	0.8934222	0.5374793	0.0005530	0.2951490	0.0004136	0.1040514	0.7468478	0.2598478	0.0324435	0.4106327	0.0426337	0.0152049	0.4597801	0.3697740	0.9834868	0.1569863	0.8543074	0.2325548	0.0011750	0.1159391	0.4541480	0.3205708	0.3100895	0.5337786	0.4035378	0.5715628	0.6803075	0.0039166	0.5167670	0.7587404	0.7429819	0.8607376	0.9536251	0.2867218	0.9113344	0.5669883	0.8405892	0.7903657	0.7046106	0.0541118	0.9841381	0.0083734	0.6471251	0.8013367	0.9664122	0.5301129	0.8885765	0.2310495
50	0.5462315	0.1930148	0.8106372	0.4168338	0.5044590	0.1980820	0.2432952	0.4066330	0.7658574	0.5322500	1.0000000	0.2426354	0.2854201	0.0559611	0.0718747	0.9997032	0.1039461	0.0441161	0.1268388	0.2027168	0.2480833	0.9999770	0.0814903	0.4347328	0.0992532	0.0899128	0.0806568	0.0168925	0.5889220	0.0710768	0.1227613	0.0093680	0.8980755	0.4518946	0.3826142	0.9306789	0.6603333	0.0681226	0.1107971	0.3459693	0.7865203	0.6242503	0.3472042	0.7374074	0.0258675	0.1209077	0.9429379	0.7065071	0.5658954	0.1845503	0.9901144	0.4048362	0.8753618	0.3557267	0.0003386	0.2261921	0.0004688	0.0520421	0.7475522	0.2789838	0.0319979	0.4345927	0.0803791	0.0151889	0.4363458	0.3109298	0.7432507	0.3952499	0.8328970	0.2303460	0.0018191	0.0745355	0.4842780	0.3509988	0.3631519	0.5210012	0.3890874	0.5707767	0.6675175	0.0007508	0.7104306	0.7794802	0.7429856	0.8729953	0.9283404	0.2296783	0.9110443	0.7462089	0.7896324	0.4796316	0.7092927	0.0540924	0.9701628	0.0310353	0.6475071	0.9155164	0.5077175	0.3059239	0.8424014	0.4516451
100	0.7248536	0.1505006	0.6723139	0.5088280	0.5055783	0.1980819	0.2078556	0.2725565	0.8121336	0.5327912	1.0000000	0.2328255	0.1109738	0.0471368	0.0573905	0.9947145	0.1345687	0.0441556	0.1014887	0.2645038	0.2856847	0.9999773	0.0429646	0.2739740	0.0985310	0.0918157	0.0360812	0.0242613	0.7221518	0.0711615	0.1405448	0.0048228	0.8920343	0.5821469	0.3133671	0.8566975	0.5206826	0.0681294	0.1109534	0.3459648	0.7863958	0.6223963	0.4071115	0.6785781	0.0856801	0.1448408	0.9474114	0.7137778	0.5629416	0.1142279	0.9300971	0.4703901	0.8163596	0.2678755	0.0002653	0.2126947	0.0009289	0.0429734	0.7485621	0.3132103	0.0298982	0.4593916	0.3094621	0.0151698	0.4291824	0.2102200	0.5890210	0.4911918	0.7491280	0.2127905	0.0015356	0.0417341	0.6270386	0.4993881	0.4703059	0.4877115	0.2567318	0.5740872	0.6252666	0.0001439	0.7431952	0.8453859	0.7429563	0.7764338	0.8837697	0.1073138	0.9102854	0.7995239	0.6745319	0.3632623	0.7289039	0.0540253	0.9031667	0.0777182	0.6472794	0.9617968	0.3332002	0.2290758	0.5029763	0.6069393
150	0.8261763	0.2563665	0.5921630	0.5200876	0.5074543	0.1980814	0.1788594	0.1903922	0.8456465	0.5334113	0.9999990	0.2333345	0.0591041	0.0386363	0.0539805	0.9830233	0.1729303	0.0453871	0.0816758	0.2869510	0.2984040	0.9999777	0.0446883	0.2104734	0.1003280	0.1109583	0.0225071	0.0619826	0.7559824	0.0713126	0.1472946	0.0019707	0.8742686	0.5990989	0.2833609	0.6988526	0.4531587	0.0682282	0.1119527	0.3459411	0.7862217	0.6261272	0.6671558	0.6601331	0.2290972	0.1765171	0.9509262	0.7134887	0.5682771	0.1199878	0.8358679	0.5116800	0.7474969	0.2255158	0.0003730	0.2027705	0.0022126	0.0738552	0.7511720	0.3278591	0.0275026	0.4773815	0.4730105	0.0151553	0.4285283	0.1366161	0.5370153	0.5207516	0.7028498	0.2003148	0.0006711	0.0228551	0.7474586	0.6816699	0.5244522	0.5386716	0.1409550	0.5880559	0.5840793	0.0000276	0.7519614	0.8987282	0.7428345	0.6742203	0.8829235	0.0550789	0.9093545	0.8124962	0.5811510	0.3009691	0.7510667	0.0539856	0.7003707	0.1148326	0.6406919	0.9784921	0.2668050	0.2020345	0.4184361	0.6673576
200	0.8536679	0.3525407	0.6328717	0.5140831	0.5075304	0.1980807	0.1806817	0.1538191	0.8450110	0.5336035	0.9999859	0.2728179	0.0436059	0.0336613	0.0591069	0.9717387	0.1871633	0.0635672	0.0714588	0.2978560	0.3036154	0.9999740	0.0482344	0.1698885	0.1099840	0.1368320	0.0210713	0.1173380	0.7645730	0.0714366	0.1502466	0.0007527	0.8489119	0.6011671	0.2558742	0.5121606	0.4192286	0.0687090	0.1145750	0.3458501	0.7868591	0.6517135	0.8439170	0.6390963	0.3708055	0.2047114	0.9495607	0.7206352	0.5975422	0.1422538	0.7765897	0.5322504	0.6962707	0.1998646	0.0006478	0.1827373	0.0033486	0.0978983	0.7577230	0.3316782	0.0258286	0.4860154	0.5226377	0.0149439	0.4299018	0.0932034	0.5262362	0.5224507	0.7189587	0.1990647	0.0004269	0.0138974	0.8070704	0.7697192	0.5415350	0.7079806	0.0760912	0.5955041	0.5621897	0.0000053	0.7546427	0.9240569	0.7426706	0.6200026	0.9030341	0.0711567	0.9071100	0.8113560	0.5241078	0.2646989	0.7649283	0.0540072	0.4348510	0.1401852	0.5905802	0.9841207	0.2415715	0.1978879	0.4218328	0.6831953
250	0.8529350	0.3242310	0.6948374	0.5199674	0.4972311	0.1980804	0.1927459	0.1416039	0.8300522	0.5329771	0.9999077	0.3884126	0.0378656	0.0315143	0.0618470	0.9642587	0.1890893	0.1541617	0.0673284	0.3066046	0.3083882	0.9999560	0.0503505	0.1381936	0.1273425	0.1568463	0.0244382	0.1628886	0.7667543	0.0765331	0.1523670	0.0002818	0.8245542	0.6009068	0.2111363	0.3652795	0.4004129	0.0699649	0.1184780	0.3455488	0.7898133	0.6920250	0.8897973	0.5959524	0.4555610	0.2273143	0.9457922	0.7409820	0.6423894	0.1591292	0.7554200	0.5413653	0.6682751	0.1821719	0.0010272	0.1649270	0.0035119	0.1137627	0.7658428	0.3325597	0.0244961	0.4961557	0.5221033	0.0141929	0.4311854	0.0716430	0.5214461	0.5166300	0.7477471	0.1977717	0.0004189	0.0091651	0.8324895	0.8256120	0.5150916	0.8383093	0.0486707	0.5982001	0.5556473	0.0000010	0.7551228	0.9335920	0.7425247	0.6221249	0.9214486	0.1043094	0.9017092	0.8070120	0.4905631	0.2463419	0.7816132	0.0540917	0.4503072	0.1493014	0.4554140	0.9849227	0.2318730	0.2167316	0.4216176	0.6873151
300	0.8548317	0.2635537	0.7155060	0.5318971	0.4613793	0.1980808	0.1958354	0.1434656	0.8263017	0.5319185	0.9996322	0.5012007	0.0337018	0.0309086	0.0601129	0.9533127	0.1888980	0.3151911	0.0664972	0.3152631	0.3150059	0.9999024	0.0515298	0.1182332	0.1475053	0.1733038	0.0298968	0.1913341	0.7673090	0.1219628	0.1552874	0.0001049	0.8069158	0.6000310	0.1498920	0.2718359	0.3878319	0.0721408	0.1225975	0.3447889	0.7946337	0.7213300	0.8788640	0.5331925	0.4979551	0.2455848	0.9439879	0.7669427	0.6852537	0.1689244	0.7429011	0.5447657	0.6497196	0.1730285	0.0015688	0.1485376	0.0033696	0.1409632	0.7726440	0.3327089	0.0230944	0.5186424	0.5062092	0.0130674	0.4318862	0.0613305	0.5178869	0.5070735	0.7444010	0.1919218	0.0005119	0.0057628	0.8429604	0.8668645	0.3820540	0.9077886	0.0437778	0.5981122	0.5560879	0.0000002	0.7550394	0.9364500	0.7423833	0.6531031	0.9343331	0.1065558	0.8903702	0.8051653	0.4692224	0.2384920	0.8030535	0.0542854	0.4401775	0.1492155	0.3156480	0.9836315	0.2276328	0.2587987	0.3932308	0.6886737
350	0.8620090	0.2325764	0.7228100	0.5436332	0.4037677	0.1980819	0.1897537	0.1532924	0.8341655	0.5305019	0.9991000	0.5734583	0.0300427	0.0310345	0.0587064	0.9039254	0.1853029	0.4617090	0.0675663	0.3243486	0.3232334	0.9997777	0.0521635	0.1087628	0.1681489	0.1896275	0.0357961	0.2066872	0.7674786	0.2347353	0.1589378	0.0000392	0.7971609	0.5989325	0.0931094	0.2163090	0.3766422	0.0750047	0.1262382	0.3435517	0.7990866	0.7294727	0.8418857	0.4694769	0.5182301	0.2597010	0.9459478	0.7897153	0.7184590	0.1743599	0.7286972	0.5479957	0.6337908	0.1732895	0.0024489	0.1320824	0.0034375	0.1804774	0.7766013	0.3326397	0.0215090	0.5430006	0.4879745	0.0120664	0.4321629	0.0554764	0.5192821	0.4904047	0.7182258	0.1841197	0.0006794	0.0030992	0.8473535	0.8896782	0.2391207	0.9403168	0.0494823	0.5972953	0.5583667	0.0000001	0.7548963	0.9369748	0.7422490	0.6811956	0.9433208	0.0875808	0.8623491	0.8067438	0.4543352	0.2350813	0.8249882	0.0564483	0.4130234	0.1482558	0.2262795	0.9818481	0.2250384	0.3068573	0.3313933	0.6893457
400	0.8681559	0.2158659	0.7379094	0.5536110	0.3470246	0.1980836	0.1810709	0.1663658	0.8449009	0.5287152	0.9982739	0.6119715	0.0272978	0.0314784	0.0579865	0.7827131	0.1791675	0.5565326	0.0695080	0.3342887	0.3324522	0.9995241	0.0524739	0.1067985	0.1898540	0.2067650	0.0407371	0.2143488	0.7683647	0.3473444	0.1624784	0.0000148	0.7939759	0.5977959	0.0547184	0.1816665	0.3641950	0.0781493	0.1292503	0.3422492	0.8011403	0.7077357	0.7903698	0.4197529	0.5281783	0.2695318	0.9508644	0.8054103	0.7329560	0.1777505	0.7236444	0.5535443	0.6224141	0.1803291	0.0038033	0.1179229	0.0038136	0.2205159	0.7774098	0.3324413	0.0198833	0.5607373	0.4707457	0.0114977	0.4322418	0.0510139	0.5267712	0.4700874	0.6920614	0.1777432	0.0009267	0.0014227	0.8492734	0.9002586	0.1537626	0.9527857	0.0578212	0.5966474	0.5605084	0.0000001	0.7548021	0.9369676	0.7420665	0.6971219	0.9504484	0.0692431	0.8155770	0.8099253	0.4430752	0.2330580	0.8465812	0.0804140	0.3867588	0.1479721	0.1788138	0.9801400	0.2232275	0.3454930	0.2686730	0.6898283
450	0.8721199	0.2013253	0.7469146	0.5622756	0.3058215	0.1980858	0.1731452	0.1788911	0.8547108	0.5271239	0.9966293	0.6220712	0.0255450	0.0319882	0.0572307	0.6396491	0.1737902	0.6093131	0.0715129	0.3453005	0.3425340	0.9990284	0.0525928	0.1096840	0.2135940	0.2249152	0.0439545	0.2188762	0.7756918	0.4222231	0.1654067	0.0000059	0.7952412	0.5967217	0.0337654	0.1566683	0.3496554	0.0812410	0.1318279	0.3411674	0.7987945	0.6416614	0.7493610	0.3874704	0.5331446	0.2754954	0.9566305	0.8106195	0.7168114	0.1803673	0.7297205	0.5611583	0.6159996	0.1894202	0.0055795	0.1073748	0.0044353	0.2541497	0.7758691	0.3321857	0.0181969	0.5719055	0.4557110	0.0115892	0.4323442	0.0469102	0.5370059	0.4544995	0.6729460	0.1742884	0.0012783	0.0005985	0.8504503	0.9039715	0.1061977	0.9538009	0.0650193	0.5960905	0.5620301	0.0000001	0.7547589	0.9370485	0.7418081	0.7039007	0.9570396	0.0563603	0.7681402	0.8127175	0.4335527	0.2315909	0.8654096	0.1746673	0.3644813	0.1478729	0.1551908	0.9786824	0.2223944	0.3702068	0.2284705	0.6903268
500	0.8746563	0.1927073	0.7471032	0.5703452	0.2836551	0.1980880	0.1665258	0.1878257	0.8629251	0.5266971	0.9928693	0.6061880	0.0246639	0.0324046	0.0568251	0.5260377	0.1706409	0.6397100	0.0732104	0.3574291	0.3536640	0.9980620	0.0525981	0.1145393	0.2399795	0.2443569	0.0454784	0.2261877	0.7966407	0.4682746	0.1677483	0.0000027	0.7989459	0.5957553	0.0236335	0.1355772	0.3335178	0.0841797	0.1345404	0.3401963	0.7898646	0.5387007	0.7316475	0.3707992	0.5353342	0.2785968	0.9613490	0.8020520	0.6723926	0.1827804	0.7410199	0.5705039	0.6134001	0.1971551	0.0075102	0.0999687	0.0052083	0.2806044	0.7734354	0.3319650	0.0163734	0.5782651	0.4434589	0.0127799	0.4327792	0.0429091	0.5463437	0.4463848	0.6596299	0.1737277	0.0017734	0.0002543	0.8527775	0.9042420	0.0776951	0.9487402	0.0704116	0.5955676	0.5629727	0.0000002	0.7547503	0.9373148	0.7415131	0.7057078	0.9632408	0.0474206	0.7322043	0.8146069	0.4241695	0.2305262	0.8791140	0.3202688	0.3460441	0.1485944	0.1429381	0.9774596	0.2224973	0.3820307	0.2132411	0.6909860
550	0.8762819	0.1552417	0.8891100	0.5812638	0.2973778	0.1980891	0.1607603	0.1921942	0.8700815	0.5286198	0.9870669	0.3293596	0.5319237	0.0359546	0.0581533	0.5299044	0.1696089	0.6530000	0.0829419	0.2085817	0.2658936	0.9962129	0.8297831	0.4391898	0.2641297	0.2256848	0.2060079	0.1839400	0.4548491	0.5013458	0.1065452	0.0000092	0.8046070	0.5912523	0.0407622	0.1645679	0.5828421	0.0872181	0.1377620	0.3389908	0.7742197	0.4415459	0.6441460	0.5671436	0.4959084	0.2635544	0.9570928	0.6914946	0.6177404	0.4192809	0.8786024	0.5501809	0.6631793	0.3685950	0.0098163	0.0856436	0.0068010	0.3347172	0.7711170	0.3269334	0.0156397	0.5564359	0.2665822	0.0158355	0.4578482	0.0506729	0.7684053	0.2291301	0.6513299	0.1640115	0.0016448	0.0001605	0.8301110	0.8645614	0.0526896	0.9419525	0.1287308	0.5950738	0.5770773	0.0107021	0.4664331	0.8372800	0.7406348	0.5648968	0.9614740	0.0465414	0.7133821	0.6003241	0.4329441	0.5243400	0.8814686	0.4474125	0.8184509	0.1407674	0.1374334	0.8311411	0.6824113	0.5986348	0.3003646	0.5119372
600	0.8789328	0.1115862	0.9047359	0.5681904	0.3857511	0.1980875	0.1500852	0.2022469	0.8823006	0.5336783	0.9901117	0.1863457	0.7286587	0.0439772	0.0708088	0.6653858	0.1712357	0.5392518	0.1085560	0.1458139	0.2423457	0.9944526	0.8154876	0.5998728	0.2446344	0.1591662	0.2293131	0.1023728	0.4521175	0.5285227	0.0814161	0.0001576	0.8199741	0.5891307	0.0530867	0.3543961	0.7130930	0.0902723	0.1378070	0.3380597	0.7569714	0.3633476	0.4312180	0.6994894	0.2939188	0.2228574	0.9427140	0.6429126	0.5733784	0.5017858	0.9700805	0.4409921	0.7775480	0.4264379	0.0044295	0.0521486	0.0101073	0.2671365	0.7655108	0.2999882	0.0199431	0.5212297	0.1251304	0.0215628	0.4673223	0.0876631	0.7990795	0.2226703	0.6447419	0.1344354	0.0019907	0.0001406	0.7628342	0.6428551	0.0285195	0.9135009	0.3314025	0.5938934	0.6117521	0.0126064	0.2777005	0.7084710	0.7405429	0.5553649	0.9416931	0.0415329	0.7201678	0.5434796	0.4824999	0.6224603	0.8677699	0.4775580	0.8318286	0.1205941	0.1718591	0.7201318	0.8636290	0.6194574	0.7414820	0.4605096
650	0.8813318	0.1016098	0.8565120	0.5249049	0.4659968	0.1980823	0.1367076	0.2005827	0.8970371	0.5414447	0.9960757	0.1288314	0.8328329	0.0518408	0.0837048	0.7339888	0.1754932	0.3049303	0.1298281	0.0943007	0.2245860	0.9960760	0.6983775	0.7241335	0.1886036	0.1182380	0.2241585	0.0604376	0.5149662	0.5386141	0.0689386	0.0008711	0.8462909	0.5886163	0.1026328	0.5894149	0.8060160	0.0917160	0.1355402	0.3397810	0.7424655	0.3321734	0.3753086	0.8239108	0.1341561	0.1874520	0.9356833	0.6026000	0.5454462	0.5256210	0.9906735	0.3282992	0.8563382	0.4291513	0.0016605	0.0436424	0.0089921	0.2422939	0.7572999	0.2720829	0.0301080	0.4862158	0.0846615	0.0306706	0.4712543	0.1412318	0.7001560	0.2434196	0.6326125	0.1066408	0.0029700	0.0001868	0.7207806	0.4595710	0.0204831	0.8237595	0.4623957	0.5905473	0.6398876	0.0103454	0.2628874	0.6604566	0.7417423	0.5983553	0.9102600	0.0258269	0.7367420	0.5457260	0.5419545	0.6547858	0.8506341	0.4025204	0.8146545	0.1029582	0.2907289	0.6459499	0.9344715	0.5732513	0.8834443	0.3783233
700	0.8823554	0.1156686	0.8003168	0.4671992	0.5066025	0.1980737	0.1281624	0.1744777	0.9072759	0.5505054	0.9986681	0.1070151	0.8922609	0.0578319	0.0895126	0.7251698	0.1733211	0.1441711	0.1399577	0.0582628	0.1989013	0.9984098	0.5971046	0.8070852	0.1432475	0.1025669	0.2165575	0.0468830	0.5501952	0.4937792	0.0640515	0.0026052	0.8714347	0.5876782	0.2481772	0.7547394	0.8699117	0.0913950	0.1351294	0.3429710	0.7339536	0.3465398	0.3760699	0.9124464	0.0638816	0.1630508	0.9362931	0.5715005	0.5238202	0.5288245	0.9938435	0.2653256	0.8954474	0.4361398	0.0007102	0.0450716	0.0051813	0.2221501	0.7518686	0.2587761	0.0507973	0.4627209	0.0815644	0.0390200	0.4728638	0.2040219	0.5886149	0.2569368	0.6290040	0.0901695	0.0042966	0.0008016	0.7193457	0.3638695	0.0292485	0.6978228	0.5752084	0.5858234	0.6586106	0.0083003	0.3367297	0.6635060	0.7426785	0.6113839	0.8940742	0.0174862	0.7495289	0.5599705	0.6036640	0.6652562	0.8339579	0.3026233	0.8130296	0.0867147	0.4445096	0.6081593	0.9606193	0.5262884	0.8938729	0.3097467
750	0.8817271	0.1414501	0.7682001	0.4132463	0.5230824	0.1980632	0.1274689	0.1502087	0.9096182	0.5589231	0.9995570	0.1013797	0.9234367	0.0612122	0.0906624	0.7295959	0.1547599	0.0810375	0.1424791	0.0389735	0.1743155	0.9994771	0.5296212	0.8510059	0.1190375	0.0971441	0.2111115	0.0444533	0.4766255	0.3798462	0.0625343	0.0052311	0.8884472	0.5739877	0.3990148	0.8474682	0.9084230	0.0910017	0.1364350	0.3454607	0.7316480	0.3584001	0.3821320	0.9586680	0.0364695	0.1481682	0.9386567	0.5464041	0.5072986	0.5260143	0.9924943	0.2517876	0.9119563	0.4560466	0.0004444	0.0466842	0.0025276	0.1906562	0.7510760	0.2555856	0.0826864	0.4444328	0.0899329	0.0422774	0.4733089	0.2586642	0.5134288	0.2623169	0.6476546	0.0858127	0.0053124	0.0057707	0.7254386	0.3257123	0.0659878	0.5985845	0.7069913	0.5819396	0.6735776	0.0073950	0.4017413	0.6873901	0.7431352	0.5975253	0.9003305	0.0172685	0.7605097	0.5677928	0.6671060	0.6687114	0.8148730	0.2208775	0.8229591	0.0668651	0.5447527	0.5967426	0.9706142	0.4970249	0.8867060	0.2836705
800	0.8759139	0.1655454	0.7552313	0.3760349	0.5291960	0.1980530	0.1327984	0.1525610	0.9049231	0.5652138	0.9998531	0.1018392	0.9371506	0.0625059	0.0900194	0.8292462	0.1300903	0.0601707	0.1417692	0.0296555	0.1572207	0.9998258	0.4907736	0.8708196	0.1080911	0.0948757	0.2078218	0.0362060	0.2885219	0.2675285	0.0620703	0.0079543	0.8975624	0.4914457	0.4896277	0.8951958	0.9299866	0.0914358	0.1377252	0.3469822	0.7325193	0.3784863	0.3858030	0.9784648	0.0256622	0.1401530	0.9400880	0.5279056	0.5000787	0.5168407	0.9916196	0.2761466	0.9166516	0.4760643	0.0004058	0.0514485	0.0012911	0.1583534	0.7517182	0.2561752	0.0953723	0.4242469	0.0976703	0.0422502	0.4732340	0.2938279	0.4726048	0.2614800	0.6810453	0.0900387	0.0056612	0.0218109	0.6940225	0.3141890	0.1396336	0.5417350	0.8072631	0.5796847	0.6859754	0.0067774	0.4382291	0.7131624	0.7432728	0.5863362	0.9161645	0.0228076	0.7764783	0.5674693	0.7256150	0.6700967	0.7903219	0.1525098	0.8396519	0.0460961	0.5934418	0.6015885	0.9742620	0.4823903	0.8824831	0.2738038
850	0.8507108	0.1843600	0.7510376	0.3601183	0.5313188	0.1980447	0.1403511	0.1995566	0.8966997	0.5689151	0.9999513	0.1068485	0.9411116	0.0626417	0.0890113	0.9401207	0.1116828	0.0514246	0.1402906	0.0252417	0.1473517	0.9999300	0.4705603	0.8787301	0.1033795	0.0936993	0.2059883	0.0255933	0.1458834	0.1954139	0.0619585	0.0100421	0.9013507	0.3113063	0.5352821	0.9192024	0.9415941	0.0923484	0.1380719	0.3477819	0.7370105	0.4413951	0.3867524	0.9859269	0.0212163	0.1362488	0.9405361	0.5210403	0.5068195	0.4897891	0.9919971	0.3214495	0.9150240	0.4898815	0.0004255	0.0733678	0.0007936	0.1377605	0.7503708	0.2574325	0.0827275	0.4014150	0.0997864	0.0393113	0.4727037	0.3140127	0.4636772	0.2531127	0.7112350	0.0979111	0.0052031	0.0487784	0.6082427	0.3119232	0.2215796	0.5146216	0.8542076	0.5785606	0.6939500	0.0057435	0.4614148	0.7332553	0.7432740	0.5921110	0.9304630	0.0314512	0.7985776	0.5639245	0.7715651	0.6717613	0.7627019	0.1033640	0.8573735	0.0302753	0.6215122	0.6159516	0.9740901	0.4755668	0.8851159	0.2641200
900	0.7919700	0.2112087	0.7500599	0.3605728	0.5318313	0.1980390	0.1480530	0.2761770	0.8874920	0.5697751	0.9999839	0.1215534	0.9401449	0.0623194	0.0881538	0.9850053	0.1030145	0.0470810	0.1389953	0.0232258	0.1422222	0.9999613	0.4608294	0.8816862	0.1013139	0.0930401	0.2050233	0.0201995	0.0888922	0.1491461	0.0620748	0.0112955	0.9022725	0.1680160	0.5572748	0.9313293	0.9476396	0.0929378	0.1368191	0.3480777	0.7468799	0.5190201	0.3866250	0.9879713	0.0193290	0.1342984	0.9405065	0.5294257	0.5241184	0.4546959	0.9934422	0.3692429	0.9104483	0.4978984	0.0004454	0.1259400	0.0006096	0.1305617	0.7481860	0.2584423	0.0641552	0.3830370	0.0888876	0.0328529	0.4710652	0.3258898	0.5074560	0.2348791	0.7317511	0.1049261	0.0039935	0.0747926	0.5237233	0.3122367	0.2809536	0.5030778	0.8477449	0.5778268	0.6957875	0.0047872	0.4861380	0.7465184	0.7432440	0.6268743	0.9402460	0.0418336	0.8226472	0.5619730	0.8021484	0.6766004	0.7378811	0.0762193	0.8746452	0.0206586	0.6382106	0.6397242	0.9721341	0.4730049	0.8891685	0.2458856
