Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G73A	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
900	0.8446448	0.1595854	0.8468456	0.4000336	0.5322710	0.1980100	0.1545033	0.0799094	0.8721748	0.5970537	0.9999999	0.0838112	0.9502599	0.0709632	0.0933496	0.2117893	0.1030292	0.7294133	0.1601816	0.0315478	0.1887131	0.9858564	0.4532766	0.8225339	0.1171680	0.0965462	0.2185827	0.3294868	0.9000930	0.7714329	0.0810381	0.0506616	0.9321068	0.4040183	0.2703040	0.9018520	0.9286099	0.2085300	0.1840648	0.3517485	0.6608318	0.1512808	0.6751304	0.9917639	0.0218283	0.1836611	0.8618229	0.4801419	0.4461700	0.4804998	0.9878539	0.4099919	0.9212390	0.3415923	0.0000151	0.0875888	0.0111985	0.1991265	0.7465746	0.2660807	0.2150199	0.3937820	0.1075350	0.1872828	0.4748230	0.2761800	0.3945321	0.4191550	0.6820686	0.1550636	0.0040418	0.0060326	0.8653242	0.4000100	0.0587993	0.6018637	0.7870855	0.5879959	0.6765442	0.0416906	0.4647209	0.7290230	0.7534184	0.7266175	0.9251550	0.0441520	0.6814807	0.5911916	0.8071196	0.6830867	0.8086623	0.5790073	0.8655873	0.0351719	0.1313647	0.7018662	0.9392948	0.4912707	0.4792538	0.2273504
950	0.8171032	0.1295897	0.8997854	0.4448284	0.5329676	0.1980089	0.1460108	0.0747240	0.8817239	0.6133091	0.9999999	0.0836321	0.9559776	0.0676176	0.0913745	0.1857170	0.1050547	0.8181366	0.1742748	0.0272416	0.1623417	0.9954841	0.4846728	0.7463987	0.1069625	0.0964610	0.2292547	0.3756059	0.9174273	0.7711210	0.0914991	0.0315119	0.9319006	0.2708177	0.2365471	0.9227130	0.9397066	0.1877540	0.1881326	0.3534407	0.6499550	0.2090280	0.7594349	0.9927180	0.0245491	0.1793259	0.8932579	0.4518068	0.4190562	0.4636629	0.9909313	0.3905629	0.9205795	0.3766043	0.0000330	0.0809781	0.0057232	0.1921387	0.7441630	0.2672474	0.2269654	0.4022462	0.1066034	0.1552917	0.4748566	0.3035224	0.4266371	0.3331962	0.6732403	0.0986097	0.0020199	0.0070929	0.8776717	0.4539130	0.0901499	0.7325133	0.8082389	0.5939447	0.6756617	0.0526646	0.4789522	0.7406189	0.7454745	0.6947858	0.9347170	0.0337467	0.6651501	0.5951881	0.8275291	0.6819509	0.8180981	0.5686023	0.8472582	0.0247372	0.1014689	0.6953885	0.9027704	0.4923749	0.4339588	0.2360020
1000	0.7703587	0.1049971	0.9326329	0.5172919	0.5332124	0.1979985	0.1350941	0.0711598	0.8929408	0.6266392	0.9999999	0.0848991	0.9587483	0.0668774	0.0930690	0.1706784	0.1163982	0.8780952	0.2005656	0.0262081	0.1490659	0.9985944	0.5274244	0.6764816	0.1038689	0.0995600	0.2446433	0.4117695	0.9245569	0.7463170	0.1052507	0.0203293	0.9376899	0.1778185	0.1963264	0.9331549	0.9450200	0.1839301	0.1936483	0.3548601	0.6433312	0.2689031	0.8048093	0.9930140	0.0308981	0.1824303	0.9127673	0.4121079	0.3735158	0.4450874	0.9945710	0.3756514	0.9178110	0.3961249	0.0000651	0.0730176	0.0031274	0.2061548	0.7403087	0.2663459	0.2100135	0.4200350	0.1107161	0.1100008	0.4748155	0.3257696	0.5071386	0.2822025	0.6565138	0.0698532	0.0009960	0.0063038	0.8856653	0.4946502	0.1134117	0.8275699	0.8196177	0.5978426	0.6713157	0.0637940	0.4949575	0.7447924	0.7402749	0.6971594	0.9438948	0.0227359	0.6476651	0.6072405	0.8381653	0.6841134	0.8293611	0.5292404	0.8284676	0.0177719	0.0820612	0.7089263	0.8527237	0.4920124	0.4004130	0.2491800

0	0.5007980	0.4994785	0.9703104	0.3613187	0.5043576	0.1980820	0.2503870	0.4530400	0.7537913	0.5322188	1.0000000	0.2476346	0.8687451	0.0587338	0.0803446	0.9999958	0.1005466	0.0441160	0.1369193	0.0218286	0.1373397	0.9999770	0.4541248	0.8816108	0.0994078	0.0922711	0.2041558	0.0168066	0.0642448	0.0710690	0.0635585	0.0113397	0.8978697	0.0618808	0.5785880	0.9437392	0.9522308	0.0681286	0.1107928	0.3459695	0.7865325	0.6251987	0.3895744	0.9440573	0.0173581	0.1145029	0.9416852	0.5929853	0.5664747	0.4187259	0.9971515	0.3721979	0.8934221	0.5374734	0.0005526	0.2951296	0.0004137	0.1040577	0.7468389	0.2598483	0.0324436	0.4106327	0.0426277	0.0152049	0.4597790	0.3697429	0.9833163	0.1569941	0.8543133	0.2325061	0.0011754	0.1159278	0.4541472	0.3205708	0.3100632	0.5336885	0.4036339	0.5715639	0.6803144	0.0039165	0.5167668	0.7587357	0.7429831	0.8604046	0.9536229	0.2867214	0.9113344	0.5669807	0.8405802	0.7901664	0.7046128	0.0541118	0.9841381	0.0083743	0.6471255	0.8013165	0.9664122	0.5301131	0.8885763	0.2310412
50	0.5089212	0.4478011	0.8859279	0.3765067	0.5043559	0.1980821	0.2487061	0.4577911	0.7554147	0.5308845	0.8043947	0.2476338	0.5695334	0.0579548	0.0779916	0.9999958	0.1013085	0.0441160	0.2733470	0.0900380	0.1373386	0.9999770	0.3966576	0.8815826	0.0993616	0.0913364	0.1514687	0.0168066	0.0642448	0.0710690	0.0633951	0.0113245	0.9074537	0.1938041	0.5786732	0.9490738	0.9521513	0.1066331	0.1113202	0.3375880	0.8204873	0.6252064	0.3911139	0.7766680	0.0182120	0.2615725	0.9421513	0.7366856	0.5663226	0.4187816	0.9681050	0.3754513	0.8882347	0.4863085	0.0005635	0.2487103	0.0006303	0.1026104	0.7467214	0.2675065	0.0624925	0.4151467	0.0586282	0.0152066	0.4597921	0.3665933	0.9787657	0.2605059	0.8511708	0.3623027	0.0014762	0.1159403	0.4540892	0.2699587	0.2979496	0.5337479	0.4041839	0.5717888	0.6794247	0.0039251	0.6474870	0.7586781	0.7429753	0.8545995	0.9468142	0.2825822	0.9115017	0.5672518	0.8277001	0.7901201	0.7040698	0.0541083	0.7985783	0.0139067	0.6472635	0.7621259	0.9662004	0.5287195	0.8658398	0.1902762
100	0.5861239	0.4158318	0.8072586	0.4458983	0.5043266	0.1980848	0.2416925	0.4875465	0.7628000	0.5224641	0.6181542	0.2476459	0.2842587	0.0529514	0.0675824	0.9999958	0.1150611	0.0441160	0.4114907	0.1680672	0.1372927	0.9999771	0.3562361	0.8802304	0.0988248	0.0895868	0.0884630	0.0168066	0.0642448	0.0710658	0.0638278	0.0110092	0.9374649	0.4349460	0.5788386	0.9547622	0.9515755	0.1486843	0.1260745	0.2897110	0.8595994	0.6255671	0.4154416	0.6139383	0.0245069	0.3998361	0.9456206	0.8312045	0.5644266	0.4223536	0.9422689	0.3900788	0.8537108	0.3652186	0.0006886	0.1992088	0.0035252	0.0951722	0.7446998	0.3110720	0.0856799	0.4307008	0.1724818	0.0152133	0.4601102	0.3537113	0.8990776	0.4245036	0.8387369	0.4957807	0.0037991	0.1159647	0.4533714	0.2475630	0.2477323	0.5357197	0.3458261	0.5735148	0.6728769	0.0040836	0.7419472	0.7571900	0.7429121	0.7832794	0.9070913	0.2712942	0.9150820	0.5731691	0.7629483	0.7867212	0.7021099	0.0540908	0.7696601	0.0425969	0.6477947	0.7400515	0.9591953	0.5107309	0.7918984	0.1568115
150	0.6957273	0.4127390	0.7755730	0.5122575	0.5042451	0.1980953	0.2349456	0.5346782	0.7711574	0.5085103	0.5308565	0.2482405	0.1519829	0.0451035	0.0571174	0.9999958	0.1497435	0.0441160	0.4759012	0.2129746	0.1371040	0.9999776	0.3435095	0.8679941	0.0983441	0.0918189	0.0507572	0.0168066	0.0642448	0.0710110	0.0655663	0.0098892	0.9618626	0.5374390	0.5786973	0.9576950	0.9503779	0.1787423	0.1578631	0.2233952	0.8827888	0.6290553	0.5233898	0.5368048	0.0348609	0.4686071	0.9519518	0.8632851	0.5624354	0.4408917	0.9316121	0.3950783	0.7936700	0.3430700	0.0010242	0.1623195	0.0108874	0.0871298	0.7393091	0.3696802	0.0933850	0.4494239	0.3132149	0.0151950	0.4613274	0.3403105	0.7834928	0.5760056	0.8321599	0.5538635	0.0060373	0.1159835	0.4509195	0.3253414	0.1934251	0.5612928	0.2409680	0.5791759	0.6609854	0.0045344	0.7661982	0.7539369	0.7427228	0.6511349	0.8532963	0.2692756	0.9246117	0.5908411	0.6777459	0.7728439	0.7019676	0.0540716	0.7464027	0.0741465	0.6478409	0.7369656	0.9221451	0.4794482	0.7390970	0.1393426
200	0.7659715	0.4169880	0.7700068	0.5536341	0.5038942	0.1981145	0.2315035	0.5772153	0.7765873	0.4942553	0.4965390	0.2536100	0.1012661	0.0382421	0.0512627	0.9999958	0.1872931	0.0441160	0.4989826	0.2351105	0.1369699	0.9999780	0.3459003	0.8210185	0.0992294	0.0959270	0.0322110	0.0168066	0.0642448	0.0706136	0.0677798	0.0079538	0.9753198	0.5646556	0.5783412	0.9588320	0.9484305	0.2119191	0.1872077	0.1711593	0.8947388	0.6452921	0.7028328	0.5061438	0.0449793	0.5052955	0.9581529	0.8731989	0.5652744	0.4686621	0.9285181	0.3684469	0.7346981	0.3625155	0.0014113	0.1339872	0.0207836	0.0824756	0.7322703	0.4122227	0.0950492	0.4625999	0.4060287	0.0150218	0.4633164	0.3314282	0.7265297	0.6654029	0.8352444	0.5764289	0.0058392	0.1159394	0.4469741	0.4263833	0.1551117	0.6439361	0.1613557	0.5890452	0.6499348	0.0050098	0.7693408	0.7505678	0.7423989	0.5225010	0.8096027	0.2766833	0.9335371	0.6132963	0.6083867	0.7503523	0.7050076	0.0540682	0.5499570	0.0949399	0.6467570	0.7304996	0.8301244	0.4538462	0.7169016	0.1364788
250	0.7972579	0.4196481	0.7725366	0.5783181	0.5020253	0.1981387	0.2303309	0.6058651	0.7791198	0.4826498	0.4840319	0.2733267	0.0831777	0.0338119	0.0488239	0.9999959	0.2155494	0.0441160	0.5058316	0.2457610	0.1372433	0.9999772	0.3648660	0.7353191	0.1010805	0.0986919	0.0244425	0.0168066	0.0642447	0.0691375	0.0696606	0.0056494	0.9816496	0.5659413	0.5779933	0.9590523	0.9459071	0.2526793	0.2077072	0.1396336	0.9011299	0.6806371	0.8461295	0.4932179	0.0552033	0.5299598	0.9626049	0.8770823	0.5719900	0.4914907	0.9280038	0.3185399	0.6928424	0.3829576	0.0015935	0.1148555	0.0314515	0.0806942	0.7256022	0.4346551	0.0951499	0.4718589	0.4539590	0.0144193	0.4653048	0.3273510	0.7340784	0.7091374	0.8407537	0.5881962	0.0048542	0.1158268	0.4430302	0.4960328	0.1312134	0.7507361	0.1170640	0.5984107	0.6430430	0.0052752	0.7687933	0.7465375	0.7420107	0.4266843	0.7813209	0.2861946	0.9376420	0.6325794	0.5630667	0.7277636	0.7115143	0.0540949	0.3729597	0.1057211	0.6450704	0.7165238	0.7177580	0.4374905	0.7088151	0.1476188
300	0.8078147	0.4201421	0.7753486	0.5930536	0.4958430	0.1981630	0.2299983	0.6228295	0.7800800	0.4742709	0.4796482	0.3100423	0.0760720	0.0314333	0.0479350	0.9999960	0.2340603	0.0441160	0.5074545	0.2510335	0.1379169	0.9999754	0.4012279	0.6424900	0.1028142	0.1001084	0.0224653	0.0168066	0.0642444	0.0661568	0.0709563	0.0035740	0.9843792	0.5609603	0.5777388	0.9588268	0.9432049	0.2947096	0.2216761	0.1230702	0.9053868	0.7221353	0.9271305	0.4833523	0.0689719	0.5501224	0.9654661	0.8796887	0.5786622	0.5047295	0.9281407	0.2679797	0.6676656	0.3990433	0.0015225	0.1019063	0.0420094	0.0798534	0.7203644	0.4446090	0.0949780	0.4811302	0.4757642	0.0133292	0.4667549	0.3284911	0.7740603	0.7287614	0.8446744	0.5955811	0.0041569	0.1156873	0.4400566	0.5387357	0.1137526	0.8382342	0.1007378	0.6046741	0.6396811	0.0053584	0.7676299	0.7392814	0.7416381	0.3648625	0.7652955	0.2941757	0.9388451	0.6462957	0.5364596	0.7103698	0.7216107	0.0541625	0.3239005	0.1105062	0.6435355	0.6996847	0.6358882	0.4278440	0.7042411	0.1682405
350	0.8099720	0.4197675	0.7768657	0.6016563	0.4826880	0.1981840	0.2298402	0.6338488	0.7804504	0.4685595	0.4781450	0.3548500	0.0718752	0.0303549	0.0476396	0.9999962	0.2455163	0.0441160	0.5077271	0.2537426	0.1387057	0.9999731	0.4463159	0.5685255	0.1039990	0.1008097	0.0236113	0.0168066	0.0642439	0.0623235	0.0717818	0.0020846	0.9854897	0.5556666	0.5775631	0.9583971	0.9405804	0.3322613	0.2320438	0.1150276	0.9088210	0.7554168	0.9660919	0.4701140	0.0893517	0.5681967	0.9674594	0.8817906	0.5834460	0.5104523	0.9283766	0.2297239	0.6530189	0.4149130	0.0013198	0.0918031	0.0518786	0.0783699	0.7168339	0.4486973	0.0947970	0.4922193	0.4848738	0.0120981	0.4676181	0.3352972	0.8188743	0.7362197	0.8465937	0.6002383	0.0037481	0.1155588	0.4381368	0.5659585	0.0976864	0.8965221	0.1017326	0.6081833	0.6382189	0.0053570	0.7660855	0.7274900	0.7413245	0.3283511	0.7573327	0.3007329	0.9398225	0.6550932	0.5216214	0.6990169	0.7340253	0.0542668	0.3103900	0.1124092	0.6424625	0.6836361	0.5899156	0.4225317	0.6984968	0.1945849
400	0.8093831	0.4193345	0.7773760	0.6065287	0.4625421	0.1982004	0.2296978	0.6437605	0.7806531	0.4647172	0.4776355	0.3976805	0.0682718	0.0300080	0.0475846	0.9999965	0.2523411	0.0441160	0.5078160	0.2551752	0.1393770	0.9999711	0.4883613	0.5194516	0.1046994	0.1011693	0.0262404	0.0168066	0.0642434	0.0586636	0.0723562	0.0011757	0.9859229	0.5512372	0.5774295	0.9578871	0.9380099	0.3637927	0.2404482	0.1113017	0.9116208	0.7767579	0.9828233	0.4525421	0.1159027	0.5841690	0.9692202	0.8833456	0.5863834	0.5119265	0.9285776	0.2052326	0.6439839	0.4336357	0.0011054	0.0832437	0.0606664	0.0758565	0.7147176	0.4503895	0.0946442	0.5041913	0.4879249	0.0110711	0.4680562	0.3464588	0.8566265	0.7369327	0.8472527	0.6030448	0.0035024	0.1154554	0.4369735	0.5831841	0.0826118	0.9315437	0.1086491	0.6099589	0.6375403	0.0053342	0.7644248	0.7128451	0.7410745	0.3079304	0.7544910	0.3065411	0.9415054	0.6603163	0.5135349	0.6924242	0.7465186	0.0543887	0.3041453	0.1131259	0.6418231	0.6694677	0.5668633	0.4203348	0.6893317	0.2209634
450	0.8081242	0.4190828	0.7773788	0.6092292	0.4384293	0.1982126	0.2295742	0.6551054	0.7808011	0.4621028	0.4774623	0.4332911	0.0649939	0.0300411	0.0476440	0.9999968	0.2562747	0.0441160	0.5079955	0.2559464	0.1398545	0.9999697	0.5204331	0.4906137	0.1050879	0.1013556	0.0292179	0.0168066	0.0642428	0.0557898	0.0728692	0.0006769	0.9860888	0.5476191	0.5773122	0.9573446	0.9353167	0.3900517	0.2474679	0.1096219	0.9137290	0.7885967	0.9886619	0.4326623	0.1441740	0.5973217	0.9711028	0.8843765	0.5880578	0.5114608	0.9287207	0.1911661	0.6380381	0.4549799	0.0009374	0.0762313	0.0681253	0.0728090	0.7134899	0.4511563	0.0945262	0.5152400	0.4879202	0.0103643	0.4682307	0.3589714	0.8855269	0.7336211	0.8473430	0.6046640	0.0033531	0.1153744	0.4362585	0.5934120	0.0698732	0.9513987	0.1135956	0.6107913	0.6371421	0.0053146	0.7629926	0.6984022	0.7408713	0.2967976	0.7551377	0.3115793	0.9436393	0.6631339	0.5091654	0.6889507	0.7572032	0.0545058	0.3000965	0.1134145	0.6414856	0.6575047	0.5558717	0.4206624	0.6768847	0.2414762
500	0.8068249	0.4189972	0.7772103	0.6107183	0.4143281	0.1982213	0.2294871	0.6682913	0.7809070	0.4603010	0.4774002	0.4607938	0.0622067	0.0302439	0.0477575	0.9999971	0.2584875	0.0441160	0.5082717	0.2563650	0.1401590	0.9999687	0.5415768	0.4752730	0.1052964	0.1014471	0.0318394	0.0168066	0.0642425	0.0538186	0.0734419	0.0004215	0.9861554	0.5446356	0.5771980	0.9567694	0.9323603	0.4120248	0.2531864	0.1088741	0.9151766	0.7943938	0.9891738	0.4131314	0.1689335	0.6072933	0.9731786	0.8850070	0.5889743	0.5102864	0.9288138	0.1837420	0.6340414	0.4766794	0.0008281	0.0709033	0.0741135	0.0698826	0.7127036	0.4515621	0.0944437	0.5242980	0.4863884	0.0099367	0.4682541	0.3699185	0.9071951	0.7282667	0.8472515	0.6055681	0.0032641	0.1153077	0.4357856	0.5990475	0.0602514	0.9622320	0.1140122	0.6111487	0.6368518	0.0053032	0.7619490	0.6864156	0.7406936	0.2907134	0.7584027	0.3155645	0.9457231	0.6643735	0.5068036	0.6873009	0.7652239	0.0546031	0.2973797	0.1135654	0.6413302	0.6480916	0.5507592	0.4228295	0.6632069	0.2545344
550	0.8029001	0.4720812	0.8609865	0.6030857	0.3944670	0.1982274	0.2313547	0.6708125	0.7791523	0.4598315	0.6729709	0.4584472	0.3327848	0.0310757	0.0479322	0.9999973	0.2590561	0.0441160	0.3648617	0.1892329	0.1403408	0.9999681	0.6429806	0.4683810	0.1054471	0.1021929	0.0870397	0.0168066	0.0642422	0.0525999	0.0735975	0.0002977	0.9853217	0.5423915	0.5769838	0.9502196	0.9291509	0.4031666	0.2501444	0.1202559	0.8864825	0.7964795	0.9635181	0.5558305	0.1840180	0.4755939	0.9737978	0.7498801	0.5895864	0.5089641	0.9578960	0.1765945	0.6462238	0.4741384	0.0006903	0.0859211	0.0738946	0.0668304	0.7120341	0.4393276	0.0643005	0.5303300	0.4919533	0.0097032	0.4681902	0.3832407	0.9216749	0.6436014	0.8502599	0.4471335	0.0027605	0.1152461	0.4367537	0.6757351	0.0544218	0.9682976	0.1971576	0.6115698	0.6370886	0.0053160	0.6285809	0.6774918	0.7405163	0.2885157	0.7658720	0.3248642	0.9475298	0.6648444	0.5074675	0.6866956	0.7713884	0.0546661	0.8004195	0.1118971	0.6412762	0.6818654	0.5495361	0.4289199	0.6580061	0.3358467
600	0.7913478	0.4997747	0.9376373	0.5547815	0.3886588	0.1982286	0.2380755	0.6297137	0.7717214	0.4644243	0.8591910	0.4370094	0.5939193	0.0346181	0.0511606	0.9999975	0.2474792	0.0441160	0.2190418	0.1122160	0.1404737	0.9999677	0.7112528	0.4796576	0.1056067	0.0993767	0.1519268	0.0168066	0.0642420	0.0519748	0.0720016	0.0002491	0.9776331	0.5443133	0.5763100	0.9430890	0.9263384	0.3684502	0.2141161	0.1782334	0.8528496	0.7868783	0.7897667	0.7043418	0.1786960	0.3462286	0.9676702	0.6612173	0.5902281	0.5076826	0.9830766	0.1582462	0.7150022	0.3968746	0.0004285	0.1063642	0.0551620	0.0630269	0.7120621	0.3857397	0.0402401	0.5266811	0.4655456	0.0096139	0.4679010	0.4098243	0.9056409	0.5585357	0.8618460	0.2594143	0.0016889	0.1151462	0.4401301	0.6489839	0.0576732	0.9708394	0.3615327	0.6105949	0.6412734	0.0053778	0.5188938	0.6756447	0.7403619	0.2971602	0.7885482	0.3478095	0.9505338	0.6628145	0.5238430	0.6874243	0.7783597	0.0546134	0.9695899	0.1013581	0.6412931	0.7062074	0.5784917	0.4627626	0.6991107	0.3949917
650	0.7826316	0.5026921	0.9702362	0.4822080	0.3947262	0.1982196	0.2439552	0.5769128	0.7639747	0.4740465	0.9464853	0.4161891	0.7190986	0.0401047	0.0599462	0.9999976	0.2129319	0.0441160	0.1548116	0.0668556	0.1404525	0.9999678	0.7218640	0.5370928	0.1039520	0.0933910	0.1899085	0.0168066	0.0642420	0.0522647	0.0697180	0.0002846	0.9579468	0.5519461	0.5754906	0.9389491	0.9257653	0.2971741	0.1690624	0.2459860	0.8319216	0.7503438	0.6041227	0.7822095	0.1557931	0.2722048	0.9594910	0.6301123	0.5849271	0.5064916	0.9934901	0.1394590	0.7916034	0.3344744	0.0002304	0.1247231	0.0329198	0.0625767	0.7148102	0.3278969	0.0309478	0.5086838	0.3377498	0.0098140	0.4670711	0.4335300	0.8279984	0.5047956	0.8716768	0.1457488	0.0013249	0.1149400	0.4437553	0.5367315	0.0739963	0.9595475	0.5172212	0.6058201	0.6513763	0.0053560	0.4761269	0.6812724	0.7404137	0.3218214	0.8265939	0.3630604	0.9534070	0.6509178	0.5677398	0.6898197	0.7819304	0.0544118	0.9830031	0.0819968	0.6414107	0.7041532	0.6902483	0.5217792	0.7664763	0.4088295
700	0.7797747	0.5007206	0.9794070	0.4185583	0.4070087	0.1982005	0.2472451	0.5373076	0.7589471	0.4854470	0.9808113	0.3853198	0.7719418	0.0461926	0.0700060	0.9999976	0.1688998	0.0441160	0.1372469	0.0433788	0.1398623	0.9999696	0.6886542	0.6294004	0.1013499	0.0915716	0.2065274	0.0168066	0.0642419	0.0541402	0.0675906	0.0005229	0.9327994	0.5377321	0.5750784	0.9370672	0.9277095	0.2127565	0.1377041	0.2934162	0.8186425	0.7034803	0.4911015	0.8231263	0.1194640	0.2207231	0.9539475	0.6158327	0.5754729	0.5052679	0.9966908	0.1368004	0.8435032	0.3314807	0.0001291	0.1414857	0.0174794	0.0659469	0.7207630	0.2883406	0.0285014	0.4812396	0.2128515	0.0105318	0.4656836	0.4450746	0.7169587	0.4223414	0.8761591	0.0953868	0.0018375	0.1146690	0.4471326	0.4381352	0.0994997	0.9158613	0.6513934	0.5990603	0.6649091	0.0051283	0.4635605	0.6891659	0.7407332	0.3593368	0.8676705	0.3649846	0.9516949	0.6285357	0.6345004	0.6926513	0.7759578	0.0542054	0.9839579	0.0588259	0.6418083	0.6941413	0.8140927	0.5652427	0.8191436	0.3870724
750	0.7701414	0.4992287	0.9789801	0.3789498	0.4247769	0.1981770	0.2487959	0.5114427	0.7563172	0.4962286	0.9933306	0.3464889	0.7977084	0.0517319	0.0772967	0.9999975	0.1332506	0.0441160	0.1362254	0.0317954	0.1388924	0.9999726	0.6302750	0.7199511	0.0998893	0.0923814	0.2112422	0.0168066	0.0642420	0.0574948	0.0659142	0.0012348	0.9142360	0.4370344	0.5752336	0.9366416	0.9309827	0.1470643	0.1203510	0.3201770	0.8087815	0.6673634	0.4345769	0.8521723	0.0822713	0.1807185	0.9507903	0.6054808	0.5693448	0.4976766	0.9970337	0.1599329	0.8719163	0.3736227	0.0001016	0.1620563	0.0087390	0.0712985	0.7279438	0.2673403	0.0289730	0.4501572	0.1462170	0.0116691	0.4640350	0.4432677	0.6302144	0.3113358	0.8774345	0.0947432	0.0027426	0.1144643	0.4498473	0.3752581	0.1284374	0.8359194	0.7382568	0.5921483	0.6779968	0.0047540	0.4623761	0.6977610	0.7412009	0.4058395	0.9010984	0.3570510	0.9448608	0.6030520	0.7042465	0.6949739	0.7610893	0.0540808	0.9839689	0.0386018	0.6426637	0.6878467	0.8914534	0.5805541	0.8510152	0.3437024
800	0.7291179	0.4987260	0.9758427	0.3641111	0.4457659	0.1981543	0.2494991	0.4940489	0.7550768	0.5054757	0.9977234	0.3105559	0.8156924	0.0558219	0.0810489	0.9999973	0.1123804	0.0441160	0.1382718	0.0262836	0.1381063	0.9999749	0.5707386	0.7876850	0.0996776	0.0932922	0.2108791	0.0168066	0.0642422	0.0613646	0.0648082	0.0026662	0.9053478	0.2846457	0.5757257	0.9370696	0.9346713	0.1066831	0.1121438	0.3337620	0.8011297	0.6458969	0.4087712	0.8778451	0.0544627	0.1518939	0.9487086	0.5987808	0.5678676	0.4763863	0.9964573	0.2062193	0.8850378	0.4311908	0.0001351	0.1931200	0.0042701	0.0775940	0.7335269	0.2586642	0.0304658	0.4254304	0.1125264	0.0128618	0.4624632	0.4308872	0.6048201	0.2321646	0.8770760	0.1314082	0.0031884	0.1144181	0.4517424	0.3415896	0.1591521	0.7423322	0.7765896	0.5861768	0.6872423	0.0043984	0.4704778	0.7075792	0.7416644	0.4649097	0.9237165	0.3431515	0.9359582	0.5823739	0.7598917	0.6979339	0.7433664	0.0540288	0.9839709	0.0247251	0.6438751	0.6917497	0.9310689	0.5771209	0.8688972	0.3008293
850	0.6558063	0.4987876	0.9731772	0.3623844	0.4654124	0.1981350	0.2498449	0.4815509	0.7544982	0.5130186	0.9992314	0.2840263	0.8309951	0.0582464	0.0823027	0.9999970	0.1038694	0.0441160	0.1394812	0.0237912	0.1377360	0.9999760	0.5243525	0.8307954	0.0999206	0.0935508	0.2090817	0.0168066	0.0642425	0.0647875	0.0641983	0.0046982	0.9025237	0.1714157	0.5762649	0.9379249	0.9382975	0.0850267	0.1091222	0.3402854	0.7955427	0.6347931	0.3975682	0.8998597	0.0372064	0.1334924	0.9470299	0.5959652	0.5684895	0.4522438	0.9960789	0.2607274	0.8895976	0.4791325	0.0002190	0.2260327	0.0021297	0.0840565	0.7374560	0.2563490	0.0318411	0.4146383	0.0819921	0.0138174	0.4611839	0.4139505	0.6549028	0.1872956	0.8749044	0.1787838	0.0028644	0.1145214	0.4529207	0.3260412	0.1909997	0.6605078	0.7394384	0.5814478	0.6908760	0.0041581	0.4886487	0.7184901	0.7420418	0.5418454	0.9374532	0.3273936	0.9279159	0.5701010	0.7965396	0.7049433	0.7284431	0.0540204	0.9840033	0.0166157	0.6451206	0.7096727	0.9500157	0.5659673	0.8782363	0.2668749
900	0.5857060	0.4990138	0.9717014	0.3626340	0.4805806	0.1981197	0.2500451	0.4722944	0.7542039	0.5189182	0.9997423	0.2671990	0.8436378	0.0593521	0.0822943	0.9999967	0.1016484	0.0441160	0.1395716	0.0227346	0.1376572	0.9999762	0.4935827	0.8555362	0.1000862	0.0933685	0.2073381	0.0168066	0.0642430	0.0673192	0.0638992	0.0068571	0.9019959	0.1110967	0.5767131	0.9389348	0.9415963	0.0744864	0.1086018	0.3433318	0.7917980	0.6294855	0.3928530	0.9166585	0.0275491	0.1230442	0.9455815	0.5954863	0.5691075	0.4356128	0.9963496	0.3063202	0.8907523	0.5095507	0.0003257	0.2513961	0.0011527	0.0899282	0.7404232	0.2565983	0.0326520	0.4128199	0.0550158	0.0144531	0.4602815	0.3981125	0.7500438	0.1635395	0.8705405	0.2143020	0.0022340	0.1147055	0.4535822	0.3200440	0.2215592	0.6020868	0.6360000	0.5778233	0.6900917	0.0040287	0.5042763	0.7293073	0.7423216	0.6283428	0.9452974	0.3133641	0.9218650	0.5648953	0.8176823	0.7183273	0.7182947	0.0540334	0.9840392	0.0123464	0.6461211	0.7363771	0.9588484	0.5541773	0.8828299	0.2445736
