"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G68A	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.0115320	0.6945245	0.0455216	0.8741816	0.3689741	0.5090882	0.0375150	0.5162158	0.9935064	0.0398194	0.4408198	0.7250156	0.0172566	0.8602324	0.0254756	0.6995503	1.0088867	0.1580746	0.1204859	0.4843140	0.0010102	0.0394255	0.1347521	0.4818624	1.0513538	0.3020031	0.6622734	0.5837381	0.8980183	0.6794275	0.6522280	0.1812610	1.0181981	0.0894057	0.7541092	0.1930830	1.0017070	0.4763231	0.1478021	0.8868338	0.2571850	0.6524597	1.0025730	0.2948221	0.6120230	0.3838206	0.5783509	1.0475010	0.6510426	0.2014354	0.5132024	0.0244802	0.7380889	0.9749660	0.5439702	0.1236175	0.0734758	0.4466059	0.4702405	0.2506212	0.2748513	0.4176125	0.0822392	0.1926360	0.1866842	0.5899508	0.9497040	0.8596301	0.9968186	0.5923701	0.7709711	0.1780022	0.2319926	0.3206558	0.6111748	0.5110902	0.5092132	0.5328638	0.9139993	0.8882640	0.5261986	0.5256311	0.3293719	0.5285980	0.3231117	0.1834658	0.6647477	0.9022781	0.6875195	0.4155494	0.7173478	0.3203779	0.1863839	0.9962307	0.8152556	0.5912939	0.6049505	0.0020268	0.5232891	0.4443516
50	0.2706198	0.5232242	0.1306443	0.8261197	0.3488329	0.7425275	0.8647040	0.5104419	0.9857958	0.0443861	0.3910454	0.8101520	0.0305349	0.6075784	0.0316797	0.7893491	0.5957900	0.1585931	0.4677713	0.6049812	0.0037576	0.0649615	0.0959050	0.5220988	0.9513782	0.2761119	0.6892667	0.5567453	0.9561646	0.6171000	0.6277110	0.2552850	1.0527305	0.1002454	0.8465819	0.1933774	0.9779907	0.3127749	0.1208231	0.9077695	0.3771168	0.6635100	0.4698336	0.2580862	0.5849317	0.6031049	0.7364471	0.9848736	0.6046027	0.2047569	0.4992352	0.0198568	0.8493943	0.9915317	0.6524098	0.1612163	0.0449580	0.3853831	0.1949527	0.3478623	0.3283118	0.3956215	0.4453832	0.2308287	0.1880960	0.5140907	0.9656124	0.9369888	1.0326292	0.3784099	0.6540410	0.1232223	0.2433864	0.2000438	0.3000652	0.5372325	0.7940653	0.4625490	0.3547536	0.7702873	0.5029763	0.4858230	0.3281651	0.5671425	0.0653917	0.2389855	0.5853259	0.4598279	0.6513299	0.3769562	0.7091415	0.3446590	0.2913009	0.8766300	0.8499375	0.6339825	0.5908509	0.0008896	0.6439319	0.3808575
100	0.3458840	0.3185638	0.1231468	0.7067801	0.3557766	0.8199180	0.9762360	0.4738095	1.0803636	0.0474200	0.3589724	0.7719242	0.0996084	0.5518121	0.0561319	0.7342686	0.5829717	0.2752028	0.4808405	0.5630084	0.0207781	0.1073244	0.1359181	0.3721844	1.0594161	0.4071883	0.6919467	0.5860173	0.9948139	0.6758636	0.6731382	0.3126563	1.0060428	0.0783471	0.9562284	0.1998251	1.0143536	0.2437227	0.1037922	0.9436723	0.3335109	0.4478145	0.2706950	0.1793715	0.7013929	0.4687249	0.8322446	1.0353479	0.6986305	0.2544527	0.5623696	0.0107957	0.8207319	1.0703031	0.5978059	0.0860518	0.0294078	0.4392405	0.0841037	0.4745789	0.3482893	0.4514728	0.5194231	0.2794772	0.1991811	0.5022417	1.0227700	0.9122929	1.0081041	0.1888119	0.7231684	0.0482041	0.1924096	0.0617737	0.2542831	0.5668805	0.7687792	0.5093790	0.2965860	0.8273062	0.5162978	0.4386782	0.3004567	0.5295784	0.0149391	0.1906568	0.5765071	0.2804388	0.6768292	0.4089251	0.7163011	0.4115729	0.3234127	0.8907371	0.8261881	0.5810163	0.6372544	0.0073102	0.6817213	0.4048613
150	0.3784246	0.3030417	0.1610023	0.5967433	0.3124149	0.7448094	0.9208141	0.4382129	1.0457993	0.0325924	0.4443721	0.7530143	0.1180693	0.5646240	0.0660513	0.7824895	0.4894675	0.3872275	0.4895475	0.6338722	0.0109118	0.1465246	0.2458638	0.2778254	0.9760505	0.6004457	0.6843021	0.5049510	0.9583115	0.6465868	0.7409449	0.2265182	1.0291582	0.0536172	0.9023581	0.1499491	1.0285183	0.1602169	0.0950073	0.8141904	0.2239514	0.3128474	0.1032496	0.1341569	0.6311771	0.3815129	0.8356556	0.9483320	0.7666734	0.2770503	0.4981418	0.0107445	0.7769709	1.0229826	0.7287341	0.1337648	0.0425846	0.5134017	0.0681772	0.5396854	0.3895457	0.2850659	0.5444749	0.2703017	0.2141909	0.5126742	1.0622215	0.7685641	1.1076965	0.1481666	0.6567348	0.0268535	0.1441913	0.0228022	0.1870578	0.5702687	0.6584387	0.4460615	0.3027456	0.8356330	0.3656976	0.4208980	0.2934488	0.4655768	0.0061128	0.0949004	0.7270955	0.2090404	0.6009726	0.3376123	0.6824038	0.4072113	0.2628232	0.9956705	0.9195357	0.6066835	0.6182457	0.0054911	0.8163699	0.5205665
200	0.3496071	0.3514465	0.1674566	0.4963596	0.4388078	0.6942673	0.9414067	0.4712408	1.0059379	0.0322719	0.4788691	0.4393597	0.1177832	0.5631072	0.1119541	0.8213939	0.4456364	0.5071163	0.4371599	0.6943777	0.0246195	0.1109240	0.2862247	0.2847382	1.0325052	0.6781402	0.6971299	0.4869158	0.9454852	0.7782360	0.7732081	0.1952796	1.0294191	0.0553056	0.9242573	0.1705228	1.0104889	0.1384944	0.1237010	0.8277296	0.1097803	0.2480488	0.0636729	0.1514150	0.6207055	0.4362246	0.7660409	1.0550358	0.8214669	0.2952721	0.5815163	0.0019705	0.9242988	1.1198632	0.6917520	0.2113757	0.0618201	0.5603855	0.0776115	0.6183293	0.3562380	0.3364847	0.5034353	0.3375283	0.2904672	0.5405752	1.0771562	0.7779318	1.0790188	0.1055868	0.7040379	0.0226765	0.1418663	0.0072774	0.1775736	0.6496420	0.7590331	0.3900388	0.3081377	0.8315180	0.2561065	0.4738532	0.3364370	0.5015562	0.0076226	0.0790855	0.8977670	0.1363509	0.6831414	0.3334098	0.5642410	0.3734707	0.1285265	0.9190152	0.8520117	0.5583977	0.6485218	0.0091329	0.7783592	0.5904436
250	0.3313821	0.3059132	0.2106786	0.4473822	0.5224539	0.6745951	0.9350103	0.4525281	1.0010791	0.0437726	0.5061267	0.3056440	0.1718286	0.4815083	0.1667191	0.8707315	0.4412561	0.5131993	0.4543315	0.6860208	0.0131143	0.1211836	0.3880983	0.2779632	1.0660376	0.7756393	0.6557585	0.5433863	0.9705704	0.7770303	0.7246034	0.1690540	0.9776694	0.0322166	0.9233404	0.1533525	1.0549041	0.1110150	0.1226867	0.8041270	0.0868677	0.2095538	0.0680716	0.1609284	0.6075992	0.4106705	0.7061149	0.9124866	0.8361805	0.2784745	0.5632371	0.0060334	0.8113520	0.9603056	0.7949781	0.2451953	0.0679562	0.5882488	0.0958158	0.6825926	0.3478147	0.2235546	0.4069396	0.4452867	0.4831704	0.5990989	0.9667161	0.9343166	0.9371491	0.0768352	0.6667862	0.0121725	0.0791688	0.0239522	0.1695929	0.6630228	0.7511626	0.4351525	0.3716467	0.8371600	0.1753184	0.6061619	0.3238465	0.5341665	0.0042857	0.0899211	0.8614426	0.1607572	0.6597684	0.3239404	0.6282916	0.3479657	0.0754603	0.9151319	0.8857607	0.5647921	0.7839789	0.0027881	0.6076283	0.6305727
300	0.3697789	0.3008874	0.2204897	0.5257079	0.5007648	0.5852670	1.0541229	0.4899238	0.9925729	0.0335600	0.3975137	0.2831025	0.1992931	0.5326101	0.2098608	0.8827965	0.4071794	0.5410816	0.4874136	0.6770462	0.0079101	0.1562166	0.3694717	0.2806655	0.9798519	0.7493747	0.7014094	0.5464742	0.9789164	0.7677859	0.6952490	0.1655281	0.9985090	0.0336359	1.0215871	0.1914801	0.9816549	0.1042012	0.1200294	0.8280040	0.0717874	0.2181562	0.0604068	0.0972556	0.6707397	0.4539810	0.7040920	1.0187648	0.8333750	0.2846802	0.5526107	0.0023946	0.8716345	0.9199749	0.8552400	0.2339077	0.0832060	0.6527101	0.0776686	0.7475433	0.3134570	0.2647089	0.4351286	0.5027879	0.5866701	0.5571294	0.9647547	0.9577981	0.9638541	0.0626168	0.5942380	0.0072872	0.0612648	0.0469297	0.1416686	0.6620396	0.7957296	0.4040667	0.3974086	0.8257078	0.1607804	0.7082303	0.4209904	0.5349940	0.0010736	0.1023008	0.9839744	0.1435563	0.7142227	0.3107144	0.6102459	0.3029155	0.0885534	1.0167473	0.9537954	0.6020473	0.6781360	0.0066831	0.4906022	0.6675771
350	0.3457338	0.2658371	0.2417195	0.5046155	0.3894769	0.5051816	0.9725407	0.4989155	1.0633842	0.0504196	0.3715540	0.3066463	0.2738193	0.5086263	0.1670446	0.8891006	0.4182237	0.5256011	0.4288836	0.7240990	0.0617210	0.1459689	0.3101549	0.2961073	1.0187075	0.7800464	0.6425429	0.4968005	0.8331088	0.6806400	0.7123950	0.1619494	0.9678172	0.0301473	0.9946106	0.1980362	1.0383778	0.1137083	0.1215357	0.6565456	0.0653848	0.2068979	0.0844795	0.0915778	0.6522562	0.4335440	0.6888810	0.9844314	0.8657094	0.2385865	0.5660973	0.0025855	0.8160410	0.8886101	0.8123530	0.3176094	0.0604486	0.7209444	0.0798593	0.7490236	0.3822645	0.3082991	0.4184656	0.5359194	0.5120780	0.5246964	0.9675402	0.9550019	0.9208488	0.1091733	0.5818618	0.0057716	0.0657871	0.0268173	0.1378861	0.6188105	0.7092472	0.2966523	0.4690414	0.8117714	0.1747506	0.7057466	0.3388471	0.5084649	0.0011270	0.0891790	0.8903672	0.1597895	0.6894102	0.3724663	0.6414905	0.2573563	0.1079965	0.9625475	0.8904634	0.5584324	0.6776811	0.0053004	0.3929899	0.6949740
400	0.3250369	0.2550836	0.2421008	0.4553450	0.3182746	0.5347355	1.0091102	0.4357180	1.0329499	0.0405208	0.3924471	0.2506432	0.2340623	0.5127050	0.2039776	0.9889012	0.3605263	0.5627752	0.4590380	0.7666934	0.0688462	0.1709052	0.2665653	0.2345875	0.9891760	0.7242394	0.7192479	0.5609612	0.8936722	0.6513021	0.7482382	0.1333763	1.0315958	0.0238328	0.9515295	0.1708236	1.1337921	0.1308379	0.1179224	0.7349871	0.0735750	0.2015431	0.0951104	0.0497034	0.6866594	0.3710821	0.7040680	1.0668419	0.8742993	0.2034598	0.5924930	0.0001049	0.8727777	0.8539456	0.7964097	0.3903394	0.0779302	0.7617525	0.1371433	0.6771480	0.3776246	0.3127234	0.3846643	0.4176875	0.5295320	0.4627690	1.0132871	1.0331325	0.9697865	0.0991623	0.6557264	0.0272080	0.0405110	0.0254352	0.1543915	0.6679307	0.7299097	0.2166935	0.4388419	0.7667571	0.1589843	0.7060404	0.2898831	0.5374524	0.0009012	0.0850034	0.8815308	0.1914437	0.6550373	0.3306785	0.6043971	0.3170944	0.0484750	0.9083271	0.8428076	0.5649578	0.7308060	0.0010583	0.3053797	0.6100659
450	0.3302214	0.2531635	0.2818370	0.4268570	0.3433116	0.5251782	1.0061688	0.4394012	0.9997048	0.0427516	0.3528686	0.2831553	0.1803799	0.5310299	0.3485679	0.9567585	0.4322659	0.5356745	0.4429646	0.8478892	0.0813179	0.1278661	0.3076627	0.2880382	0.9567955	0.6963670	0.6897364	0.5636759	0.8632140	0.6564556	0.7472026	0.1154600	1.0025626	0.0156855	0.9605484	0.1375017	1.0972363	0.1115072	0.1398307	0.8265536	0.0482167	0.2006107	0.1155997	0.0932182	0.5991178	0.3600986	0.7682310	1.0129222	0.9084616	0.2030860	0.5708243	0.0001295	0.9452759	0.9084834	0.8739514	0.5146240	0.0582751	0.7425227	0.1380460	0.6506513	0.3199374	0.3174733	0.3517785	0.4759281	0.5973534	0.4635961	0.9568942	1.0171446	1.0627152	0.0430756	0.6321133	0.0235878	0.0664285	0.0223645	0.1149279	0.6127210	0.7658458	0.1677453	0.4326640	0.8469693	0.1363504	0.7983165	0.3744191	0.5073124	0.0036939	0.0801830	0.9275667	0.2053635	0.6396024	0.3199516	0.5849255	0.3130590	0.0950334	0.9996643	0.8448878	0.5403410	0.7339631	0.0073466	0.2942546	0.6155430
500	0.3865209	0.2931536	0.2418466	0.3798127	0.3492369	0.5411422	0.9874804	0.4576526	1.0470079	0.0466301	0.3725117	0.2771763	0.2070432	0.4737785	0.4288747	0.9220266	0.3722052	0.5614405	0.3701119	0.7687848	0.0746184	0.1334186	0.5293109	0.2008456	1.0064834	0.8377478	0.6545064	0.5282475	0.9478923	0.7032732	0.7638179	0.1437082	1.0816552	0.0226545	0.9484900	0.1498407	1.0412847	0.1215972	0.1234511	0.7833552	0.0433411	0.1813349	0.1127180	0.1143285	0.6091417	0.3776085	0.7682785	1.0510743	0.8648295	0.2187904	0.5781324	0.0002408	0.9287350	0.7743716	0.8874939	0.4107360	0.0534162	0.7150717	0.1091496	0.6965201	0.3794012	0.1921093	0.3807053	0.4317782	0.6230437	0.5037014	0.9011835	0.9819338	0.9483278	0.0279481	0.6320894	0.0393620	0.1224216	0.0155038	0.1667427	0.6485218	0.7250919	0.1682897	0.4519118	0.8119883	0.1373371	0.7353068	0.3607754	0.4906862	0.0031476	0.0819179	0.8223409	0.1748920	0.7130605	0.2667204	0.6102809	0.2817247	0.0814253	0.9784654	0.7808489	0.6110478	0.6708227	0.0049945	0.2163186	0.6638744
550	0.2572269	0.3877883	0.1620468	0.4096542	0.3701830	0.2334635	0.1717461	0.4495477	1.0307968	0.0621029	0.3632737	0.2907848	0.1307071	0.7882852	0.4833142	0.9133135	0.6893633	0.5087011	0.0805582	0.9255291	0.0250166	0.0883935	0.6012060	0.2514185	1.1200481	0.8410028	0.5986159	0.5785803	0.8765106	0.7437951	0.7609178	0.1563011	0.9463041	0.0137325	0.7655640	0.1670394	0.9260525	0.2873231	0.1583093	0.9340634	0.0674416	0.0616975	0.5337717	0.0802352	0.6774316	0.3228894	0.4854103	1.0387162	0.8665681	0.2531240	0.5939290	0.0022968	0.9395153	0.7805719	0.7071372	0.3829817	0.0983543	0.7303288	0.4050208	0.6546013	0.3517920	0.3019132	0.1607884	0.4221366	0.5966687	0.5302905	1.0038945	1.0189997	0.9792875	0.0667442	0.6183430	0.0856070	0.3077132	0.1932067	0.3984209	0.4900727	0.3596855	0.2861458	0.9364900	0.8443609	0.1388489	0.9453694	0.3834989	0.5968971	0.1332691	0.0660851	0.8372352	0.5422666	0.7284766	0.3038139	0.6010303	0.2898504	0.0569374	1.0374057	0.7764182	0.6267773	0.7260359	0.0051707	0.1743281	0.7276396
600	0.2516548	0.4052488	0.1338026	0.3996408	0.4448636	0.1164514	0.0595571	0.4632345	0.9893670	0.0601642	0.3489698	0.2837877	0.0989749	0.8442488	0.3681506	0.8555440	0.7988814	0.4803264	0.0833600	0.9153786	0.0181145	0.0543835	0.3946716	0.3045050	1.0476341	0.7029884	0.6467741	0.5422843	0.8905944	0.7169726	0.7684063	0.1415517	1.0318297	0.0468838	0.3799244	0.1828861	1.0161886	0.3526723	0.1737412	0.8767038	0.0553075	0.1214852	0.7960183	0.1234590	0.6751999	0.2802048	0.4438352	1.0205535	0.7852110	0.1969417	0.6139784	0.0124718	0.8788995	0.9000802	0.6256772	0.3689655	0.0759068	0.7542392	0.5219504	0.6151982	0.4260508	0.4558395	0.0587962	0.4330984	0.3680050	0.5394412	1.0287837	0.9905832	0.9737126	0.0766452	0.6020793	0.1757887	0.3960787	0.3395745	0.4270837	0.5160525	0.5309797	0.3451080	0.8628409	0.8660506	0.2344983	0.8658946	0.3934032	0.5869699	0.1198446	0.0782774	0.7692405	0.7508257	0.6930463	0.3132752	0.5484365	0.2556686	0.1167386	1.0376921	0.6718025	0.6177934	0.6791756	0.0071159	0.1502967	0.6705568
650	0.2167701	0.4939612	0.1132937	0.4749025	0.3123732	0.1262583	0.0254777	0.5043886	1.0036277	0.0623007	0.2967256	0.3968577	0.0352528	0.9644235	0.1833024	0.9206008	0.8006002	0.4208486	0.0869151	0.7419162	0.0084248	0.0494281	0.2831235	0.3586164	1.1255053	0.7309571	0.6907964	0.5483422	0.9584754	0.6810693	0.7167003	0.1807706	0.9692319	0.0400248	0.3856518	0.1688774	1.0763484	0.4588880	0.1720580	0.9162822	0.0366404	0.3258807	0.8723125	0.2030751	0.6107207	0.3315912	0.4023190	0.9705909	0.7270813	0.1558798	0.5613281	0.0232903	0.9102562	0.9463720	0.5442212	0.3316456	0.0445509	0.7936246	0.5330248	0.5475507	0.4039304	0.4528553	0.0280119	0.2360312	0.2034514	0.4939274	0.9944555	0.8732357	1.0162262	0.1384502	0.6404344	0.1379470	0.4594677	0.4051877	0.4593622	0.5383452	0.5786081	0.4024933	0.8441472	0.8306419	0.1921346	0.8735194	0.3248792	0.5892005	0.1284849	0.0859027	0.5652075	0.8510776	0.6491338	0.3663862	0.5759081	0.2502885	0.1235125	0.9865809	0.5778144	0.6118353	0.5543207	0.0051137	0.1202608	0.7458904
700	0.0835172	0.6014999	0.0708431	0.5211233	0.2372357	0.0786512	0.0239324	0.4432575	1.0471525	0.0626330	0.3542146	0.5440572	0.0235915	0.9644731	0.0819186	0.9113629	0.8830552	0.3942057	0.1315287	0.5973547	0.0090116	0.0595962	0.2470251	0.4184717	1.0616688	0.5403016	0.6989811	0.5880686	0.9638994	0.7073603	0.6582166	0.2360181	0.9966984	0.0775613	0.3321609	0.1599734	0.9965663	0.4338917	0.1377809	0.8597097	0.0513479	0.4513591	0.9600759	0.2547232	0.5975016	0.3165838	0.5513433	0.9832036	0.7222206	0.1471017	0.5787010	0.0174993	0.8566230	0.9469496	0.4544209	0.3259618	0.0633971	0.7565588	0.4967619	0.3126194	0.4851108	0.4452328	0.0265089	0.2375835	0.1387823	0.4428741	0.9918273	0.9082535	0.9739997	0.2464726	0.6648238	0.1767333	0.5059047	0.4433005	0.4783758	0.4416846	0.6021105	0.4680918	1.0262811	0.8436001	0.2311328	0.7950298	0.3709931	0.5362317	0.1605225	0.0894314	0.5570671	0.8323591	0.6684427	0.3319689	0.6055513	0.2786819	0.1676015	0.9728431	0.6024795	0.5913340	0.5684578	0.0080799	0.1282946	0.7275943
750	0.0471624	0.7465656	0.0489111	0.6308214	0.3229456	0.1709232	0.0267627	0.4249090	0.9687831	0.0510131	0.4856606	0.7451563	0.0220995	0.9611821	0.0477132	0.8094643	0.8903428	0.3541829	0.1329621	0.5662422	0.0057381	0.0617951	0.2125637	0.4136928	0.9605794	0.3710978	0.6572442	0.5730796	0.9984806	0.7598487	0.7168676	0.2744845	1.0032524	0.1090015	0.4236963	0.1642305	0.9754971	0.4510595	0.1699805	0.9221545	0.1079002	0.4796483	0.9357382	0.2695284	0.6194706	0.2649455	0.6147338	0.9375451	0.7158841	0.1663235	0.5653858	0.0224939	0.8240711	0.9130623	0.4013149	0.1492911	0.0687109	0.6654866	0.4787189	0.2317424	0.4541557	0.4457609	0.0048372	0.2142390	0.1585803	0.4309534	0.9758742	0.8648309	0.9409664	0.3946347	0.5956469	0.1745526	0.6398476	0.4717593	0.4730673	0.4655774	0.7126450	0.4566890	0.8510560	0.8511782	0.3388507	0.6475666	0.3438228	0.5983550	0.2457270	0.1270715	0.6051279	0.7789816	0.6860514	0.3411066	0.5377277	0.2751769	0.2117909	1.0149122	0.6404194	0.5973733	0.6460719	0.0039257	0.1389191	0.6563734
800	0.0116337	0.9251205	0.0528181	0.6776721	0.4042372	0.1556197	0.0295754	0.5226531	0.9444223	0.0454375	0.4208835	0.7940741	0.0213568	0.9934048	0.0170868	0.7442188	0.8929424	0.3141793	0.1320844	0.4945093	0.0050803	0.0521168	0.1703712	0.4426496	0.9619488	0.3382615	0.6842503	0.5456570	0.9276845	0.7286659	0.7205386	0.2883154	0.9191776	0.0955704	0.5744061	0.2013907	0.9521862	0.4856096	0.1398744	0.9841304	0.1500056	0.5775357	1.0250479	0.2424896	0.6394708	0.2683491	0.6099732	0.9834437	0.5797012	0.1293813	0.5204866	0.0142753	0.8708153	0.9220576	0.3900496	0.0726509	0.0937132	0.5717215	0.4276803	0.2778866	0.5080786	0.4855066	0.0022105	0.2007706	0.1790525	0.5196764	1.0151214	0.8118878	0.9727256	0.4713529	0.6403828	0.1520906	0.5983029	0.4714523	0.5199575	0.5027508	0.7140878	0.5627696	0.8715037	0.8303081	0.3695901	0.4980333	0.3874069	0.5624997	0.3163915	0.1364078	0.5779865	0.8085835	0.6776254	0.3686003	0.6125871	0.2414989	0.2189998	0.9255658	0.6881936	0.5877755	0.6522044	0.0008022	0.1589559	0.5999866
850	0.0025540	0.9522468	0.0392715	0.7479265	0.3540788	0.1910332	0.0243103	0.4892489	0.9968817	0.0475063	0.3987554	0.7712947	0.0213624	1.0182593	0.0219517	0.6388358	0.8255246	0.2494599	0.1773567	0.5471656	0.0101607	0.0531257	0.1530729	0.4749540	0.9727525	0.3210792	0.6476204	0.5472622	0.9533040	0.7423557	0.6988694	0.2436024	0.9625882	0.1026748	0.5834127	0.1483114	0.8676291	0.4701301	0.1416280	0.9583153	0.2299382	0.6197125	0.9843171	0.2618038	0.7031462	0.4627093	0.5720400	0.9779313	0.6205842	0.1817494	0.5493589	0.0376423	0.7713530	1.0370775	0.4139250	0.1054625	0.1107045	0.5584574	0.4426730	0.3974354	0.4376053	0.4448314	0.0004938	0.1922941	0.1837991	0.4671826	1.1096407	0.7927959	0.9972470	0.5099535	0.7535682	0.0832234	0.6775947	0.3963401	0.5774714	0.4857940	0.5951170	0.5527244	0.7779270	0.8786357	0.3663046	0.5140767	0.4062772	0.5888877	0.3498173	0.1367073	0.4932585	0.9102252	0.7065747	0.3854505	0.5907505	0.1918647	0.2931054	0.8724770	0.6847656	0.7451292	0.5875150	0.0057862	0.2272193	0.4275304
900	0.0062510	0.8262590	0.0540991	0.7331437	0.3255444	0.2968508	0.0143296	0.5006543	1.0338073	0.0530261	0.4106112	0.8564752	0.0178439	1.0174339	0.0250928	0.5340746	0.9446526	0.2205478	0.1523096	0.4929613	0.0050269	0.0458412	0.0985009	0.4715951	1.0485963	0.2976119	0.5683298	0.5406451	0.9465218	0.7264302	0.6287957	0.2430699	1.0072091	0.0729567	0.4994235	0.1896435	0.8389795	0.4698672	0.1385184	0.9709248	0.2328055	0.5740694	0.9598434	0.2306786	0.6910432	0.5275660	0.5996395	0.9585002	0.5962084	0.1321312	0.6248549	0.0311484	0.7905958	1.0248971	0.3886170	0.1332930	0.0721517	0.5514888	0.4094490	0.3952702	0.3864357	0.4188815	0.0086978	0.1905764	0.1570729	0.4608396	1.0068481	0.8312766	1.0082834	0.6211571	0.6833983	0.0977151	0.5453164	0.3662819	0.5099471	0.5124113	0.5622086	0.5101211	0.8223417	0.8407481	0.4207596	0.4937475	0.3178968	0.6053756	0.3336664	0.1875116	0.4700578	0.8636637	0.6767356	0.4450005	0.5712809	0.2118937	0.2691098	0.9350271	0.7124882	0.6950730	0.5835886	0.0187867	0.3202473	0.5459555
950	0.0025041	0.6901867	0.0295085	0.8228733	0.3224831	0.3688349	0.0302845	0.4766570	0.9783435	0.0424367	0.3633349	0.8000303	0.0145034	1.0114914	0.0072415	0.5361455	0.8337345	0.2052122	0.1422808	0.5613442	0.0036217	0.0748146	0.0872868	0.5050926	1.0909081	0.2156156	0.5913586	0.5305874	0.9416671	0.6816693	0.5999578	0.2657885	1.0739953	0.0661359	0.7807058	0.1677459	0.9334737	0.4171951	0.1196389	0.8801616	0.2467543	0.5401158	0.9776455	0.3089980	0.6964118	0.4276666	0.5809991	0.9358648	0.5896595	0.1675180	0.5595663	0.0402210	0.7461469	1.0981076	0.4149848	0.1195248	0.0445256	0.5379105	0.3898906	0.4268327	0.3057333	0.4136083	0.0311597	0.1569124	0.1785328	0.5589735	1.0635113	0.8683916	0.9763843	0.4979949	0.7201077	0.1790530	0.4238536	0.3583536	0.5657724	0.5013034	0.6010692	0.4848558	0.8674875	0.8712244	0.4976563	0.4263449	0.3046020	0.4895671	0.2834214	0.2169419	0.5272650	0.8613171	0.6606037	0.4535990	0.6997772	0.2748577	0.2333335	0.9123770	0.8048969	0.6213597	0.5761914	0.0070716	0.4465600	0.4838851
1000	0.0044073	0.7020313	0.0445378	0.8463295	0.2907647	0.4549190	0.0160700	0.4246208	0.9259367	0.0445679	0.4005885	0.7926908	0.0243022	1.0525406	0.0223209	0.5986868	0.8670549	0.2242512	0.1092552	0.5952302	0.0061578	0.0561717	0.0824578	0.4520635	1.0255361	0.2836174	0.6359500	0.5335802	0.9618464	0.6559979	0.6814145	0.2037679	0.9033946	0.0836297	0.6158797	0.2148442	0.9499610	0.4478425	0.1558256	0.9109098	0.2449288	0.5743531	1.0351902	0.3065741	0.6884510	0.4057592	0.6310981	1.0489830	0.6336928	0.1632456	0.5909037	0.0505937	0.6815823	0.9959723	0.5057814	0.1288837	0.0477722	0.4771362	0.4597391	0.3633274	0.3102462	0.4240010	0.0642882	0.1384316	0.1536877	0.6018207	1.0522009	0.8464940	1.0056622	0.5076477	0.6958163	0.1520713	0.3854433	0.3039188	0.5939145	0.4669652	0.4930149	0.5294771	0.7857744	0.9224290	0.4988808	0.4395763	0.3313480	0.6807874	0.3132751	0.2579829	0.5257038	0.9040020	0.7041171	0.3779866	0.7887971	0.3066676	0.2635892	1.0310868	0.7595815	0.5626691	0.6935196	0.0030854	0.4825321	0.4265782

0	0.0115320	0.6945245	0.0455216	0.8741816	0.3689741	0.5090882	0.0375150	0.5162158	0.9935064	0.0398194	0.4408198	0.7250156	0.0172566	0.8602324	0.0254756	0.6995503	1.0088867	0.1580746	0.1204859	0.4843140	0.0010102	0.0394255	0.1347521	0.4818624	1.0513538	0.3020031	0.6622734	0.5837381	0.8980183	0.6794275	0.6522280	0.1812610	1.0181981	0.0894057	0.7541092	0.1930830	1.0017070	0.4763231	0.1478021	0.8868338	0.2571850	0.6524597	1.0025730	0.2948221	0.6120230	0.3838206	0.5783509	1.0475010	0.6510426	0.2014354	0.5132024	0.0244802	0.7380889	0.9749660	0.5439702	0.1236175	0.0734758	0.4466059	0.4702405	0.2506212	0.2748513	0.4176125	0.0822392	0.1926360	0.1866842	0.5899508	0.9497040	0.8596301	0.9968186	0.5923701	0.7709711	0.1780022	0.2319926	0.3206558	0.6111748	0.5110902	0.5092132	0.5328638	0.9139993	0.8882640	0.5261986	0.5256311	0.3293719	0.5285980	0.3231117	0.1834658	0.6647477	0.9022781	0.6875195	0.4155494	0.7173478	0.3203779	0.1863839	0.9962307	0.8152556	0.5912939	0.6049505	0.0020268	0.5232891	0.4443516
