"Time"	YDR216W	YKL015W	YGL181W	YGL254W	YMR019W	YJR147W	YOL089C	YCR096C	YCR097W	YCL066W	YLR366W	YER171W	YHL032C	YDR223W	YMR017W	YDL159WA	YPL092W	YOL154W	YBR226C	YAR050W	YJL193W	YCL039W	YHL035C	YDR084C	YDL117W	YDL050C	YNL268W	YKL178C	YKL005C	YDR292C	YNL014W	YFR007W	STA3	YKL197C	YOR056C	YFR042W	YJL195C	YLR126C	YKL176C	YBR292C	YLL056C	YBR227C	YMR118C	STA1	YAL067C	YKL175W	YOR263C	YDL119C	YDR057W	YCR039C	YJR140C	YPL215W	YCR108C	YMR303C	YJR141W	YDL073W	YOR057W	YLR212C	YNL050C	YOL086C	YHR155W	YNL270C	YPL243W	YBL064C	YGR257C	YBR228W	YDL206W	YFR041C	YDR071C	YHR028C	YDR099W	YDR210WD	YJR013W	YEL020C	YPR118W	YNL114C	YLR311C	YGR107W	YAL022C	YOL155C	YDR282C	YDL024C	YLL059C	YMR238W	YMR041C	STA2	YBL063W	YAL065C	YLR312WA	YPL147W	YLL055W	YLR365W	YBR257W	YBR256C	YKL219W	YLR143W	YOR368W	YGR027WA	YOL164WA	YLR410WB
4	1.0000000	0.3549601	0.2894711	0.4644315	0.9732909	1.0000000	0.9567995	0.7454583	0.2360924	0.6144151	0.9982062	0.6038006	0.1176264	0.0766707	0.3521579	0.1435666	0.8244602	0.5566716	0.2313661	0.4806269	0.9722674	0.8631981	0.9277135	0.8191781	0.9609944	0.8017500	0.9911967	0.8055027	0.7032525	0.9932876	0.3850055	0.5388838	0.3492066	0.3799636	0.9725204	0.8505168	0.6130494	0.1672560	0.7827151	0.0315801	0.1161583	0.0443860	0.1898256	0.8711864	0.8839426	0.0749715	0.7935145	0.0377820	0.0546629	0.2284285	0.5213355	0.9894954	0.9241830	0.7381625	0.0723701	0.6037128	0.0571741	0.5734922	0.9965716	0.9620449	0.1532166	0.4541077	0.9600141	0.0559285	0.9715672	0.0921564	0.4057927	0.3251423	0.2185914	0.5173815	0.0441142	0.1098178	0.2501939	0.9090638	0.0123624	0.3311341	0.6865283	0.5640281	0.6331137	0.9943523	0.3966763	0.1054205	0.9923820	0.4128568	0.0899961	0.8328780	0.0135986	0.4922274	0.9306778	0.7673254	0.0285600	0.9997083	0.3256964	0.3956450	0.1379471	0.8511445	0.3259452	0.8267263	0.6371181	0.8437664
5	1.0000000	0.3556171	0.2894339	0.4643565	0.9732038	1.0000000	0.9583783	0.7451087	0.2368044	0.6143644	0.9982062	0.6024997	0.1176264	0.0766787	0.3521684	0.1437145	0.8243115	0.5567104	0.2315499	0.4806376	0.9722639	0.8631405	0.9277363	0.8191787	0.9609947	0.8022556	0.9911933	0.8054652	0.7029926	0.9933452	0.3851717	0.5388840	0.3492385	0.3799629	0.9724571	0.8505187	0.6129977	0.1671543	0.7826896	0.0315797	0.1161573	0.0443860	0.1899870	0.8718333	0.8855222	0.0749549	0.7935146	0.0378317	0.0546629	0.2284784	0.5213354	0.9894957	0.9241634	0.7381625	0.0724267	0.6034131	0.0571733	0.5738030	0.9965707	0.9620416	0.1533311	0.4541922	0.9600195	0.0561634	0.9715549	0.0923000	0.4056283	0.3251395	0.2186098	0.5173814	0.0441199	0.1099458	0.2502262	0.9090655	0.0123791	0.3284147	0.6866448	0.5653837	0.6331032	0.9944028	0.3966636	0.1054091	0.9923822	0.4129038	0.0899690	0.8328552	0.0136283	0.4922433	0.9306581	0.7674211	0.0285599	0.9997078	0.3256964	0.3956447	0.1379425	0.8511765	0.3259452	0.8267331	0.6371181	0.8438668

0	1.0000000	0.3811597	0.2895186	0.4645330	0.9707221	1.0000000	1.0000000	0.7323843	0.2557068	0.6145198	0.9982059	0.5645709	0.1176264	0.0766376	0.3521445	0.1491681	0.8187420	0.5566161	0.2424309	0.4806108	0.9718068	0.8634355	0.9276802	0.8191776	0.9609931	0.8315361	0.9912011	0.8008911	0.6925838	0.9952165	0.3932015	0.5388828	0.3490953	0.3799666	0.9710319	0.8505126	0.6101572	0.1654919	0.7827478	0.0315810	0.1161598	0.0443860	0.1944546	0.9003505	0.9310916	0.0750019	0.7935142	0.0401291	0.0546629	0.2283654	0.5213361	0.9894948	0.9242067	0.7381625	0.0751455	0.5892526	0.0571774	0.5900898	0.9965726	0.9620487	0.1586915	0.4539991	0.9599926	0.0623107	0.9715848	0.0974978	0.4064741	0.3251476	0.2198507	0.5173816	0.0441071	0.1149810	0.2501542	0.9090582	0.0131411	0.2587404	0.6863798	0.6089129	0.6331575	0.9955759	0.3967289	0.1054384	0.9923818	0.4126616	0.0900310	0.8330098	0.0144217	0.4921613	0.9307032	0.7711253	0.0285602	0.9996988	0.3256964	0.3956462	0.1379662	0.8510954	0.3259452	0.8266980	0.6371181	0.8436371
1	1.0000000	0.3811597	0.2895180	0.4645294	0.9707221	1.0000000	1.0000000	0.7323843	0.2557068	0.6145043	0.9982060	0.5737218	0.1176264	0.0755683	0.3464726	0.1491681	0.8187241	0.5566191	0.2424296	0.4763154	0.9720370	0.8633750	0.9276822	0.8191775	0.9609934	0.8315475	0.9912010	0.8009158	0.6925559	0.9952165	0.3911816	0.5388831	0.3416629	0.3799658	0.9710319	0.8505133	0.6101599	0.1654912	0.7890981	0.0315808	0.1136595	0.0426180	0.1944546	0.9003482	0.9311027	0.0749982	0.7935143	0.0401289	0.0533759	0.2283658	0.5213360	0.9897478	0.9242068	0.7381625	0.0740256	0.5892527	0.0571765	0.5874407	0.9965726	0.9620488	0.1586914	0.4540009	0.9599980	0.0623107	0.9715838	0.0974978	0.4063000	0.3251469	0.2198489	0.5087835	0.0428428	0.1149809	0.2456245	0.9090595	0.0131410	0.2587392	0.6863803	0.6089141	0.6180172	0.9955759	0.3967154	0.1075058	0.9923818	0.4071854	0.0888401	0.8329722	0.0144220	0.4905937	0.9307027	0.7711254	0.0285602	0.9996988	0.3256964	0.3903363	0.1565043	0.8432978	0.3259452	0.8267053	0.6371181	0.8349606
2	1.0000000	0.3811597	0.2895174	0.4645258	0.9707220	1.0000000	1.0000000	0.7323843	0.2557068	0.6144889	0.9982060	0.5825692	0.1176264	0.0745229	0.3409953	0.1491681	0.8187065	0.5566220	0.2424283	0.4721061	0.9722631	0.8633153	0.9276842	0.8191775	0.9609937	0.8315588	0.9912009	0.8009402	0.6925283	0.9952165	0.3892026	0.5388833	0.3344058	0.3799651	0.9710319	0.8505140	0.6101626	0.1654906	0.7952481	0.0315807	0.1112251	0.0409207	0.1944546	0.9003459	0.9311137	0.0749946	0.7935143	0.0401288	0.0521235	0.2283663	0.5213358	0.9899937	0.9242070	0.7381625	0.0729286	0.5892529	0.0571757	0.5848306	0.9965726	0.9620489	0.1586912	0.4540027	0.9600033	0.0623107	0.9715829	0.0974978	0.4061284	0.3251463	0.2198471	0.5003838	0.0416208	0.1149809	0.2412046	0.9090608	0.0131408	0.2587380	0.6863808	0.6089153	0.6033526	0.9955758	0.3967022	0.1095300	0.9923818	0.4018355	0.0876887	0.8329350	0.0144224	0.4890576	0.9307022	0.7711254	0.0285602	0.9996988	0.3256964	0.3851278	0.1746240	0.8356586	0.3259452	0.8267124	0.6371181	0.8265659
3	1.0000000	0.3811597	0.2895168	0.4645224	0.9707220	1.0000000	1.0000000	0.7323844	0.2557068	0.6144739	0.9982061	0.5911233	0.1176264	0.0735008	0.3357058	0.1491681	0.8186891	0.5566249	0.2424271	0.4679811	0.9724854	0.8632563	0.9276861	0.8191775	0.9609941	0.8315698	0.9912008	0.8009642	0.6925012	0.9952165	0.3872638	0.5388835	0.3273199	0.3799643	0.9710319	0.8505147	0.6101652	0.1654900	0.8012042	0.0315805	0.1088548	0.0392911	0.1944546	0.9003436	0.9311244	0.0749911	0.7935144	0.0401286	0.0509049	0.2283667	0.5213357	0.9902328	0.9242071	0.7381625	0.0718541	0.5892530	0.0571749	0.5822590	0.9965726	0.9620490	0.1586910	0.4540044	0.9600085	0.0623107	0.9715820	0.0974978	0.4059593	0.3251458	0.2198454	0.4921778	0.0404397	0.1149809	0.2368919	0.9090620	0.0131407	0.2587369	0.6863813	0.6089164	0.5891487	0.9955758	0.3966891	0.1115120	0.9923818	0.3966089	0.0865754	0.8328982	0.0144227	0.4875523	0.9307017	0.7711254	0.0285602	0.9996988	0.3256964	0.3800188	0.1923347	0.8281744	0.3259452	0.8267194	0.6371181	0.8184441
4	1.0000000	0.3811597	0.2895162	0.4645189	0.9707219	1.0000000	1.0000000	0.7323844	0.2557068	0.6144590	0.9982062	0.5902428	0.1176264	0.0735794	0.3362698	0.1491681	0.8186720	0.5566277	0.2424259	0.4682351	0.9724776	0.8631981	0.9276880	0.8191774	0.9609944	0.8315807	0.9912008	0.8009879	0.6924745	0.9952165	0.3873842	0.5388838	0.3278602	0.3799636	0.9710319	0.8505154	0.6101677	0.1654894	0.8006217	0.0315804	0.1090471	0.0394946	0.1944546	0.9003414	0.9311349	0.0749876	0.7935145	0.0401285	0.0510062	0.2283671	0.5213355	0.9902123	0.9242073	0.7381625	0.0719213	0.5892531	0.0571741	0.5823933	0.9965726	0.9620491	0.1586909	0.4540061	0.9600136	0.0623107	0.9715811	0.0974978	0.4057928	0.3251452	0.2198436	0.4927591	0.0405626	0.1149809	0.2372136	0.9090632	0.0131406	0.2587358	0.6863818	0.6089176	0.5905199	0.9955758	0.3966763	0.1113839	0.9923819	0.3970296	0.0866893	0.8328619	0.0144231	0.4876617	0.9307013	0.7711254	0.0285602	0.9996988	0.3256964	0.3803168	0.1911025	0.8286433	0.3259452	0.8267263	0.6371181	0.8192648
5	1.0000000	0.3811597	0.2895156	0.4645156	0.9707219	1.0000000	1.0000000	0.7323844	0.2557068	0.6144444	0.9982062	0.5893915	0.1176264	0.0736562	0.3368144	0.1491681	0.8186552	0.5566304	0.2424247	0.4684840	0.9724699	0.8631406	0.9276898	0.8191774	0.9609947	0.8315915	0.9912007	0.8010112	0.6924483	0.9952165	0.3875020	0.5388840	0.3283879	0.3799629	0.9710319	0.8505160	0.6101702	0.1654888	0.8000576	0.0315802	0.1092344	0.0396899	0.1944546	0.9003392	0.9311453	0.0749841	0.7935146	0.0401283	0.0511048	0.2283676	0.5213354	0.9901924	0.9242074	0.7381625	0.0719871	0.5892532	0.0571733	0.5825256	0.9965726	0.9620492	0.1586907	0.4540078	0.9600186	0.0623107	0.9715803	0.0974977	0.4056287	0.3251446	0.2198419	0.4933270	0.0406813	0.1149808	0.2375274	0.9090644	0.0131404	0.2587346	0.6863823	0.6089187	0.5918478	0.9955757	0.3966637	0.1112584	0.9923819	0.3974409	0.0867995	0.8328260	0.0144234	0.4877690	0.9307008	0.7711254	0.0285602	0.9996988	0.3256964	0.3806092	0.1898980	0.8291027	0.3259452	0.8267330	0.6371181	0.8200588

0	1.0000000	0.3811597	0.2895186	0.4645330	0.9707221	1.0000000	1.0000000	0.7323843	0.2557068	0.6145198	0.9982059	0.5645709	0.1176264	0.0766376	0.3521445	0.1491681	0.8187420	0.5566161	0.2424309	0.4806108	0.9718068	0.8634355	0.9276802	0.8191776	0.9609931	0.8315361	0.9912011	0.8008911	0.6925838	0.9952165	0.3932015	0.5388828	0.3490953	0.3799666	0.9710319	0.8505126	0.6101572	0.1654919	0.7827478	0.0315810	0.1161598	0.0443860	0.1944546	0.9003505	0.9310916	0.0750019	0.7935142	0.0401291	0.0546629	0.2283654	0.5213361	0.9894948	0.9242067	0.7381625	0.0751455	0.5892526	0.0571774	0.5900898	0.9965726	0.9620487	0.1586915	0.4539991	0.9599926	0.0623107	0.9715848	0.0974978	0.4064741	0.3251476	0.2198507	0.5173816	0.0441071	0.1149810	0.2501542	0.9090582	0.0131411	0.2587404	0.6863798	0.6089129	0.6331575	0.9955759	0.3967289	0.1054384	0.9923818	0.4126616	0.0900310	0.8330098	0.0144217	0.4921613	0.9307032	0.7711253	0.0285602	0.9996988	0.3256964	0.3956462	0.1379662	0.8510954	0.3259452	0.8266980	0.6371181	0.8436371
1	1.0000000	0.3811597	0.3062808	0.4740488	0.9707219	1.0000000	0.9734790	0.7378384	0.2557084	0.6145043	0.9982340	0.5645709	0.1144350	0.0750631	0.3521447	0.1491681	0.8187245	0.5565454	0.2424296	0.4860993	0.9718108	0.8634059	0.9163400	0.8043128	0.9615251	0.8315475	0.9912010	0.8009160	0.6925578	0.9952273	0.3932014	0.5386646	0.3491215	0.3799658	0.9721984	0.8533834	0.6101599	0.1654912	0.7895219	0.0313044	0.1146585	0.0426394	0.1912666	0.9003482	0.9052510	0.0859941	0.7959858	0.0401289	0.0546629	0.2283670	0.5213360	0.9895891	0.9255665	0.7456904	0.0751453	0.5892527	0.0571765	0.5876430	0.9966309	0.9620487	0.1567252	0.4540009	0.9599980	0.0623107	0.9715838	0.0974978	0.4063026	0.3251469	0.2198489	0.5173816	0.0441073	0.1149809	0.2501553	0.9105562	0.0131410	0.2587392	0.6863803	0.6089141	0.6331468	0.9956359	0.3967179	0.1054370	0.9923818	0.4127104	0.0938453	0.8329722	0.0143047	0.4921772	0.9307027	0.7761545	0.0277056	0.9997034	0.3256964	0.3956459	0.1379617	0.8510990	0.3259452	0.8267043	0.6371181	0.8436392
2	1.0000000	0.3811597	0.3224573	0.4833298	0.9707207	1.0000000	0.9479272	0.7431620	0.2557194	0.6144889	0.9982616	0.5645709	0.1113392	0.0735234	0.3521448	0.1491681	0.8187098	0.5564763	0.2424283	0.4914780	0.9718147	0.8633806	0.9052481	0.7897653	0.9620465	0.8315588	0.9912009	0.8009416	0.6925435	0.9952378	0.3932012	0.5384505	0.3491473	0.3799651	0.9733152	0.8561917	0.6101626	0.1654906	0.7960823	0.0310343	0.1131967	0.0409624	0.1881745	0.9003459	0.8802679	0.0967875	0.7984032	0.0401288	0.0546629	0.2283757	0.5213358	0.9896807	0.9268968	0.7528291	0.0751451	0.5892529	0.0571757	0.5852323	0.9966867	0.9620479	0.1548000	0.4540027	0.9600033	0.0623107	0.9715829	0.0974978	0.4061492	0.3251463	0.2198471	0.5173815	0.0441088	0.1149809	0.2501632	0.9120257	0.0131408	0.2587380	0.6863808	0.6089153	0.6331394	0.9956933	0.3967219	0.1054356	0.9923818	0.4127513	0.0975331	0.8329350	0.0141906	0.4921873	0.9307022	0.7810571	0.0268778	0.9997078	0.3256964	0.3956456	0.1379592	0.8511026	0.3259452	0.8267052	0.6371181	0.8436412
3	1.0000000	0.3811597	0.3380687	0.4923816	0.9707177	1.0000000	0.9233093	0.7483571	0.2557482	0.6144739	0.9982884	0.5645709	0.1083360	0.0720175	0.3521450	0.1491681	0.8187002	0.5564087	0.2424271	0.4967490	0.9718186	0.8633633	0.8943991	0.7755283	0.9625576	0.8315698	0.9912008	0.8009687	0.6925513	0.9952480	0.3932010	0.5382405	0.3491728	0.3799643	0.9743847	0.8589387	0.6101652	0.1654900	0.8024359	0.0307704	0.1117735	0.0393525	0.1851809	0.9003436	0.8561118	0.1073856	0.8007677	0.0401286	0.0546629	0.2283976	0.5213357	0.9897698	0.9281973	0.7595986	0.0751448	0.5892530	0.0571749	0.5828570	0.9967401	0.9620458	0.1529152	0.4540044	0.9600085	0.0623107	0.9715820	0.0974978	0.4060282	0.3251458	0.2198454	0.5173815	0.0441125	0.1149809	0.2501840	0.9134671	0.0131407	0.2587369	0.6863813	0.6089164	0.6331383	0.9957481	0.3967540	0.1054343	0.9923818	0.4127778	0.1010989	0.8328982	0.0140794	0.4921863	0.9307017	0.7858364	0.0260760	0.9997120	0.3256964	0.3956453	0.1379608	0.8511062	0.3259452	0.8266955	0.6371181	0.8436432
4	1.0000000	0.3811597	0.3363719	0.4916906	0.9707123	1.0000000	0.9261120	0.7479319	0.2558011	0.6144591	0.9982866	0.5645709	0.1086141	0.0721075	0.3521452	0.1491681	0.8186973	0.5564162	0.2424259	0.4964270	0.9718223	0.8633268	0.8951299	0.7764605	0.9625269	0.8315807	0.9912008	0.8009980	0.6925888	0.9952470	0.3932009	0.5382531	0.3491980	0.3799636	0.9742422	0.8587558	0.6101677	0.1654894	0.8018146	0.0307892	0.1118889	0.0395535	0.1854797	0.9003414	0.8585521	0.1067961	0.8006088	0.0401285	0.0546629	0.2284375	0.5213355	0.9897621	0.9280885	0.7584902	0.0751446	0.5892531	0.0571741	0.5829825	0.9967324	0.9620419	0.1530361	0.4540061	0.9600136	0.0623107	0.9715811	0.0974978	0.4059506	0.3251452	0.2198436	0.5173815	0.0441192	0.1149809	0.2502224	0.9133842	0.0131406	0.2587358	0.6863818	0.6089176	0.6331455	0.9957404	0.3968239	0.1054330	0.9923819	0.4127851	0.1007316	0.8328619	0.0140883	0.4921705	0.9307013	0.7854662	0.0261539	0.9997112	0.3256964	0.3956450	0.1379678	0.8511097	0.3259452	0.8266719	0.6371181	0.8436451
5	1.0000000	0.3811597	0.3347344	0.4910166	0.9707044	1.0000000	0.9288123	0.7474954	0.2558773	0.6144445	0.9982848	0.5645709	0.1088839	0.0721856	0.3521454	0.1491681	0.8187011	0.5564236	0.2424247	0.4961114	0.9718261	0.8633015	0.8958446	0.7773731	0.9624967	0.8315915	0.9912007	0.8010295	0.6926553	0.9952461	0.3932007	0.5382654	0.3492228	0.3799629	0.9741058	0.8585769	0.6101702	0.1654888	0.8012128	0.0308075	0.1120013	0.0397465	0.1857862	0.9003391	0.8608810	0.1062173	0.8004534	0.0401283	0.0546629	0.2284948	0.5213354	0.9897547	0.9279709	0.7574391	0.0751444	0.5892532	0.0571733	0.5831062	0.9967245	0.9620362	0.1531545	0.4540078	0.9600186	0.0623107	0.9715803	0.0974977	0.4059158	0.3251446	0.2198419	0.5173814	0.0441291	0.1149808	0.2502781	0.9133030	0.0131404	0.2587346	0.6863823	0.6089187	0.6331608	0.9957330	0.3969301	0.1054317	0.9923819	0.4127734	0.1003765	0.8328260	0.0140970	0.4921401	0.9307008	0.7851054	0.0262294	0.9997105	0.3256964	0.3956447	0.1379802	0.8511131	0.3259452	0.8266345	0.6371181	0.8436470

0	1.0000000	0.3811597	0.2895186	0.4645330	0.9707221	1.0000000	1.0000000	0.7323843	0.2557068	0.6145198	0.9982059	0.5645709	0.1176264	0.0766376	0.3521445	0.1491681	0.8187420	0.5566161	0.2424309	0.4806108	0.9718068	0.8634355	0.9276802	0.8191776	0.9609931	0.8315361	0.9912011	0.8008911	0.6925838	0.9952165	0.3932015	0.5388828	0.3490953	0.3799666	0.9710319	0.8505126	0.6101572	0.1654919	0.7827478	0.0315810	0.1161598	0.0443860	0.1944546	0.9003505	0.9310916	0.0750019	0.7935142	0.0401291	0.0546629	0.2283654	0.5213361	0.9894948	0.9242067	0.7381625	0.0751455	0.5892526	0.0571774	0.5900898	0.9965726	0.9620487	0.1586915	0.4539991	0.9599926	0.0623107	0.9715848	0.0974978	0.4064741	0.3251476	0.2198507	0.5173816	0.0441071	0.1149810	0.2501542	0.9090582	0.0131411	0.2587404	0.6863798	0.6089129	0.6331575	0.9955759	0.3967289	0.1054384	0.9923818	0.4126616	0.0900310	0.8330098	0.0144217	0.4921613	0.9307032	0.7711253	0.0285602	0.9996988	0.3256964	0.3956462	0.1379662	0.8510954	0.3259452	0.8266980	0.6371181	0.8436371
1	1.0000000	0.3733112	0.2895173	0.4645281	0.9707220	1.0000000	1.0000000	0.7323843	0.2557068	0.6195396	0.9982060	0.5637742	0.1176264	0.0766208	0.3406108	0.1491681	0.8187241	0.5542570	0.2424296	0.4745494	0.9710263	0.8633750	0.9276826	0.8191775	0.9613600	0.8315480	0.9912009	0.8030762	0.6925559	0.9952165	0.3932014	0.5388831	0.3491212	0.3799658	0.9715064	0.8505133	0.6101599	0.1654906	0.7866972	0.0315808	0.1161597	0.0443860	0.1944546	0.9003482	0.9110031	0.0779159	0.7935143	0.0392940	0.0546629	0.2283658	0.5213360	0.9894949	0.9254364	0.7381625	0.0751453	0.5892527	0.0571765	0.5817456	0.9965920	0.9623120	0.1586914	0.4540024	0.9599980	0.0600187	0.9715836	0.0960476	0.4178092	0.3225287	0.2198489	0.5173816	0.0441071	0.1128832	0.2501541	0.9090595	0.0131410	0.2581167	0.6863825	0.6089149	0.6204374	0.9956580	0.4102347	0.1054368	0.9923818	0.4127116	0.1194209	0.8358620	0.0144222	0.4894729	0.9309380	0.7711254	0.0285602	0.9997076	0.3256964	0.3882427	0.1379613	0.8510995	0.3259452	0.8267053	0.6592718	0.8436409
2	1.0000000	0.3656595	0.2895123	0.4645160	0.9707218	1.0000000	1.0000000	0.7323843	0.2557068	0.6244742	0.9982060	0.5630040	0.1176264	0.0766045	0.3294728	0.1491681	0.8187065	0.5519526	0.2424283	0.4686100	0.9702593	0.8633153	0.9276870	0.8191775	0.9617196	0.8315623	0.9912005	0.8052024	0.6925283	0.9952165	0.3932012	0.5388833	0.3491454	0.3799651	0.9719608	0.8505140	0.6101626	0.1654854	0.7905209	0.0315807	0.1161596	0.0443860	0.1944546	0.9003461	0.8915825	0.0807760	0.7935143	0.0384767	0.0546629	0.2283663	0.5213358	0.9894949	0.9266398	0.7381625	0.0751451	0.5892529	0.0571757	0.5735246	0.9966106	0.9625695	0.1586912	0.4540142	0.9600033	0.0578110	0.9715814	0.0946364	0.4289265	0.3199708	0.2198471	0.5173815	0.0441071	0.1108375	0.2501541	0.9090608	0.0131408	0.2575075	0.6863978	0.6089212	0.6081169	0.9957362	0.4232729	0.1054342	0.9923818	0.4127608	0.1478370	0.8386526	0.0144236	0.4868384	0.9311640	0.7711254	0.0285602	0.9997158	0.3256964	0.3809805	0.1379565	0.8511066	0.3259452	0.8267124	0.6788467	0.8436549
3	1.0000000	0.3581997	0.2894999	0.4644897	0.9707212	1.0000000	1.0000000	0.7323844	0.2557068	0.6293249	0.9982061	0.5622592	0.1176264	0.0765885	0.3187169	0.1491681	0.8186891	0.5497045	0.2424271	0.4627909	0.9695056	0.8632563	0.9276956	0.8191775	0.9620720	0.8315816	0.9911993	0.8072705	0.6925012	0.9952165	0.3932010	0.5388835	0.3491663	0.3799643	0.9723958	0.8505147	0.6101652	0.1654727	0.7942220	0.0315805	0.1161595	0.0443860	0.1944546	0.9003444	0.8728078	0.0835823	0.7935144	0.0376768	0.0546629	0.2283667	0.5213357	0.9894949	0.9278176	0.7381625	0.0751448	0.5892530	0.0571749	0.5654251	0.9966284	0.9628213	0.1586910	0.4540424	0.9600085	0.0556846	0.9715769	0.0932632	0.4398302	0.3174724	0.2198454	0.5173815	0.0441071	0.1088424	0.2501541	0.9090620	0.0131407	0.2569046	0.6864367	0.6089360	0.5961836	0.9958104	0.4358599	0.1054297	0.9923818	0.4128092	0.1753114	0.8413834	0.0144266	0.4842567	0.9313798	0.7711254	0.0285602	0.9997237	0.3256964	0.3738570	0.1379518	0.8511192	0.3259452	0.8267194	0.6961427	0.8436886
4	1.0000000	0.3587754	0.2894777	0.4644442	0.9707201	1.0000000	1.0000000	0.7323844	0.2557068	0.6290579	0.9982062	0.5623359	0.1176264	0.0765983	0.3198699	0.1491681	0.8186720	0.5498805	0.2424259	0.4631546	0.9695495	0.8631981	0.9277098	0.8191774	0.9620509	0.8316076	0.9911973	0.8071179	0.6924745	0.9952165	0.3932009	0.5388838	0.3491832	0.3799636	0.9723378	0.8505154	0.6101677	0.1654498	0.7938445	0.0315804	0.1161594	0.0443860	0.1944546	0.9003433	0.8747575	0.0834155	0.7935145	0.0377288	0.0546629	0.2283671	0.5213355	0.9894950	0.9277407	0.7381625	0.0751446	0.5892531	0.0571741	0.5658348	0.9966262	0.9628042	0.1586909	0.4540929	0.9600136	0.0559285	0.9715693	0.0933771	0.4390128	0.3176504	0.2198436	0.5173815	0.0441071	0.1089946	0.2501541	0.9090632	0.0131406	0.2569227	0.6865070	0.6089622	0.5973336	0.9957977	0.4344918	0.1054223	0.9923819	0.4128568	0.1724691	0.8411748	0.0144319	0.4844320	0.9313474	0.7711254	0.0285602	0.9997222	0.3256964	0.3742727	0.1379471	0.8511395	0.3259452	0.8267263	0.6892715	0.8437488
5	1.0000000	0.3593368	0.2894458	0.4643797	0.9707186	1.0000000	1.0000000	0.7323844	0.2557068	0.6287954	0.9982062	0.5624100	0.1176264	0.0766079	0.3209862	0.1491681	0.8186552	0.5500628	0.2424247	0.4635137	0.9695926	0.8631405	0.9277295	0.8191774	0.9620302	0.8316405	0.9911944	0.8069660	0.6924482	0.9952165	0.3932007	0.5388840	0.3491959	0.3799629	0.9722823	0.8505160	0.6101702	0.1654171	0.7934719	0.0315802	0.1161593	0.0443860	0.1944546	0.9003426	0.8766426	0.0832481	0.7935146	0.0377797	0.0546629	0.2283676	0.5213354	0.9894950	0.9276655	0.7381625	0.0751444	0.5892532	0.0571733	0.5662514	0.9966241	0.9627875	0.1586907	0.4541653	0.9600186	0.0561633	0.9715586	0.0934879	0.4382102	0.3178242	0.2198419	0.5173814	0.0441071	0.1091430	0.2501540	0.9090644	0.0131404	0.2569180	0.6866065	0.6089997	0.5984474	0.9957846	0.4331707	0.1054123	0.9923819	0.4129038	0.1697134	0.8409758	0.0144396	0.4846039	0.9313106	0.7711254	0.0285602	0.9997208	0.3256964	0.3746804	0.1379425	0.8511673	0.3259452	0.8267331	0.6832002	0.8438349

0	1.0000000	0.3811597	0.2895186	0.4645330	0.9707221	1.0000000	1.0000000	0.7323843	0.2557068	0.6145198	0.9982059	0.5645709	0.1176264	0.0766376	0.3521445	0.1491681	0.8187420	0.5566161	0.2424309	0.4806108	0.9718068	0.8634355	0.9276802	0.8191776	0.9609931	0.8315361	0.9912011	0.8008911	0.6925838	0.9952165	0.3932015	0.5388828	0.3490953	0.3799666	0.9710319	0.8505126	0.6101572	0.1654919	0.7827478	0.0315810	0.1161598	0.0443860	0.1944546	0.9003505	0.9310916	0.0750019	0.7935142	0.0401291	0.0546629	0.2283654	0.5213361	0.9894948	0.9242067	0.7381625	0.0751455	0.5892526	0.0571774	0.5900898	0.9965726	0.9620487	0.1586915	0.4539991	0.9599926	0.0623107	0.9715848	0.0974978	0.4064741	0.3251476	0.2198507	0.5173816	0.0441071	0.1149810	0.2501542	0.9090582	0.0131411	0.2587404	0.6863798	0.6089129	0.6331575	0.9955759	0.3967289	0.1054384	0.9923818	0.4126616	0.0900310	0.8330098	0.0144217	0.4921613	0.9307032	0.7711253	0.0285602	0.9996988	0.3256964	0.3956462	0.1379662	0.8510954	0.3259452	0.8266980	0.6371181	0.8436371
1	1.0000000	0.3811597	0.2895180	0.4645294	0.9716233	1.0000000	0.9958535	0.7323841	0.2557070	0.6145043	0.9982416	0.5645709	0.1176264	0.0754709	0.3490188	0.1491681	0.8187241	0.5566191	0.2424296	0.4739880	0.9718108	0.8639344	0.9276822	0.8018287	0.9609934	0.8315475	0.9912010	0.8042616	0.6925559	0.9953275	0.3906659	0.5388831	0.3457870	0.3799658	0.9710319	0.8506065	0.6101600	0.1654912	0.7884293	0.0315808	0.1161597	0.0443860	0.1944548	0.9003482	0.9127418	0.0906148	0.7935143	0.0401289	0.0535138	0.2283658	0.5137962	0.9894949	0.9242067	0.7489323	0.0751453	0.5892527	0.0571765	0.5901089	0.9965726	0.9620488	0.1586914	0.4540009	0.9599980	0.0600182	0.9715838	0.0954692	0.4063000	0.3179740	0.2198489	0.5173816	0.0441072	0.1149809	0.2454962	0.9092068	0.0131410	0.2587392	0.6863803	0.6089141	0.6331462	0.9956779	0.3967154	0.1054370	0.9923818	0.4127116	0.0921540	0.8356819	0.0144220	0.4921782	0.9307027	0.7711254	0.0285602	0.9996988	0.3256964	0.3956459	0.1564599	0.8473795	0.3259452	0.8267053	0.6371181	0.8436392
